        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.442214562971e+00,        +3.002541027044e-05,        +4.066912893377e+04,        +2.449555082172e-13,        +1.790320007360e-08
 2.00e+00,        +2.598948749710e+00,        +8.052520154608e-05,        +1.613748678089e+04,        +1.453905473293e-13,        +1.062746345206e-08
 3.00e+00,        +2.701640006891e+00,        +6.356434160311e-05,        +2.125122308753e+04,        +5.856554944853e-13,        +4.281245262722e-08
 4.00e+00,        +2.701794693621e+00,        +6.368618601393e-05,        +2.121177969254e+04,        +2.271959187249e-13,        +1.660842557342e-08
 5.00e+00,        +2.739531309540e+00,        +7.365113927248e-05,        +1.859802399251e+04,        +2.089071130333e-13,        +1.527193815889e-08
 6.00e+00,        +2.739619039426e+00,        +7.364554179607e-05,        +1.860003316971e+04,        +2.211506114739e-13,        +1.616698756532e-08
 7.00e+00,        +2.799588604452e+00,        +9.601329786035e-05,        +1.457917115903e+04,        +1.840834286405e-13,        +1.345788053056e-08
 8.00e+00,        +2.880769400689e+00,        +1.036818665225e-04,        +1.389234925631e+04,        +2.142370078783e-13,        +1.566338555464e-08
