        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106489905415e+00,        +5.413585615530e-13,        +1.021956595866e+12,        +8.200604792853e-12,        +1.040203080176e-07
 2.00e+00,        +1.763030151936e+00,        -6.652642554432e-12,        +1.325060032544e+11,        +7.550488826261e-12,        +9.580449388425e-08
 3.00e+00,        +1.763035625871e+00,        -2.448879150755e-11,        +3.599678704699e+10,        +1.022321795626e-11,        +1.297174590819e-07
 4.00e+00,        +1.893332022067e+00,        +1.011702631325e-10,        +9.357156754582e+09,        +9.915930280116e-12,        +1.258285839738e-07
 5.00e+00,        +1.893338148956e+00,        -1.838107411496e-11,        +5.150238057673e+10,        +1.056536900609e-11,        +1.340696625394e-07
 6.00e+00,        +2.022723393429e+00,        +1.176197105533e-10,        +8.598573248961e+09,        +4.502246480729e-11,        +5.713633351343e-07
 7.00e+00,        +2.200503762939e+00,        -2.780048090369e-10,        +3.957672118267e+09,        +1.093359551170e-11,        +1.387718256258e-07
 8.00e+00,        +2.200506494499e+00,        -5.576264782736e-12,        +1.973100794381e+11,        +1.035775597767e-11,        +1.314631319400e-07
 9.00e+00,        +2.363047572016e+00,        -3.395537723629e-11,        +3.479636753219e+10,        +1.288451981174e-11,        +1.635539598664e-07
 1.00e+01,        +2.363066411683e+00,        +1.403675789953e-10,        +8.417422415480e+09,        +1.404292368841e-11,        +1.782585494463e-07
 1.10e+01,        +2.444441575074e+00,        +1.258740788139e-10,        +9.709868775635e+09,        +1.233854804527e-11,        +1.566338575168e-07
 1.20e+01,        +2.444455773494e+00,        -2.770095820906e-11,        +4.412222413111e+10,        +7.071269310762e-12,        +8.976746685535e-08
 1.30e+01,        +2.444522284971e+00,        -6.585461603744e-11,        +1.855999193422e+10,        +1.630913921873e-11,        +2.070392358832e-07
 1.40e+01,        +2.540072723408e+00,        -3.911414917225e-10,        +3.246999841697e+09,        +1.096503144988e-10,        +1.392087400365e-06
 1.50e+01,        +2.569932428616e+00,        -1.265818915378e-09,        +1.015126412394e+09,        +5.819675499154e-11,        +7.388675683808e-07
 1.60e+01,        +2.569962161466e+00,        +9.000860490299e-10,        +1.427620261549e+09,        +5.141039286404e-11,        +6.527077489598e-07
 1.70e+01,        +2.907094600568e+00,        +2.195096907409e-10,        +6.621791026071e+09,        +2.753556204437e-11,        +3.497014814774e-07
 1.80e+01,        +2.907127426087e+00,        +1.324296392109e-10,        +1.097612076651e+10,        +2.437309133574e-11,        +3.095381314442e-07
 1.90e+01,        +2.935812077536e+00,        -8.544918197203e-10,        +1.717870206468e+09,        +2.371955525651e-11,        +3.012467676852e-07
 2.00e+01,        +2.935873301339e+00,        +4.046213903548e-11,        +3.627926465731e+10,        +2.696847958626e-11,        +3.425092802514e-07
 2.10e+01,        +2.975826235883e+00,        +5.437818464817e-10,        +2.736231684762e+09,        +1.878574778445e-11,        +2.385952093235e-07
 2.20e+01,        +2.975853020905e+00,        +4.598925340928e-10,        +3.235378702956e+09,        +1.980689695089e-11,        +2.515646917923e-07
 2.30e+01,        +2.981029987681e+00,        +2.030888530907e-10,        +7.339226014413e+09,        +2.544860708144e-11,        +3.232209673729e-07
 2.40e+01,        +2.981070836590e+00,        -2.951513057162e-10,        +5.050072249141e+09,        +2.551720431710e-11,        +3.240922293865e-07
 2.50e+01,        +3.052760739635e+00,        -5.900136792547e-10,        +2.587025391929e+09,        +1.120194448831e-10,        +1.422855247350e-06
 2.60e+01,        +3.228633123334e+00,        +7.572070850821e-10,        +2.131935362823e+09,        +3.917427351402e-11,        +4.976790942806e-07
 2.70e+01,        +3.228663093074e+00,        +2.182840603989e-10,        +7.395553956558e+09,        +4.543332574162e-11,        +5.771955703824e-07
