        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.459059667730e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.199121145258e-12,        +1.792140564683e-02,        +3.020622891378e-14,        +8.732497214656e-05,        +6.199121145258e-12,        +1.792140564683e-02,        +3.020622891378e-14,        +8.732497214656e-05,        +3.235971306424e-12,        +9.355060674738e-03,        +3.790490932670e-14,        +1.095815422912e-04,        +3.341302222658e-10,        +9.659568044855e-01,        +3.458264504254e-10,        +9.997701214919e-01,        +2.340652003023e-12,        +6.766729192950e-03,        +1.140520935620e-14,        +3.297199369701e-05
 2.00e+00,        +3.459059667205e-10,        +3.459059666729e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261491104730e-13,        +3.646919180638e-04,        +5.073749120877e-12,        +1.466800116135e-02,        +1.261491104730e-13,        +3.646919180638e-04,        +5.073749120877e-12,        +1.466800116135e-02,        +1.570315040181e-13,        +4.539716545133e-04,        +2.593805951503e-12,        +7.498586903406e-03,        +3.455751540917e-10,        +9.990436342226e-01,        +3.363226845327e-10,        +9.722951233471e-01,        +4.763201426400e-14,        +1.377022047801e-04,        +1.915727067806e-12,        +5.538288588174e-03
 3.00e+00,        +3.459059667205e-10,        +3.459059668797e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261536434690e-13,        +3.647050227697e-04,        +5.073937493777e-12,        +1.466854573093e-02,        +1.261536434690e-13,        +3.647050227697e-04,        +5.073937493777e-12,        +1.466854573093e-02,        +1.570366340720e-13,        +4.539864852893e-04,        +2.593873832061e-12,        +7.498783138839e-03,        +3.455751432423e-10,        +9.990436028573e-01,        +3.363224321656e-10,        +9.722943931829e-01,        +4.763320068675e-14,        +1.377056346797e-04,        +1.915723388226e-12,        +5.538277947349e-03
 4.00e+00,        +3.459059667205e-10,        +3.459059665557e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276580960762e-12,        +1.236342061777e-02,        +2.206728280441e-12,        +6.379561192349e-03,        +4.276580960762e-12,        +1.236342061777e-02,        +2.206728280441e-12,        +6.379561192349e-03,        +1.845053700282e-12,        +5.333974772899e-03,        +1.480741116300e-12,        +4.280761997384e-03,        +3.392190474914e-10,        +9.806683900468e-01,        +3.405471237957e-10,        +9.845078047847e-01,        +5.652845680854e-13,        +1.634214562544e-03,        +1.671373363288e-12,        +4.831872025597e-03
 5.00e+00,        +3.459059667205e-10,        +3.459059668411e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276458411771e-12,        +1.236306633365e-02,        +2.206583383463e-12,        +6.379142295850e-03,        +4.276458411771e-12,        +1.236306633365e-02,        +2.206583383463e-12,        +6.379142295850e-03,        +1.845009471956e-12,        +5.333846910618e-03,        +1.480666789356e-12,        +4.280547117696e-03,        +3.392192066033e-10,        +9.806688500328e-01,        +3.405473934055e-10,        +9.845085834032e-01,        +5.652922334855e-13,        +1.634236722902e-03,        +1.671323262819e-12,        +4.831727183204e-03
 6.00e+00,        +3.459059667205e-10,        +3.459059672259e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478626379694e-12,        +4.274648378322e-03,        +2.365754302186e-14,        +6.839298902989e-05,        +1.478626379694e-12,        +4.274648378322e-03,        +2.365754302186e-14,        +6.839298902989e-05,        +9.947922144635e-13,        +2.875903598585e-03,        +3.790100793441e-14,        +1.095702633822e-04,        +3.423268267238e-10,        +9.896528526795e-01,        +3.458264592640e-10,        +9.997701457349e-01,        +1.105721402537e-12,        +3.196595343585e-03,        +1.794941093817e-14,        +5.189101269955e-05
 7.00e+00,        +3.459059667205e-10,        +3.459059667072e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887515744448e-14,        +1.702056717977e-04,        +2.256824338988e-14,        +6.524386845567e-05,        +5.887515744448e-14,        +1.702056717977e-04,        +2.256824338988e-14,        +6.524386845567e-05,        +6.052578276216e-14,        +1.749775620698e-04,        +3.607232117160e-14,        +1.042836049201e-04,        +3.457787831726e-10,        +9.996323175657e-01,        +3.458302831332e-10,        +9.997812018834e-01,        +7.782607667510e-15,        +2.249920040784e-05,        +1.704300947615e-14,        +4.927064322825e-05
 8.00e+00,        +3.459059667205e-10,        +3.459059667471e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.887696781477e-14,        +1.702109055041e-04,        +2.256871162342e-14,        +6.524522209217e-05,        +5.887696781477e-14,        +1.702109055041e-04,        +2.256871162342e-14,        +6.524522209217e-05,        +6.052696707850e-14,        +1.749809858799e-04,        +3.607203647695e-14,        +1.042827818675e-04,        +3.457787806962e-10,        +9.996323104064e-01,        +3.458302837800e-10,        +9.997812036379e-01,        +7.782089424094e-15,        +2.249770218732e-05,        +1.704221906806e-14,        +4.926835818509e-05
 9.00e+00,        +3.459059667205e-10,        +3.459059666872e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340006097817e-15,        +6.764861907420e-06,        +1.572657833275e-13,        +4.546489464568e-04,        +2.340006097817e-15,        +6.764861907420e-06,        +1.572657833275e-13,        +4.546489464568e-04,        +5.250291384444e-15,        +1.517837762159e-05,        +1.936967968533e-13,        +5.599695163063e-04,        +3.458974929365e-10,        +9.999755026372e-01,        +3.454956245818e-10,        +9.988137177590e-01,        +8.834864644674e-16,        +2.554123228471e-06,        +5.937952517221e-14,        +1.716637782832e-04
 1.00e+01,        +3.459059667205e-10,        +3.459059667760e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340437589819e-15,        +6.766109333147e-06,        +1.572870464963e-13,        +4.547104172913e-04,        +2.340437589819e-15,        +6.766109333147e-06,        +1.572870464963e-13,        +4.547104172913e-04,        +5.251285350807e-15,        +1.518125113769e-05,        +1.937282115803e-13,        +5.600603348532e-04,        +3.458974912127e-10,        +9.999754976537e-01,        +3.454955581077e-10,        +9.988135253284e-01,        +8.837848326176e-16,        +2.554985798588e-06,        +5.939341026695e-14,        +1.717039194800e-04
