        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.10e+01,        +3.459059667205e-10,        +3.459059667553e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.011402816357e-12,        +8.705842356257e-03,        +3.977067119778e-12,        +1.149753835438e-02,        +3.011402816357e-12,        +8.705842356257e-03,        +3.977067119778e-12,        +1.149753835438e-02,        +1.325378461954e-12,        +3.831614916967e-03,        +2.594222912548e-12,        +7.499792318943e-03,        +3.411389479735e-10,        +9.862187438042e-01,        +3.363212480013e-10,        +9.722909701621e-01,        +4.302374687218e-13,        +1.243798922582e-03,        +3.013428721596e-12,        +8.711699164553e-03
 1.20e+01,        +3.459059667205e-10,        +3.459059666744e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.002884239444e-12,        +8.681215498867e-03,        +3.984844959787e-12,        +1.152002377437e-02,        +3.002884239444e-12,        +8.681215498867e-03,        +3.984844959787e-12,        +1.152002377437e-02,        +1.321907921620e-12,        +3.821581726827e-03,        +2.594878557964e-12,        +7.501687764775e-03,        +3.411521374434e-10,        +9.862568740223e-01,        +3.363191806339e-10,        +9.722849937147e-01,        +4.290371160290e-13,        +1.240328752050e-03,        +3.007062522736e-12,        +8.693294746104e-03
 1.30e+01,        +3.459059667205e-10,        +3.459059667722e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.681589839854e-13,        +4.861407439129e-04,        +6.462193265964e-12,        +1.868193638365e-02,        +1.681589839854e-13,        +4.861407439129e-04,        +6.462193265964e-12,        +1.868193638365e-02,        +1.631068289715e-13,        +4.715351704334e-04,        +2.774497597458e-12,        +8.020959058174e-03,        +3.455523103200e-10,        +9.989775938132e-01,        +3.357728959725e-10,        +9.707057068307e-01,        +2.239058748165e-14,        +6.473027248975e-05,        +8.963799362070e-13,        +2.591397727456e-03
 1.40e+01,        +3.459059667205e-10,        +3.459059737886e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.385044820569e-11,        +4.004107918983e-02,        +3.605925098887e-13,        +1.042458174224e-03,        +1.385044820569e-11,        +4.004107918983e-02,        +3.605925098887e-13,        +1.042458174224e-03,        +6.814474908023e-12,        +1.970036820304e-02,        +4.424456511858e-13,        +1.279092252556e-03,        +3.200110783081e-10,        +9.251389368680e-01,        +3.449667749022e-10,        +9.972848144943e-01,        +5.229965298674e-12,        +1.511961573910e-02,        +1.361607252991e-13,        +3.936350789429e-04
 1.50e+01,        +3.459059667205e-10,        +3.459059664145e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.010074385968e-16,        +2.315679738604e-06,        +2.261946183920e-16,        +6.539193895284e-07,        +8.010074385968e-16,        +2.315679738604e-06,        +2.261946183920e-16,        +6.539193895284e-07,        +1.483953214208e-15,        +4.290048039003e-06,        +6.511009926384e-16,        +1.882306337146e-06,        +3.459035758282e-10,        +9.999930880281e-01,        +3.459049189718e-10,        +9.999969718861e-01,        +1.059316713341e-16,        +3.062441285372e-07,        +1.701470491682e-16,        +4.918881594668e-07
 1.60e+01,        +3.459059667205e-10,        +3.459059664353e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.016078128618e-16,        +2.317415396045e-06,        +2.262254220135e-16,        +6.540084414988e-07,        +8.016078128618e-16,        +2.317415396045e-06,        +2.262254220135e-16,        +6.540084414988e-07,        +1.485024001566e-15,        +4.293143641450e-06,        +6.512973449991e-16,        +1.882873983676e-06,        +3.459035741088e-10,        +9.999930830574e-01,        +3.459049186662e-10,        +9.999969709425e-01,        +1.059799065763e-16,        +3.063835746493e-07,        +1.702462830721e-16,        +4.921750405943e-07
 1.70e+01,        +3.459059667205e-10,        +3.459059666905e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.618061656485e-14,        +1.913254552742e-04,        +1.232076300521e-13,        +3.561882185234e-04,        +6.618061656485e-14,        +1.913254552742e-04,        +1.232076300521e-13,        +3.561882185234e-04,        +6.923530472528e-14,        +2.001564337895e-04,        +1.937197360369e-13,        +5.600358325423e-04,        +3.457610431379e-10,        +9.995810318511e-01,        +3.454955760530e-10,        +9.988135774546e-01,        +9.507661293822e-15,        +2.748625987567e-05,        +9.346327139709e-14,        +2.701984943808e-04
 1.80e+01,        +3.459059667205e-10,        +3.459059667043e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.617900974090e-14,        +1.913208100119e-04,        +1.232177797477e-13,        +3.562175608639e-04,        +6.617900974090e-14,        +1.913208100119e-04,        +1.232177797477e-13,        +3.562175608639e-04,        +6.922965356515e-14,        +2.001400965167e-04,        +1.937417641241e-13,        +5.600995148189e-04,        +3.457610555253e-10,        +9.995810676624e-01,        +3.454955291983e-10,        +9.988134419597e-01,        +9.502531916586e-15,        +2.747143105590e-05,        +9.347796211899e-14,        +2.702409646460e-04
 1.90e+01,        +3.459059667205e-10,        +3.459059667769e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.108591284969e-17,        +1.187776933692e-07,        +3.570853255205e-15,        +1.032319068815e-05,        +4.108591284969e-17,        +1.187776933692e-07,        +3.570853255205e-15,        +1.032319068815e-05,        +1.485998750869e-16,        +4.295961601812e-07,        +7.953014023114e-15,        +2.299183820741e-05,        +3.459057615415e-10,        +9.999994068361e-01,        +3.458930946216e-10,        +9.999627871256e-01,        +1.549314997065e-17,        +4.479006279520e-08,        +1.348288001399e-15,        +3.897845457717e-06
 2.00e+01,        +3.459059667205e-10,        +3.459059667920e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.159879920389e-17,        +1.202604268388e-07,        +3.572245920458e-15,        +1.032721682597e-05,        +4.159879920389e-17,        +1.202604268388e-07,        +3.572245920458e-15,        +1.032721682597e-05,        +1.488838251370e-16,        +4.304170481608e-07,        +7.956728762756e-15,        +2.300257736676e-05,        +3.459057606855e-10,        +9.999994043612e-01,        +3.458930885570e-10,        +9.999627695494e-01,        +1.555238510619e-17,        +4.496130914895e-08,        +1.349260320550e-15,        +3.900656392437e-06
 2.10e+01,        +3.459059667205e-10,        +3.459059668570e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.574678018382e-17,        +1.611616611079e-07,        +1.273296387899e-17,        +3.681047769915e-08,        +5.574678018382e-17,        +1.611616611079e-07,        +1.273296387899e-17,        +3.681047769915e-08,        +5.076540632277e-17,        +1.467607130460e-07,        +1.799748583638e-17,        +5.202999531899e-08,        +3.459058525236e-10,        +9.999996698614e-01,        +3.459059268737e-10,        +9.999998844102e-01,        +7.684720180271e-18,        +2.221621168646e-08,        +9.252760024809e-18,        +2.674935072350e-08
 2.20e+01,        +3.459059667205e-10,        +3.459059667545e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.438434796730e-16,        +1.572229253023e-06,        +1.307235207952e-16,        +3.779163511452e-07,        +5.438434796730e-16,        +1.572229253023e-06,        +1.307235207952e-16,        +3.779163511452e-07,        +2.489505053369e-16,        +7.197057272449e-07,        +9.841985951330e-17,        +2.845277878169e-07,        +3.459051026329e-10,        +9.999975019582e-01,        +3.459056491972e-10,        +9.999990819549e-01,        +7.129358535279e-17,        +2.061068388867e-07,        +8.841390037495e-17,        +2.556009692591e-07
 2.30e+01,        +3.459059667205e-10,        +3.459059667668e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.477049686520e-12,        +2.450680387763e-02,        +2.038550308363e-12,        +5.893365550810e-03,        +8.477049686520e-12,        +2.450680387763e-02,        +2.038550308363e-12,        +5.893365550810e-03,        +3.447285010748e-12,        +9.965959949844e-03,        +1.393434478131e-12,        +4.028362075266e-03,        +3.328610098077e-10,        +9.622875631882e-01,        +3.411012892123e-10,        +9.861098737344e-01,        +1.120622215513e-12,        +3.239672984359e-03,        +1.372692767932e-12,        +3.968398639558e-03
 2.40e+01,        +3.459059667205e-10,        +3.459059668346e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.476966294776e-12,        +2.450656279551e-02,        +2.038809141889e-12,        +5.894113826792e-03,        +8.476966294776e-12,        +2.450656279551e-02,        +2.038809141889e-12,        +5.894113826792e-03,        +3.447234131951e-12,        +9.965812861321e-03,        +1.393362436838e-12,        +4.028153806044e-03,        +3.328611761801e-10,        +9.622880441639e-01,        +3.411015808337e-10,        +9.861107166064e-01,        +1.120590113669e-12,        +3.239580179242e-03,        +1.372214422176e-12,        +3.967015760767e-03
 2.50e+01,        +3.459059667205e-10,        +3.459059677531e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.646212219297e-12,        +2.210488674651e-02,        +2.824589793193e-13,        +8.165773523771e-04,        +7.646212219297e-12,        +2.210488674651e-02,        +2.824589793193e-13,        +8.165773523771e-04,        +4.853547458107e-12,        +1.403140715994e-02,        +4.424156533152e-13,        +1.279005552257e-03,        +3.276907519456e-10,        +9.473405592057e-01,        +3.449668342378e-10,        +9.972850034318e-01,        +5.715455097496e-12,        +1.652314688782e-02,        +2.142588827377e-13,        +6.194136635728e-04
 2.60e+01,        +3.459059667205e-10,        +3.459059668522e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334294427537e-13,        +2.120314516998e-03,        +8.632658708615e-12,        +2.495666318559e-02,        +7.334294427537e-13,        +2.120314516998e-03,        +8.632658708615e-12,        +2.495666318559e-02,        +8.844897655058e-13,        +2.557023730731e-03,        +4.062652196189e-12,        +1.174496130599e-02,        +3.440110841956e-10,        +9.945219721336e-01,        +3.299502496522e-10,        +9.538726742842e-01,        +2.769633165854e-13,        +8.006896186594e-04,        +3.260406295217e-12,        +9.425701224199e-03
 2.70e+01,        +3.459059667205e-10,        +3.459059670226e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +7.334112953799e-13,        +2.120262053683e-03,        +8.632704716510e-12,        +2.495679618024e-02,        +7.334112953799e-13,        +2.120262053683e-03,        +8.632704716510e-12,        +2.495679618024e-02,        +8.845295779478e-13,        +2.557138826872e-03,        +4.062751761100e-12,        +1.174524913829e-02,        +3.440109977620e-10,        +9.945217222575e-01,        +3.299498307875e-10,        +9.538714628937e-01,        +2.770280851403e-13,        +8.008768619021e-04,        +3.260679757498e-12,        +9.426491787823e-03
