        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²),         Re{B_x[9]} (Wb/m²),         Im{B_x[9]} (Wb/m²),         Re{B_y[9]} (Wb/m²),         Im{B_y[9]} (Wb/m²),         Re{B_z[9]} (Wb/m²),         Im{B_z[9]} (Wb/m²),        Re{B_x[10]} (Wb/m²),        Im{B_x[10]} (Wb/m²),        Re{B_y[10]} (Wb/m²),        Im{B_y[10]} (Wb/m²),        Re{B_z[10]} (Wb/m²),        Im{B_z[10]} (Wb/m²),        Re{B_x[11]} (Wb/m²),        Im{B_x[11]} (Wb/m²),        Re{B_y[11]} (Wb/m²),        Im{B_y[11]} (Wb/m²),        Re{B_z[11]} (Wb/m²),        Im{B_z[11]} (Wb/m²),        Re{B_x[12]} (Wb/m²),        Im{B_x[12]} (Wb/m²),        Re{B_y[12]} (Wb/m²),        Im{B_y[12]} (Wb/m²),        Re{B_z[12]} (Wb/m²),        Im{B_z[12]} (Wb/m²),        Re{B_x[13]} (Wb/m²),        Im{B_x[13]} (Wb/m²),        Re{B_y[13]} (Wb/m²),        Im{B_y[13]} (Wb/m²),        Re{B_z[13]} (Wb/m²),        Im{B_z[13]} (Wb/m²),        Re{B_x[14]} (Wb/m²),        Im{B_x[14]} (Wb/m²),        Re{B_y[14]} (Wb/m²),        Im{B_y[14]} (Wb/m²),        Re{B_z[14]} (Wb/m²),        Im{B_z[14]} (Wb/m²),        Re{B_x[15]} (Wb/m²),        Im{B_x[15]} (Wb/m²),        Re{B_y[15]} (Wb/m²),        Im{B_y[15]} (Wb/m²),        Re{B_z[15]} (Wb/m²),        Im{B_z[15]} (Wb/m²),        Re{B_x[16]} (Wb/m²),        Im{B_x[16]} (Wb/m²),        Re{B_y[16]} (Wb/m²),        Im{B_y[16]} (Wb/m²),        Re{B_z[16]} (Wb/m²),        Im{B_z[16]} (Wb/m²),        Re{B_x[17]} (Wb/m²),        Im{B_x[17]} (Wb/m²),        Re{B_y[17]} (Wb/m²),        Im{B_y[17]} (Wb/m²),        Re{B_z[17]} (Wb/m²),        Im{B_z[17]} (Wb/m²),        Re{B_x[18]} (Wb/m²),        Im{B_x[18]} (Wb/m²),        Re{B_y[18]} (Wb/m²),        Im{B_y[18]} (Wb/m²),        Re{B_z[18]} (Wb/m²),        Im{B_z[18]} (Wb/m²)
 1.00e+00,        +1.550227490141e-14,        -4.240705320400e-11,        -9.155204343392e-14,        +2.126045969757e-10,        -3.952564205270e-11,        +4.331859925414e-09,        +2.108364674608e-14,        -4.633943895306e-11,        -9.615722686217e-14,        +2.234494852245e-10,        -3.897346626575e-11,        +2.454264952485e-09,        +8.645880545800e-15,        -3.632215803700e-11,        -9.907339927971e-14,        +2.248528301055e-10,        -3.784168928630e-11,        -1.300722334413e-09,        +1.220410537429e-14,        -3.520546650764e-11,        -1.073425112843e-13,        +2.469278594709e-10,        -3.668407481994e-11,        -5.053505670544e-09,        +5.332441873031e-15,        -2.544259485336e-11,        -1.083174878535e-13,        +2.402328292819e-10,        -3.548558603691e-11,        -8.796769512502e-09,        +1.070940665621e-14,        -3.136805988924e-11,        -1.238275066166e-13,        +2.816644877255e-10,        -3.426394446550e-11,        -1.251899063939e-08,        -5.864103752176e-16,        -1.466219875251e-11,        -1.179355780510e-13,        +2.584298999286e-10,        -3.300823562584e-11,        -1.622153363656e-08,        +2.577906381358e-15,        -2.196192200517e-11,        -1.264335554252e-13,        +2.764096922242e-10,        -3.225511028048e-11,        -1.843319614365e-08,        +1.053361949762e-14,        -4.319638583341e-11,        -1.274307402892e-13,        +2.819453830311e-10,        -3.121589691953e-11,        -2.135233964571e-08,        +5.706366377395e-14,        -1.854316482206e-10,        -1.451600998129e-13,        +3.350329109675e-10,        -3.016294010317e-11,        -2.429526045295e-08,        +7.317000950300e-14,        -2.343176217971e-10,        -1.508740769406e-13,        +3.521197733347e-10,        -2.982898710561e-11,        -2.522870356097e-08,        +2.008558595491e-14,        -2.947047622124e-11,        -1.360719964063e-13,        +2.881544061331e-10,        -4.200538223385e-11,        +2.570321061366e-08,        +1.001532708867e-13,        -3.316319107528e-10,        -1.143693308675e-13,        +2.245137287453e-10,        -5.440244861872e-11,        +7.992316371473e-08,        -6.254105505819e-14,        +1.723604754632e-10,        -1.568200473011e-13,        +3.452138830887e-10,        -5.130322324923e-11,        +7.209514243398e-08,        -5.448979337485e-14,        +1.245945104501e-10,        -1.647160788956e-13,        +3.740907143387e-10,        -4.615987157987e-11,        +6.139085311227e-08,        +1.983091938691e-12,        -4.940025849033e-09,        -1.027291242379e-12,        +2.706167656011e-09,        -4.011367614313e-11,        +5.193172445141e-08,        -1.628378796118e-12,        +3.785683373713e-09,        +9.367375618207e-13,        -2.959190341728e-09,        -2.472273161564e-11,        +3.172313475261e-08,        -1.677060545235e-12,        +4.257652373817e-09,        +9.812510035669e-13,        -2.638429037933e-09,        -7.404853424960e-12,        +1.331727478297e-08
 2.00e+00,        +1.244832262842e-14,        -1.471606156523e-10,        -2.704260740525e-14,        +7.207130580181e-11,        +1.026005206459e-11,        -8.904590919441e-10,        +1.143673139268e-14,        -1.458735822629e-10,        -2.791509537530e-14,        +8.633028763219e-11,        +1.039492271111e-11,        -8.948171892720e-11,        +1.361792885509e-14,        -1.533267289434e-10,        -2.778774982642e-14,        +6.552447024813e-11,        +1.065681926914e-11,        +1.533252290005e-09,        +1.259217865861e-14,        -1.594458535873e-10,        -2.922789727436e-14,        +8.394913178778e-11,        +1.091128733536e-11,        +3.141316830553e-09,        +1.304113679473e-14,        -1.444151533797e-10,        -2.853059601703e-14,        +5.178000251351e-11,        +1.115294701999e-11,        +4.746774045009e-09,        +1.252904800020e-14,        -1.628091023887e-10,        -3.069247766164e-14,        +8.964444927612e-11,        +1.138516830651e-11,        +6.339413007505e-09,        +1.335758913213e-14,        -1.504565196406e-10,        -2.948184411182e-14,        +3.134876112195e-11,        +1.160489143968e-11,        +7.933428625174e-09,        +1.409536586724e-14,        -1.870548097236e-10,        -2.913937718388e-14,        +1.737128953551e-11,        +1.173569554250e-11,        +8.860944728851e-09,        +1.193408867776e-14,        -2.840700104341e-10,        -3.271562736073e-14,        +4.711687552420e-11,        +1.189580846857e-11,        +1.014342966678e-08,        +9.782192767506e-15,        -6.571516909160e-10,        -3.489615211165e-14,        +1.558119104253e-10,        +1.206202050832e-11,        +1.153867756967e-08,        +9.341247059467e-15,        -7.742110914750e-10,        -3.560549364497e-14,        +1.901375259879e-10,        +1.211468384449e-11,        +1.198065257813e-08,        -5.867134210796e-15,        -6.212821230687e-10,        -4.079371235850e-14,        +2.758630947043e-11,        +7.285753669990e-12,        -1.145450977759e-08,        +8.154971157601e-15,        -7.334365452435e-10,        -2.299416091635e-14,        +1.527561443134e-10,        +2.335638316413e-12,        -3.335683694134e-08,        +6.731850329621e-16,        -1.892212474734e-10,        -3.635298147958e-14,        +1.570037656480e-10,        +2.544560550250e-12,        -3.091534090043e-08,        +1.792847024142e-14,        -2.205994518487e-11,        -1.733339323573e-14,        -7.057224500229e-11,        +2.777510353886e-12,        -2.566659186398e-08,        +1.420498616716e-13,        -9.823501561825e-10,        -1.953685334682e-13,        +4.709953514660e-09,        +2.215676473429e-12,        -1.988521752621e-08,        -4.762276497045e-14,        -1.920721014872e-09,        +1.923380509178e-13,        -6.579343372984e-09,        +1.033203636584e-12,        -1.838787537966e-08,        -4.219045345062e-14,        -4.788444727894e-09,        +5.516613772181e-14,        -3.242050557699e-09,        -1.265286568825e-12,        -5.076531802611e-09
 3.00e+00,        -2.127602734874e-14,        +2.934114866442e-10,        +3.447352837155e-16,        -2.155915859859e-12,        -5.389509830774e-11,        -1.611467938726e-06,        -1.890637245675e-14,        +4.585032705492e-10,        +2.360192250888e-16,        -6.452928367470e-12,        -5.383812348096e-11,        -1.610756014155e-06,        -2.265350019200e-14,        +1.208551703712e-10,        -2.719489094101e-16,        -4.238625297034e-11,        -5.370842961107e-11,        -1.608218741696e-06,        -2.106916520108e-14,        +3.063091883345e-10,        -2.409130131758e-16,        -1.437571442263e-12,        -5.356095106162e-11,        -1.604560004490e-06,        -2.219020915863e-14,        +1.723696654861e-10,        -9.416490623262e-16,        -8.053884116297e-11,        -5.339245877415e-11,        -1.599058642134e-06,        -2.116012270301e-14,        +3.265383421452e-10,        -1.124290565590e-15,        -4.538226367271e-11,        -5.320494065590e-11,        -1.592288675492e-06,        -2.290953200892e-14,        +1.194212206971e-10,        -1.514658150725e-15,        -8.435140374405e-11,        -5.299669467101e-11,        -1.583840758638e-06,        -2.308993235866e-14,        +1.792810040549e-10,        -3.106534167365e-15,        -7.544880279901e-11,        -5.286979863527e-11,        -1.578610547037e-06,        -2.027587573574e-14,        +2.569446471438e-10,        -6.101887827878e-16,        -5.917254359163e-11,        -5.267803311370e-11,        -1.569901177715e-06,        -1.384258709695e-14,        +3.511914254839e-10,        -6.360383200176e-16,        -3.799523270109e-11,        -5.249003542510e-11,        -1.560803490247e-06,        -1.160981591271e-14,        +3.908769896583e-10,        -6.578379903644e-16,        -3.203157489286e-11,        -5.243041575438e-11,        -1.557918405171e-06,        +6.406354717313e-14,        +7.280430692617e-10,        -1.610778431596e-15,        -1.244490092493e-11,        -4.835169337459e-11,        -1.511754834708e-06,        -2.486937571749e-14,        +7.781730986841e-11,        -3.950740842910e-15,        +1.752080220904e-11,        -4.299520944856e-11,        -1.448265569637e-06,        -2.818991409499e-14,        -3.477350585454e-11,        -4.593348495575e-15,        -9.270576229877e-11,        -4.252140523836e-11,        -1.424767431012e-06,        -2.755365625722e-14,        -4.858950572990e-10,        -5.899023710408e-15,        -8.008815671710e-11,        -4.159659179292e-11,        -1.366127756781e-06,        +1.163768742489e-13,        +3.252324496808e-09,        -3.991652489503e-14,        -1.627406727190e-09,        -4.017813135464e-11,        -1.255461107514e-06,        -1.749623550455e-13,        -7.450987965517e-09,        -1.615675125941e-15,        -4.055861949851e-09,        -3.616044915540e-11,        -9.417913861751e-07,        -2.214679425233e-13,        +6.042067652821e-09,        +9.257680550042e-14,        +1.871113021109e-09,        -2.903956543550e-11,        -4.897066464375e-07
 4.00e+00,        +9.114616268203e-14,        -4.424979067623e-10,        +3.213455899105e-14,        -4.256200268493e-11,        +8.426877621372e-15,        -6.504111928873e-11,        +9.078766024354e-14,        -4.408099100285e-10,        +3.111506962064e-14,        -3.627531503216e-11,        +7.361256626900e-15,        -6.325370640478e-11,        +9.228450239422e-14,        -4.549451075458e-10,        +3.051621509194e-14,        -2.579231376208e-11,        -7.105038830307e-16,        -2.352193951349e-11,        +9.116732867457e-14,        -4.536381593711e-10,        +2.863565116918e-14,        -1.462828984409e-11,        -1.719710731353e-14,        +5.717826339401e-11,        +9.147424267038e-14,        -4.604090678955e-10,        +2.719109763422e-14,        -6.219080851292e-13,        -5.153787833814e-14,        +2.253125000904e-10,        +8.956874883616e-14,        -4.549325579474e-10,        +2.752670664261e-14,        -2.937918725582e-12,        -1.035663868445e-13,        +4.892134567505e-10,        +9.149976296628e-14,        -4.707295518095e-10,        +2.606607601284e-14,        +1.312954489418e-11,        -1.825334558418e-13,        +8.864713151250e-10,        +8.922559719478e-14,        -4.613529631144e-10,        +2.815321508902e-14,        +5.939268154722e-12,        -2.535775109628e-13,        +1.232677990297e-09,        +8.740785058127e-14,        -4.583745081699e-10,        +2.337803917065e-14,        +3.250033401312e-11,        -3.560460473028e-13,        +1.762153014267e-09,        +8.104040289999e-14,        -4.308208095467e-10,        +2.274903188919e-14,        +3.614726079164e-11,        -4.818459267726e-13,        +2.402930858298e-09,        +7.891301577276e-14,        -4.215170222464e-10,        +2.255643032311e-14,        +3.726788779560e-11,        -5.217278733928e-13,        +2.606106495246e-09,        +8.424021528654e-14,        -4.497259336405e-10,        +2.853791920304e-14,        +4.183675807904e-11,        -8.303391215674e-13,        +6.113439672994e-09,        +7.426597537988e-14,        -4.012356664654e-10,        +3.137490386147e-14,        +2.619423056715e-11,        -1.278130988697e-12,        +1.070878386529e-08,        +6.637417720205e-14,        -3.468792140953e-10,        +1.502956213499e-14,        +1.199173239658e-10,        -1.704786922285e-12,        +1.344047857707e-08,        +7.158215291590e-14,        -4.088019831575e-10,        +1.507061563880e-14,        +1.368705703677e-10,        -3.121646642461e-12,        +2.312909295372e-08,        -3.875847544960e-13,        +2.226988540898e-09,        -1.288430635926e-13,        +6.267772456907e-10,        -6.848413187033e-12,        +5.197070008745e-08,        +1.880944453371e-13,        -2.592645589806e-09,        -2.336935490582e-13,        +2.835248889815e-09,        -2.133548532743e-11,        +1.582096953928e-07,        +5.101887066421e-13,        -6.087240481550e-09,        +5.040690051876e-13,        -3.441148887948e-09,        -5.058337785026e-11,        +4.049934417772e-07
