        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +2.293753727840e+00,        -1.320889453486e-01,        +3.491529258570e+00,        +5.473956302988e-02,        -1.823332007505e-02,        -6.942365379428e-03,        +2.783056028340e+00,        +3.314967131883e-01,        +1.004890380302e+01,        -3.073904020204e-01,        -9.106831265165e-03,        +7.095301128426e-03,        +3.593060322031e+00,        +3.574170252618e-01,        +2.191243061284e+01,        -4.142029170838e-01,        +1.473791737494e-02,        +1.515925207062e-02,        -2.083458216857e+00,        -2.239935815007e-02,        +5.817340916759e+01,        +5.591159129300e-02,        +2.845385427983e-02,        +4.976694706225e-03
 2.40002500e+00,        +2.295146969078e+00,        -1.321942027709e-01,        +3.493068181032e+00,        +5.475923063385e-02,        -1.822674875624e-02,        -6.947460144914e-03,        +2.784350143036e+00,        +3.316441107136e-01,        +1.005474164809e+01,        -3.077608945947e-01,        -9.093998644661e-03,        +7.099007617153e-03,        +3.594136541396e+00,        +3.575233699238e-01,        +2.192603521734e+01,        -4.148117912893e-01,        +1.476382751910e-02,        +1.516671276360e-02,        -2.086861623724e+00,        -2.243620907641e-02,        +5.821511238291e+01,        +5.510735218611e-02,        +2.839778136407e-02,        +4.981273916529e-03
 2.40005000e+00,        +2.296538332112e+00,        -1.322994373323e-01,        +3.494614527854e+00,        +5.477866151222e-02,        -1.822019512342e-02,        -6.952547700385e-03,        +2.785642477211e+00,        +3.317911870307e-01,        +1.006059219165e+01,        -3.081315339007e-01,        -9.081192288253e-03,        +7.102709396863e-03,        +3.595211035124e+00,        +3.576294324414e-01,        +2.193966222575e+01,        -4.154210540890e-01,        +1.478970103660e-02,        +1.517416309741e-02,        -2.090265229389e+00,        -2.247302369031e-02,        +5.825687157658e+01,        +5.430156168940e-02,        +2.834162035046e-02,        +4.985850978715e-03
 2.40007500e+00,        +2.297927819999e+00,        -1.324046489422e-01,        +3.496168303141e+00,        +5.479785496425e-02,        -1.821365913770e-02,        -6.957628055206e-03,        +2.786933033722e+00,        +3.319379427634e-01,        +1.006645544800e+01,        -3.085023217643e-01,        -9.068412148542e-03,        +7.106406477823e-03,        +3.596283805872e+00,        +3.577352133683e-01,        +2.195331167066e+01,        -4.160307083764e-01,        +1.481553799854e-02,        +1.518160309189e-02,        -2.093669033195e+00,        -2.250980193751e-02,        +5.829868684761e+01,        +5.349421460894e-02,        +2.828537106396e-02,        +4.990425907598e-03
 2.40010000e+00,        +2.299315435787e+00,        -1.325098375101e-01,        +3.497729511034e+00,        +5.481681028860e-02,        -1.820714076027e-02,        -6.962701218778e-03,        +2.788221815422e+00,        +3.320843785336e-01,        +1.007233143149e+01,        -3.088732600128e-01,        -9.055658178267e-03,        +7.110098870212e-03,        +3.597354856291e+00,        +3.578407132567e-01,        +2.196698358474e+01,        -4.166407570488e-01,        +1.484133847581e-02,        +1.518903276676e-02,        -2.097073034486e+00,        -2.254654376385e-02,        +5.834055829532e+01,        +5.268530573709e-02,        +2.822903332913e-02,        +4.994998718013e-03
 2.40012500e+00,        +2.300701182517e+00,        -1.326150029463e-01,        +3.499298155708e+00,        +5.483552678298e-02,        -1.820063995240e-02,        -6.967767200464e-03,        +2.789508825152e+00,        +3.322304949613e-01,        +1.007822015652e+01,        -3.092443504750e-01,        -9.042930330261e-03,        +7.113786584200e-03,        +3.598424189024e+00,        +3.579459326569e-01,        +2.198067800078e+01,        -4.172512030078e-01,        +1.486710253917e-02,        +1.519645214171e-02,        -2.100477232603e+00,        -2.258324911517e-02,        +5.838248601926e+01,        +5.187482985139e-02,        +2.817260697011e-02,        +4.999569424799e-03
 2.40015000e+00,        +2.302085063223e+00,        -1.327201451615e-01,        +3.500874241371e+00,        +5.485400374417e-02,        -1.819415667545e-02,        -6.972826009597e-03,        +2.790794065748e+00,        +3.323762926646e-01,        +1.008412163757e+01,        -3.096155949809e-01,        -9.030228557488e-03,        +7.117469629931e-03,        +3.599491806708e+00,        +3.580508721177e-01,        +2.199439495167e+01,        -4.178620491585e-01,        +1.489283025921e-02,        +1.520386123636e-02,        -2.103881626887e+00,        -2.261991793745e-02,        +5.842447011928e+01,        +5.106278171558e-02,        +2.811609181062e-02,        +5.004138042797e-03
 2.40017500e+00,        +2.303467080928e+00,        -1.328252640669e-01,        +3.502457772265e+00,        +5.487224046802e-02,        -1.818769089085e-02,        -6.977877655491e-03,        +2.792077540039e+00,        +3.325217722597e-01,        +1.009003588917e+01,        -3.099869953621e-01,        -9.017552813020e-03,        +7.121148017521e-03,        +3.600557711970e+00,        +3.581555321860e-01,        +2.200813447039e+01,        -4.184732984102e-01,        +1.491852170637e-02,        +1.521126007028e-02,        -2.107286216679e+00,        -2.265655017662e-02,        +5.846651069547e+01,        +5.024915607869e-02,        +2.805948767395e-02,        +5.008704586857e-03
 2.40020000e+00,        +2.304847238651e+00,        -1.329303595742e-01,        +3.504048752666e+00,        +5.489023624989e-02,        -1.818124256011e-02,        -6.982922147436e-03,        +2.793359250845e+00,        +3.326669343612e-01,        +1.009596292590e+01,        -3.103585534514e-01,        -9.004903050024e-03,        +7.124821757061e-03,        +3.601621907432e+00,        +3.582599134072e-01,        +2.202189659005e+01,        -4.190849536760e-01,        +1.494417695096e-02,        +1.521864866301e-02,        -2.110691001318e+00,        -2.269314577887e-02,        +5.850860784818e+01,        +4.943394767584e-02,        +2.800279438298e-02,        +5.013269071840e-03
 2.40022500e+00,        +2.306225539399e+00,        -1.330354315956e-01,        +3.505647186884e+00,        +5.490799038374e-02,        -1.817481164482e-02,        -6.987959494724e-03,        +2.794639200980e+00,        +3.328117795817e-01,        +1.010190276240e+01,        -3.107302710837e-01,        -8.992279221793e-03,        +7.128490858590e-03,        +3.602684395709e+00,        +3.583640163251e-01,        +2.203568134385e+01,        -4.196970178737e-01,        +1.496979606310e-02,        +1.522602703398e-02,        -2.114095980143e+00,        -2.272970469026e-02,        +5.855076167807e+01,        +4.861715122653e-02,        +2.794601176014e-02,        +5.017831512616e-03
