        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +9.459996392040e-11,        -1.030706885690e-10,        +9.035336682138e-11,        -1.630508120489e-10,        +4.157895801788e-09,        +3.925803015262e-07,        +8.128355186566e-11,        +3.103441961357e-11,        +8.804562305415e-11,        -1.699749026938e-10,        +3.328382766094e-09,        +3.922208033905e-07,        +6.045700906858e-11,        +2.416392496174e-10,        +8.156334917657e-11,        -1.546216141182e-10,        -3.912654830301e-10,        +3.872110730575e-07,        -2.950604984453e-11,        +1.271487078807e-09,        +1.581701982333e-11,        -7.705426099161e-11,        -1.572742292220e-09,        +1.797313085232e-07
 2.40002500e+00,        +9.469982609574e-11,        -1.034184390931e-10,        +9.042432127115e-11,        -1.633378133905e-10,        +4.166106674216e-09,        +3.928251261835e-07,        +8.137657874185e-11,        +3.076749755059e-11,        +8.811572424906e-11,        -1.702640918246e-10,        +3.336124827684e-09,        +3.924637314542e-07,        +6.054097038530e-11,        +2.415114904016e-10,        +8.163188235235e-11,        -1.548907026890e-10,        -3.858899868433e-10,        +3.874475316418e-07,        -2.948810739154e-11,        +1.270985064892e-09,        +1.583440107103e-11,        -7.725675536167e-11,        -1.571049974268e-09,        +1.797979241143e-07
 2.40005000e+00,        +9.479953840802e-11,        -1.037656484137e-10,        +9.049518033519e-11,        -1.636245066689e-10,        +4.174332064708e-09,        +3.930702583174e-07,        +8.146945113849e-11,        +3.050122636150e-11,        +8.818573057276e-11,        -1.705529832502e-10,        +3.343880151432e-09,        +3.927069654919e-07,        +6.062477757108e-11,        +2.413845129110e-10,        +8.170032087082e-11,        -1.551595044564e-10,        -3.805053017967e-10,        +3.876842897248e-07,        -2.947023032983e-11,        +1.270482247819e-09,        +1.585176155725e-11,        -7.745965028549e-11,        -1.569354826720e-09,        +1.798646206206e-07
 2.40007500e+00,        +9.489910110612e-11,        -1.041123171169e-10,        +9.056594418677e-11,        -1.639108923982e-10,        +4.182572009188e-09,        +3.933156985046e-07,        +8.156216929492e-11,        +3.023560565074e-11,        +8.825564219674e-11,        -1.708415774865e-10,        +3.351648772007e-09,        +3.929505060760e-07,        +6.070843084834e-11,        +2.412583170831e-10,        +8.176866489808e-11,        -1.554280198890e-10,        -3.751113992552e-10,        +3.879213478641e-07,        -2.945241871368e-11,        +1.269978626262e-09,        +1.586910126881e-11,        -7.766294607085e-11,        -1.567656842226e-09,        +1.799313981967e-07
 2.40010000e+00,        +9.499851443818e-11,        -1.044584457871e-10,        +9.063661299887e-11,        -1.641969710897e-10,        +4.190826543690e-09,        +3.935614473233e-07,        +8.165473344974e-11,        +2.997063502580e-11,        +8.832545929212e-11,        -1.711298750476e-10,        +3.359430724177e-09,        +3.931943537803e-07,        +6.079193043902e-11,        +2.411329028464e-10,        +8.183691460031e-11,        -1.556962494484e-10,        -3.697082505012e-10,        +3.881587066184e-07,        -2.943467259772e-11,        +1.269474198890e-09,        +1.588642019256e-11,        -7.786664302737e-11,        -1.565956013413e-09,        +1.799982569972e-07
 2.40012500e+00,        +9.509777865162e-11,        -1.048040350055e-10,        +9.070718694385e-11,        -1.644827432545e-10,        +4.199095704358e-09,        +3.938075053529e-07,        +8.174714384074e-11,        +2.970631409882e-11,        +8.839518202948e-11,        -1.714178764450e-10,        +3.367226042820e-09,        +3.934385091799e-07,        +6.087527656414e-11,        +2.410082701434e-10,        +8.190507014304e-11,        -1.559641935990e-10,        -3.642958267308e-10,        +3.883963665480e-07,        -2.941699203694e-11,        +1.268968964369e-09,        +1.590371831525e-11,        -7.807074146628e-11,        -1.564252332884e-09,        +1.800651971773e-07
 2.40015000e+00,        +9.519689399307e-11,        -1.051490853517e-10,        +9.077766619361e-11,        -1.647682094024e-10,        +4.207379527446e-09,        +3.940538731745e-07,        +8.183940070494e-11,        +2.944264248074e-11,        +8.846481057895e-11,        -1.717055821904e-10,        +3.375034762912e-09,        +3.936829728516e-07,        +6.095846944415e-11,        +2.408844189123e-10,        +8.197313169126e-11,        -1.562318528015e-10,        -3.588740990587e-10,        +3.886343282146e-07,        -2.939937708674e-11,        +1.268462921363e-09,        +1.592099562349e-11,        -7.827524170077e-11,        -1.562545793216e-09,        +1.801322188926e-07
 2.40017500e+00,        +9.529586070840e-11,        -1.054935974023e-10,        +9.084805091954e-11,        -1.650533700412e-10,        +4.215678049322e-09,        +3.943005513705e-07,        +8.193150427868e-11,        +2.917961978792e-11,        +8.853434511004e-11,        -1.719929927958e-10,        +3.382856919539e-09,        +3.939277453734e-07,        +6.104150929859e-11,        +2.407613490982e-10,        +8.204109940957e-11,        -1.564992275160e-10,        -3.534430385131e-10,        +3.888725921813e-07,        -2.938182780292e-11,        +1.267956068530e-09,        +1.593825210383e-11,        -7.848014404560e-11,        -1.560836386962e-09,        +1.801993222989e-07
 2.40020000e+00,        +9.539467904278e-11,        -1.058375717312e-10,        +9.091834129258e-11,        -1.653382256786e-10,        +4.223991306460e-09,        +3.945475405251e-07,        +8.202345479748e-11,        +2.891724564148e-11,        +8.860378579196e-11,        -1.722801087687e-10,        +3.390692547889e-09,        +3.941728273251e-07,        +6.112439634646e-11,        +2.406390606494e-10,        +8.210897346198e-11,        -1.567663182014e-10,        -3.480026160391e-10,        +3.891111590125e-07,        -2.936434424161e-11,        +1.267448404524e-09,        +1.595548774272e-11,        -7.868544881741e-11,        -1.559124106650e-09,        +1.802665075526e-07
 2.40022500e+00,        +9.549334924066e-11,        -1.061810089118e-10,        +9.098853748323e-11,        -1.656227768194e-10,        +4.232319335455e-09,        +3.947948412235e-07,        +8.211525249615e-11,        +2.865551966125e-11,        +8.867313279335e-11,        -1.725669306161e-10,        +3.398541683261e-09,        +3.944182192876e-07,        +6.120713080586e-11,        +2.405175535162e-10,        +8.217675401224e-11,        -1.570331253160e-10,        -3.425528024915e-10,        +3.893500292742e-07,        -2.934692645938e-11,        +1.266939927997e-09,        +1.597270252657e-11,        -7.889115633461e-11,        -1.557408944782e-09,        +1.803337748104e-07
