        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],              E_elec[2] (J),                  p_elec[2],               E_mag[2] (J),                   p_mag[2],              E_elec[3] (J),                  p_elec[3],               E_mag[3] (J),                   p_mag[3],              E_elec[4] (J),                  p_elec[4],               E_mag[4] (J),                   p_mag[4],              E_elec[5] (J),                  p_elec[5],               E_mag[5] (J),                   p_mag[5],              E_elec[6] (J),                  p_elec[6],               E_mag[6] (J),                   p_mag[6]
 2.30000000e+00,        +1.648197949084e-09,        +1.674025954986e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +9.981468866918e-13,        +6.055989131926e-04,        +8.555627289372e-12,        +5.110809222455e-03,        +8.532955183129e-10,        +5.177142216364e-01,        +7.837014576339e-10,        +4.681537077126e-01,        +1.506995968821e-10,        +9.143294770257e-02,        +2.100400031084e-10,        +1.254699800101e-01,        +2.132286223633e-10,        +1.293707606430e-01,        +1.947828066447e-10,        +1.163559059909e-01,        +3.161934153736e-10,        +1.918418934748e-01,        +2.707382604584e-10,        +1.617288308177e-01,        +9.159764389949e-11,        +5.557441929252e-02,        +1.600844050365e-10,        +9.562838889066e-02
 2.30020000e+00,        +1.652072549340e-09,        +1.678044037879e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.004143265200e-12,        +6.078082137503e-04,        +8.610128705213e-12,        +5.131050503355e-03,        +8.539744951794e-10,        +5.169110130913e-01,        +7.839639459168e-10,        +4.671891370071e-01,        +1.511417803770e-10,        +9.148616411392e-02,        +2.108135463852e-10,        +1.256305207887e-01,        +2.143175846595e-10,        +1.297264970265e-01,        +1.957430209395e-10,        +1.166495136724e-01,        +3.174733086149e-10,        +1.921666870754e-01,        +2.717381417952e-10,        +1.619374317128e-01,        +9.184496298299e-11,        +5.559378310577e-02,        +1.607704116747e-10,        +9.580821959708e-02
 2.30040000e+00,        +1.655971502131e-09,        +1.682084946705e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.010180818044e-12,        +6.100230690830e-04,        +8.665004296045e-12,        +5.151347625469e-03,        +8.546551212266e-10,        +5.161049692746e-01,        +7.842228230715e-10,        +4.662207010459e-01,        +1.515871304707e-10,        +9.153969755863e-02,        +2.115924013589e-10,        +1.257917454011e-01,        +2.154147699482e-10,        +1.300836214096e-01,        +1.967106738058e-10,        +1.169445539544e-01,        +3.187611361968e-10,        +1.924919213807e-01,        +2.727441534372e-10,        +1.621464801593e-01,        +9.209472960083e-11,        +5.561371646936e-02,        +1.614617206427e-10,        +9.598904083829e-02
 2.30060000e+00,        +1.659894955572e-09,        +1.686148806808e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.016259733880e-12,        +6.122434015893e-04,        +8.720255720560e-12,        +5.171699962275e-03,        +8.553374274555e-10,        +5.152961183383e-01,        +7.844780843345e-10,        +4.652484295377e-01,        +1.520356668331e-10,        +9.159354712340e-02,        +2.123765935860e-10,        +1.259536481765e-01,        +2.165202235818e-10,        +1.304421239760e-01,        +1.976858076827e-10,        +1.172410210086e-01,        +3.200569252395e-10,        +1.928175781035e-01,        +2.737563158518e-10,        +1.623559645189e-01,        +9.234696453472e-11,        +5.563422204805e-02,        +1.621583639487e-10,        +9.617084998305e-02
 2.30080000e+00,        +1.663843056502e-09,        +1.690235742048e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.022380198054e-12,        +6.144691316039e-04,        +8.775884606255e-12,        +5.192106868845e-03,        +8.560214450211e-10,        +5.144844891927e-01,        +7.847297252886e-10,        +4.642723531202e-01,        +1.524874090267e-10,        +9.164771186251e-02,        +2.131661482494e-10,        +1.261162232856e-01,        +2.176339904452e-10,        +1.308019945720e-01,        +1.986684646243e-10,        +1.175389087345e-01,        +3.213607020292e-10,        +1.931436386223e-01,        +2.747746488504e-10,        +1.625658729222e-01,        +9.260168862112e-11,        +5.565530249939e-02,        +1.628603733762e-10,        +9.635364424303e-02
 2.30100000e+00,        +1.667815950392e-09,        +1.694345874705e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.028542392430e-12,        +6.167001773720e-04,        +8.831892547925e-12,        +5.212567681590e-03,        +8.567072052246e-10,        +5.136701115152e-01,        +7.849777418722e-10,        +4.632925033731e-01,        +1.529423764978e-10,        +9.170219079742e-02,        +2.139610901379e-10,        +1.262794647375e-01,        +2.187561149258e-10,        +1.311632227012e-01,        +1.996586862734e-10,        +1.178382107539e-01,        +3.226724919828e-10,        +1.934700839784e-01,        +2.757991715613e-10,        +1.627761932665e-01,        +9.285892274611e-11,        +5.567696047295e-02,        +1.635677804670e-10,        +9.653742067004e-02
 2.30120000e+00,        +1.671813781251e-09,        +1.698479325389e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.034746495229e-12,        +6.189364550247e-04,        +8.888281106109e-12,        +5.233081718008e-03,        +8.573947395047e-10,        +5.128530157607e-01,        +7.852221303882e-10,        +4.623089128320e-01,        +1.534005885654e-10,        +9.175698291630e-02,        +2.147614436260e-10,        +1.264433663782e-01,        +2.198866408837e-10,        +1.315257975199e-01,        +2.006565138348e-10,        +1.181389204068e-01,        +3.239923196127e-10,        +1.937968948732e-01,        +2.768299024016e-10,        +1.629869132132e-01,        +9.311868783998e-11,        +5.569919860950e-02,        +1.642806165027e-10,        +9.672217615310e-02
 2.30140000e+00,        +1.675836691529e-09,        +1.702636212940e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.040992680845e-12,        +6.211778785529e-04,        +8.945051805495e-12,        +5.253648276426e-03,        +8.580840794290e-10,        +5.120332331703e-01,        +7.854628875140e-10,        +4.613216150017e-01,        +1.538620644113e-10,        +9.181208717357e-02,        +2.155672326523e-10,        +1.266079218884e-01,        +2.210256116198e-10,        +1.318897078319e-01,        +2.016619880474e-10,        +1.184410307468e-01,        +3.253202084890e-10,        +1.941240516653e-01,        +2.778668590486e-10,        +1.631980201858e-01,        +9.338100487158e-11,        +5.572201954021e-02,        +1.649989124862e-10,        +9.690790741565e-02
 2.30160000e+00,        +1.679884822019e-09,        +1.706816654333e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.047281119675e-12,        +6.234243597825e-04,        +9.002206133281e-12,        +5.274266635743e-03,        +8.587752566844e-10,        +5.112107957810e-01,        +7.857000103104e-10,        +4.603306443698e-01,        +1.543268230688e-10,        +9.186750248947e-02,        +2.163784806978e-10,        +1.267731247808e-01,        +2.221730698443e-10,        +1.322549420842e-01,        +2.026751491565e-10,        +1.187445345357e-01,        +3.266561812025e-10,        +1.944515343677e-01,        +2.789100584102e-10,        +1.634095013674e-01,        +9.364589484248e-11,        +5.574542588578e-02,        +1.657226991223e-10,        +9.709461101260e-02
 2.30180000e+00,        +1.683958311749e-09,        +1.711020764573e-09,        +0.000000000000e+00,        +0.000000000000e+00,        +1.053611977930e-12,        +6.256758083494e-04,        +9.059745537496e-12,        +5.294936055179e-03,        +8.594683030683e-10,        +5.103857364352e-01,        +7.859334962319e-10,        +4.593360364205e-01,        +1.547948834118e-10,        +9.192322774960e-02,        +2.171952107635e-10,        +1.269389683986e-01,        +2.233290576429e-10,        +1.326214883615e-01,        +2.036960368839e-10,        +1.190494242393e-01,        +3.280002593259e-10,        +1.947793226455e-01,        +2.799595165949e-10,        +1.636213436982e-01,        +9.391337878088e-11,        +5.576942025562e-02,        +1.664520067984e-10,        +9.728228332751e-02
