        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.325896877633e-10,        +3.325109456639e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.806095033043e-12,        +1.445052330205e-02,        +2.659190986641e-14,        +7.997303611559e-05,        +4.806095033043e-12,        +1.445052330205e-02,        +2.659190986641e-14,        +7.997303611559e-05,        +2.724388412080e-12,        +8.191439820043e-03,        +3.627453811603e-14,        +1.090927639799e-04,        +3.226625990287e-10,        +9.701521451212e-01,        +3.324348217778e-10,        +9.997710635179e-01,        +2.396605289437e-12,        +7.205891756761e-03,        +1.325743816850e-14,        +3.987068197719e-05
 2.00e+00,        +3.325896877633e-10,        +3.324477358717e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.484523958445e-13,        +1.348365305192e-03,        +3.241613355426e-15,        +9.750745773396e-06,        +4.484523958445e-13,        +1.348365305192e-03,        +3.241613355426e-15,        +9.750745773396e-06,        +3.125318907066e-13,        +9.396920656455e-04,        +5.329293318901e-15,        +1.603046958623e-05,        +3.314696479743e-10,        +9.966323676585e-01,        +3.324365659749e-10,        +9.999664010443e-01,        +3.590555024161e-13,        +1.079574970682e-03,        +2.598990074763e-15,        +7.817740337284e-06
 3.00e+00,        +3.325896877633e-10,        +3.324816269947e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.270161178152e-12,        +3.819003489536e-03,        +2.539876334475e-13,        +7.639147935581e-04,        +1.270161178152e-12,        +3.819003489536e-03,        +2.539876334475e-13,        +7.639147935581e-04,        +6.003280237664e-13,        +1.805010936460e-03,        +1.774967866384e-13,        +5.338544214992e-04,        +3.304238281096e-10,        +9.934878929405e-01,        +3.318498464565e-10,        +9.980998031562e-01,        +2.953704516954e-13,        +8.880926335445e-04,        +2.002961181350e-13,        +6.024276286947e-04
 4.00e+00,        +3.325896877633e-10,        +3.324822842993e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.291632669215e-12,        +3.883561988653e-03,        +2.571790286973e-13,        +7.735119759517e-04,        +1.291632669215e-12,        +3.883561988653e-03,        +2.571790286973e-13,        +7.735119759517e-04,        +6.100969073130e-13,        +1.834383114570e-03,        +1.819365997621e-13,        +5.472068989948e-04,        +3.303884164164e-10,        +9.933814203271e-01,        +3.318345507674e-10,        +9.980518254281e-01,        +2.995417703285e-13,        +9.006345697097e-04,        +2.086179034109e-13,        +6.274556969270e-04
 5.00e+00,        +3.325896877633e-10,        +3.324530862206e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.986132229783e-14,        +5.971719216974e-05,        +7.544854120256e-13,        +2.269449264565e-03,        +1.986132229783e-14,        +5.971719216974e-05,        +7.544854120256e-13,        +2.269449264565e-03,        +2.243354313265e-14,        +6.745110855216e-05,        +4.293484156202e-13,        +1.291455647175e-03,        +3.325387518867e-10,        +9.998468507040e-01,        +3.308764229989e-10,        +9.952574865837e-01,        +8.641011096154e-15,        +2.598099524452e-05,        +3.928293940316e-13,        +1.181608504518e-03
 6.00e+00,        +3.325896877633e-10,        +3.324532751835e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.899606627806e-14,        +5.711562016793e-05,        +7.676881799444e-13,        +2.309161128043e-03,        +1.899606627806e-14,        +5.711562016793e-05,        +7.676881799444e-13,        +2.309161128043e-03,        +2.231524331430e-14,        +6.709541556859e-05,        +4.335105389822e-13,        +1.303974336673e-03,        +3.325395820071e-10,        +9.998493466332e-01,        +3.308612086254e-10,        +9.952111569446e-01,        +8.794446616064e-15,        +2.644233101516e-05,        +3.908678391676e-13,        +1.175707590644e-03
 7.00e+00,        +3.325896877633e-10,        +3.324930578860e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.239738926641e-12,        +9.740948218898e-03,        +3.392515492534e-14,        +1.020326714219e-04,        +3.239738926641e-12,        +9.740948218898e-03,        +3.392515492534e-14,        +1.020326714219e-04,        +1.764339957316e-12,        +5.304854666968e-03,        +4.457077801112e-14,        +1.340502514383e-04,        +3.260983318944e-10,        +9.804823898403e-01,        +3.323990339571e-10,        +9.997172153625e-01,        +1.487276984930e-12,        +4.471807273799e-03,        +1.552799590861e-14,        +4.670171463830e-05
 8.00e+00,        +3.325896877633e-10,        +3.324780612295e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.144215178548e-14,        +3.440320673328e-05,        +3.680916806380e-16,        +1.107115697429e-06,        +1.144215178548e-14,        +3.440320673328e-05,        +3.680916806380e-16,        +1.107115697429e-06,        +1.265059780532e-14,        +3.803665077651e-05,        +5.497310490202e-16,        +1.653435558988e-06,        +3.325628261905e-10,        +9.999192351004e-01,        +3.324765409604e-10,        +9.999954274602e-01,        +2.768823151975e-15,        +8.325042097955e-06,        +6.024464280069e-16,        +1.811988513705e-06
 9.00e+00,        +3.325896877633e-10,        +3.324785381840e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.150882789005e-14,        +3.460368229530e-05,        +2.675358255484e-16,        +8.046709631536e-07,        +1.150882789005e-14,        +3.460368229530e-05,        +2.675358255484e-16,        +8.046709631536e-07,        +1.290289713088e-14,        +3.879524112023e-05,        +3.673358889711e-16,        +1.104840904852e-06,        +3.325624428616e-10,        +9.999180825422e-01,        +3.324776798383e-10,        +9.999974183425e-01,        +2.833176681466e-15,        +8.518534355408e-06,        +2.234739860087e-16,        +6.721455984176e-07
 1.00e+01,        +3.325896877633e-10,        +3.324638538544e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.615262986522e-15,        +4.856623779844e-06,        +9.025349529218e-15,        +2.714685949941e-05,        +1.615262986522e-15,        +4.856623779844e-06,        +9.025349529218e-15,        +2.714685949941e-05,        +1.038910782742e-15,        +3.123701127744e-06,        +1.200158544992e-14,        +3.609891815539e-05,        +3.325867056471e-10,        +9.999910336483e-01,        +3.324376381365e-10,        +9.999211471636e-01,        +3.279423512175e-16,        +9.860268170761e-07,        +5.188782895252e-15,        +1.560705873765e-05
