        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.178783244807e+00,        +1.395411518161e-04,        +4.223783585431e+03,        +8.364044806088e-13,        +5.180013154998e-09
 2.00e+00,        +1.351134711801e+00,        +2.883374614008e-04,        +2.342974679743e+03,        +1.222003827910e-12,        +7.569964316374e-09
 3.00e+00,        +1.453129347921e+00,        +2.360685633967e-04,        +3.077769750846e+03,        +1.362337475921e-12,        +8.440651730624e-09
 4.00e+00,        +1.454835200512e+00,        +2.349055725143e-04,        +3.096638372401e+03,        +1.227720203670e-12,        +7.606623040043e-09
 5.00e+00,        +1.537850254220e+00,        +3.158136382088e-04,        +2.434743311545e+03,        +1.321979629588e-12,        +8.191775807162e-09
 6.00e+00,        +1.540485362753e+00,        +3.159171713939e-04,        +2.438115959873e+03,        +1.538991944062e-12,        +9.536557386402e-09
 7.00e+00,        +1.611778511263e+00,        +2.341414304629e-04,        +3.441890922686e+03,        +1.129937337018e-12,        +7.002685689553e-09
 8.00e+00,        +1.805195891613e+00,        +3.029374787416e-04,        +2.979485939690e+03,        +3.529491771355e-13,        +2.188185498706e-09
 9.00e+00,        +1.808669697522e+00,        +3.022235788241e-04,        +2.992271036246e+03,        +8.914464258577e-13,        +5.526755862949e-09
 1.00e+01,        +1.860680266920e+00,        +3.519911165260e-04,        +2.643078493824e+03,        +1.398098453734e-12,        +8.668809634401e-09
 1.10e+01,        +1.864719688979e+00,        +3.528293678487e-04,        +2.642523401225e+03,        +9.099900635021e-13,        +5.642376229201e-09
 1.20e+01,        +2.013351400118e+00,        +1.153061468375e-04,        +8.730459991253e+03,        +1.285207481876e-12,        +7.971491459294e-09
