        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +8.218440856139e+04,        +2.967850571109e-05
 2.00e+00,        +3.156424554364e+10,        -8.233737412977e-11
 3.00e+00,        +1.397545043902e+07,        +1.863704495764e-07
 4.00e+00,        +1.159636981405e+04,        +2.246831685427e-04
 5.00e+00,        +1.089852292040e+08,        -2.478822575837e-08
 6.00e+00,        +2.852628215337e+08,        -9.471341476741e-09
 7.00e+00,        +5.438989808685e+11,        +5.036894180728e-12
 8.00e+00,        +5.592909938351e+10,        -5.005610381068e-11
