        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +4.537668133154e-04,        +1.500002957117e-03
 2.00e+00,        -9.413980854441e-07,        -2.434591153807e-06
 3.00e+00,        +6.572270776224e-05,        +1.053697592535e-04
 4.00e+00,        +6.580049164752e-04,        +4.261418689858e-03
 5.00e+00,        -1.649193394807e-05,        -4.218122645461e-05
 6.00e+00,        -1.016068379412e-05,        -2.608676652418e-05
 7.00e+00,        +2.419960949311e-07,        +5.985346625586e-07
 8.00e+00,        -7.930587127683e-07,        -1.874360925432e-06
