        f (GHz),               Φ_pow[1] (W),               Φ_pow[2] (W),               Φ_pow[3] (W)
 2.43955000e+00,        +4.345121415480e-03,        +1.062318182585e-03,        -8.730690841407e-05
 2.43955500e+00,        +4.291557792955e-03,        +1.063674825489e-03,        -8.730631743435e-05
 2.43956000e+00,        +4.239002434733e-03,        +1.065014508280e-03,        -8.730644642124e-05
 2.43956500e+00,        +4.187430364648e-03,        +1.066337544047e-03,        -8.730726883528e-05
 2.43957000e+00,        +4.136817370934e-03,        +1.067644238486e-03,        -8.730875910622e-05
 2.43957500e+00,        +4.087139978466e-03,        +1.068934890063e-03,        -8.731089260501e-05
 2.43958000e+00,        +4.038375422173e-03,        +1.070209789429e-03,        -8.731364559859e-05
 2.43958500e+00,        +3.990501621519e-03,        +1.071469221329e-03,        -8.731699523038e-05
 2.43959000e+00,        +3.943497156120e-03,        +1.072713463306e-03,        -8.732091945993e-05
 2.43959500e+00,        +3.897341242251e-03,        +1.073942785906e-03,        -8.732539704790e-05
 2.43960000e+00,        +3.852013710457e-03,        +1.075157454479e-03,        -8.733040751971e-05
 2.43960500e+00,        +3.807494983910e-03,        +1.076357727271e-03,        -8.733593113584e-05
 2.43961000e+00,        +3.763766057826e-03,        +1.077543856841e-03,        -8.734194886228e-05
 2.43961500e+00,        +3.720808479537e-03,        +1.078716090544e-03,        -8.734844233978e-05
 2.43962000e+00,        +3.678604329490e-03,        +1.079874668792e-03,        -8.735539386793e-05
 2.43962500e+00,        +3.637136202941e-03,        +1.081019827186e-03,        -8.736278636615e-05
 2.43963000e+00,        +3.596387192382e-03,        +1.082151796884e-03,        -8.737060336301e-05
 2.43963500e+00,        +3.556340870675e-03,        +1.083270802342e-03,        -8.737882895421e-05
 2.43964000e+00,        +3.516981274832e-03,        +1.084377064089e-03,        -8.738744781451e-05
 2.43964500e+00,        +3.478292890438e-03,        +1.085470797438e-03,        -8.739644512422e-05
 2.43965000e+00,        +3.440260636680e-03,        +1.086552212298e-03,        -8.740580660623e-05
 2.43965500e+00,        +3.402869851935e-03,        +1.087621515064e-03,        -8.741551846715e-05
 2.43966000e+00,        +3.366106279940e-03,        +1.088678906708e-03,        -8.742556739091e-05
 2.43966500e+00,        +3.329956056445e-03,        +1.089724584399e-03,        -8.743594052674e-05
 2.43967000e+00,        +3.294405696450e-03,        +1.090758741032e-03,        -8.744662545653e-05
 2.43967500e+00,        +3.259442081818e-03,        +1.091781564329e-03,        -8.745761020169e-05
 2.43968000e+00,        +3.225052449454e-03,        +1.092793239480e-03,        -8.746888317993e-05
 2.43968500e+00,        +3.191224379873e-03,        +1.093793946663e-03,        -8.748043321275e-05
 2.43969000e+00,        +3.157945786181e-03,        +1.094783862791e-03,        -8.749224950220e-05
 2.43969500e+00,        +3.125204903517e-03,        +1.095763160515e-03,        -8.750432161660e-05
 2.43970000e+00,        +3.092990278834e-03,        +1.096732009375e-03,        -8.751663947297e-05
 2.43970500e+00,        +3.061290761075e-03,        +1.097690575188e-03,        -8.752919333765e-05
 2.43971000e+00,        +3.030095491709e-03,        +1.098639019954e-03,        -8.754197379433e-05
 2.43971500e+00,        +2.999393895604e-03,        +1.099577503114e-03,        -8.755497175114e-05
 2.43972000e+00,        +2.969175672220e-03,        +1.100506179656e-03,        -8.756817842421e-05
 2.43972500e+00,        +2.939430787149e-03,        +1.101425202807e-03,        -8.758158531155e-05
 2.43973000e+00,        +2.910149463922e-03,        +1.102334721338e-03,        -8.759518420853e-05
 2.43973500e+00,        +2.881322176131e-03,        +1.103234881927e-03,        -8.760896717801e-05
 2.43974000e+00,        +2.852939639812e-03,        +1.104125827823e-03,        -8.762292654267e-05
 2.43974500e+00,        +2.824992806112e-03,        +1.105007699217e-03,        -8.763705489356e-05
 2.43975000e+00,        +2.797472854207e-03,        +1.105880634331e-03,        -8.765134505314e-05
 2.43975500e+00,        +2.770371184459e-03,        +1.106744767692e-03,        -8.766579008912e-05
 2.43976000e+00,        +2.743679411818e-03,        +1.107600231683e-03,        -8.768038329416e-05
 2.43976500e+00,        +2.717389359464e-03,        +1.108447155823e-03,        -8.769511818690e-05
 2.43977000e+00,        +2.691493052628e-03,        +1.109285667308e-03,        -8.770998849654e-05
 2.43977500e+00,        +2.665982712686e-03,        +1.110115890673e-03,        -8.772498815946e-05
 2.43978000e+00,        +2.640850751383e-03,        +1.110937947967e-03,        -8.774011130868e-05
 2.43978500e+00,        +2.616089765305e-03,        +1.111751959105e-03,        -8.775535227501e-05
 2.43979000e+00,        +2.591692530526e-03,        +1.112558041852e-03,        -8.777070556902e-05
 2.43979500e+00,        +2.567651997418e-03,        +1.113356310613e-03,        -8.778616587877e-05
 2.43980000e+00,        +2.543961285653e-03,        +1.114146879149e-03,        -8.780172807616e-05
 2.43980500e+00,        +2.520613679355e-03,        +1.114929858091e-03,        -8.781738719139e-05
 2.43981000e+00,        +2.497602622429e-03,        +1.115705356099e-03,        -8.783313842199e-05
 2.43981500e+00,        +2.474921714036e-03,        +1.116473480172e-03,        -8.784897711741e-05
 2.43982000e+00,        +2.452564704202e-03,        +1.117234334908e-03,        -8.786489878126e-05
 2.43982500e+00,        +2.430525489613e-03,        +1.117988022584e-03,        -8.788089906337e-05
 2.43983000e+00,        +2.408798109480e-03,        +1.118734644703e-03,        -8.789697374996e-05
 2.43983500e+00,        +2.387376741614e-03,        +1.119474300069e-03,        -8.791311876995e-05
 2.43984000e+00,        +2.366255698559e-03,        +1.120207085761e-03,        -8.792933018417e-05
 2.43984500e+00,        +2.345429423900e-03,        +1.120933096928e-03,        -8.794560417463e-05
 2.43985000e+00,        +2.324892488654e-03,        +1.121652427375e-03,        -8.796193705793e-05
 2.43985500e+00,        +2.304639587798e-03,        +1.122365169094e-03,        -8.797832525907e-05
 2.43986000e+00,        +2.284665536896e-03,        +1.123071412428e-03,        -8.799476532303e-05
 2.43986500e+00,        +2.264965268830e-03,        +1.123771245460e-03,        -8.801125390895e-05
 2.43987000e+00,        +2.245533830645e-03,        +1.124464755809e-03,        -8.802778778611e-05
 2.43987500e+00,        +2.226366380486e-03,        +1.125152028881e-03,        -8.804436381895e-05
 2.43988000e+00,        +2.207458184621e-03,        +1.125833148161e-03,        -8.806097897716e-05
 2.43988500e+00,        +2.188804614577e-03,        +1.126508196691e-03,        -8.807763033511e-05
 2.43989000e+00,        +2.170401144337e-03,        +1.127177254815e-03,        -8.809431505738e-05
 2.43989500e+00,        +2.152243347659e-03,        +1.127840402647e-03,        -8.811103039911e-05
 2.43990000e+00,        +2.134326895430e-03,        +1.128497718226e-03,        -8.812777370260e-05
 2.43990500e+00,        +2.116647553157e-03,        +1.129149278199e-03,        -8.814454240198e-05
 2.43991000e+00,        +2.099201178470e-03,        +1.129795158320e-03,        -8.816133401195e-05
 2.43991500e+00,        +2.081983718765e-03,        +1.130435432654e-03,        -8.817814612481e-05
 2.43992000e+00,        +2.064991208865e-03,        +1.131070173854e-03,        -8.819497641918e-05
 2.43992500e+00,        +2.048219768784e-03,        +1.131699454100e-03,        -8.821182264300e-05
 2.43993000e+00,        +2.031665601542e-03,        +1.132323343097e-03,        -8.822868261655e-05
 2.43993500e+00,        +2.015324991049e-03,        +1.132941910954e-03,        -8.824555423466e-05
 2.43994000e+00,        +1.999194300056e-03,        +1.133555224899e-03,        -8.826243545973e-05
 2.43994500e+00,        +1.983269968151e-03,        +1.134163352388e-03,        -8.827932432169e-05
 2.43995000e+00,        +1.967548509837e-03,        +1.134766358858e-03,        -8.829621891383e-05
 2.43995500e+00,        +1.952026512652e-03,        +1.135364309494e-03,        -8.831311738934e-05
 2.43996000e+00,        +1.936700635330e-03,        +1.135957267178e-03,        -8.833001796758e-05
 2.43996500e+00,        +1.921567606056e-03,        +1.136545294915e-03,        -8.834691892159e-05
 2.43997000e+00,        +1.906624220719e-03,        +1.137128454113e-03,        -8.836381858677e-05
 2.43997500e+00,        +1.891867341269e-03,        +1.137706805370e-03,        -8.838071535567e-05
 2.43998000e+00,        +1.877293894067e-03,        +1.138280408036e-03,        -8.839760765672e-05
 2.43998500e+00,        +1.862900868328e-03,        +1.138849320676e-03,        -8.841449398766e-05
 2.43999000e+00,        +1.848685314582e-03,        +1.139413601096e-03,        -8.843137289436e-05
 2.43999500e+00,        +1.834644343184e-03,        +1.139973305680e-03,        -8.844824296883e-05
 2.44000000e+00,        +1.820775122874e-03,        +1.140528490327e-03,        -8.846510284346e-05
 2.44000500e+00,        +1.807074879364e-03,        +1.141079209714e-03,        -8.848195120777e-05
 2.44001000e+00,        +1.793540893974e-03,        +1.141625517840e-03,        -8.849878678986e-05
 2.44001500e+00,        +1.780170502304e-03,        +1.142167468105e-03,        -8.851560836101e-05
 2.44002000e+00,        +1.766961092942e-03,        +1.142705112044e-03,        -8.853241473535e-05
 2.44002500e+00,        +1.753910106203e-03,        +1.143238501854e-03,        -8.854920476763e-05
 2.44003000e+00,        +1.741015032916e-03,        +1.143767687795e-03,        -8.856597734539e-05
 2.44003500e+00,        +1.728273413227e-03,        +1.144292719847e-03,        -8.858273140199e-05
 2.44004000e+00,        +1.715682835452e-03,        +1.144813646801e-03,        -8.859946591232e-05
 2.44004500e+00,        +1.703240934942e-03,        +1.145330517208e-03,        -8.861617987132e-05
 2.44005000e+00,        +1.690945392996e-03,        +1.145843378167e-03,        -8.863287232034e-05
 2.44005500e+00,        +1.678793935799e-03,        +1.146352277090e-03,        -8.864954233487e-05
 2.44006000e+00,        +1.666784333376e-03,        +1.146857259510e-03,        -8.866618901022e-05
 2.44006500e+00,        +1.654914398592e-03,        +1.147358371017e-03,        -8.868281149291e-05
 2.44007000e+00,        +1.643181986171e-03,        +1.147855656339e-03,        -8.869940894667e-05
 2.44007500e+00,        +1.631584991735e-03,        +1.148349159461e-03,        -8.871598056402e-05
 2.44008000e+00,        +1.620121350880e-03,        +1.148838923496e-03,        -8.873252557602e-05
 2.44008500e+00,        +1.608789038265e-03,        +1.149324991212e-03,        -8.874904323337e-05
 2.44009000e+00,        +1.597586066736e-03,        +1.149807404622e-03,        -8.876553281015e-05
 2.44009500e+00,        +1.586510486461e-03,        +1.150286205110e-03,        -8.878199362940e-05
 2.44010000e+00,        +1.575560384101e-03,        +1.150761433527e-03,        -8.879842501139e-05
 2.44010500e+00,        +1.564733881992e-03,        +1.151233129822e-03,        -8.881482631506e-05
 2.44011000e+00,        +1.554029137349e-03,        +1.151701333849e-03,        -8.883119692634e-05
 2.44011500e+00,        +1.543444341498e-03,        +1.152166084226e-03,        -8.884753624661e-05
 2.44012000e+00,        +1.532977719120e-03,        +1.152627419714e-03,        -8.886384370411e-05
 2.44012500e+00,        +1.522627527515e-03,        +1.153085378118e-03,        -8.888011875490e-05
 2.44013000e+00,        +1.512392055899e-03,        +1.153539996377e-03,        -8.889636085709e-05
 2.44013500e+00,        +1.502269624685e-03,        +1.153991311583e-03,        -8.891256951198e-05
 2.44014000e+00,        +1.492258584829e-03,        +1.154439359880e-03,        -8.892874422855e-05
 2.44014500e+00,        +1.482357317146e-03,        +1.154884176652e-03,        -8.894488453889e-05
 2.44015000e+00,        +1.472564231685e-03,        +1.155325797506e-03,        -8.896098999451e-05
 2.44015500e+00,        +1.462877767080e-03,        +1.155764256812e-03,        -8.897706015874e-05
 2.44016000e+00,        +1.453296389949e-03,        +1.156199588709e-03,        -8.899309462627e-05
 2.44016500e+00,        +1.443818594296e-03,        +1.156631826942e-03,        -8.900909299301e-05
 2.44017000e+00,        +1.434442900919e-03,        +1.157061004978e-03,        -8.902505488576e-05
 2.44017500e+00,        +1.425167856849e-03,        +1.157487154888e-03,        -8.904097993804e-05
 2.44018000e+00,        +1.415992034791e-03,        +1.157910309681e-03,        -8.905686779929e-05
 2.44018500e+00,        +1.406914032586e-03,        +1.158330500739e-03,        -8.907271814388e-05
 2.44019000e+00,        +1.397932472681e-03,        +1.158747759489e-03,        -8.908853065413e-05
 2.44019500e+00,        +1.389046001609e-03,        +1.159162116599e-03,        -8.910430502666e-05
 2.44020000e+00,        +1.380253289500e-03,        +1.159573603119e-03,        -8.912004096969e-05
 2.44020500e+00,        +1.371553029570e-03,        +1.159982248438e-03,        -8.913573821230e-05
 2.44021000e+00,        +1.362943937667e-03,        +1.160388082900e-03,        -8.915139648775e-05
 2.44021500e+00,        +1.354424751778e-03,        +1.160791135384e-03,        -8.916701555312e-05
 2.44022000e+00,        +1.345994231595e-03,        +1.161191434627e-03,        -8.918259516775e-05
 2.44022500e+00,        +1.337651158056e-03,        +1.161589009103e-03,        -8.919813511033e-05
 2.44023000e+00,        +1.329394332916e-03,        +1.161983887235e-03,        -8.921363516401e-05
 2.44023500e+00,        +1.321222578325e-03,        +1.162376096068e-03,        -8.922909513361e-05
 2.44024000e+00,        +1.313134736407e-03,        +1.162765663403e-03,        -8.924451482500e-05
 2.44024500e+00,        +1.305129668862e-03,        +1.163152615811e-03,        -8.925989405808e-05
 2.44025000e+00,        +1.297206256567e-03,        +1.163536980318e-03,        -8.927523266031e-05
 2.44025500e+00,        +1.289363399192e-03,        +1.163918782876e-03,        -8.929053048391e-05
 2.44026000e+00,        +1.281600014827e-03,        +1.164298048873e-03,        -8.930578736745e-05
 2.44026500e+00,        +1.273915039605e-03,        +1.164674804538e-03,        -8.932100318071e-05
 2.44027000e+00,        +1.266307427355e-03,        +1.165049074684e-03,        -8.933617778788e-05
 2.44027500e+00,        +1.258776149236e-03,        +1.165420884213e-03,        -8.935131106703e-05
 2.44028000e+00,        +1.251320193410e-03,        +1.165790257743e-03,        -8.936640290571e-05
 2.44028500e+00,        +1.243938564693e-03,        +1.166157219507e-03,        -8.938145320213e-05
 2.44029000e+00,        +1.236630284239e-03,        +1.166521792566e-03,        -8.939646185764e-05
 2.44029500e+00,        +1.229394389211e-03,        +1.166884001717e-03,        -8.941142878137e-05
 2.44030000e+00,        +1.222229932474e-03,        +1.167243869282e-03,        -8.942635389703e-05
 2.44030500e+00,        +1.215135982287e-03,        +1.167601418718e-03,        -8.944123712644e-05
 2.44031000e+00,        +1.208111622005e-03,        +1.167956672207e-03,        -8.945607840837e-05
 2.44031500e+00,        +1.201155949787e-03,        +1.168309652475e-03,        -8.947087768164e-05
 2.44032000e+00,        +1.194268078313e-03,        +1.168660381504e-03,        -8.948563489303e-05
 2.44032500e+00,        +1.187447134498e-03,        +1.169008881184e-03,        -8.950034999914e-05
 2.44033000e+00,        +1.180692259226e-03,        +1.169355172462e-03,        -8.951502295811e-05
 2.44033500e+00,        +1.174002607083e-03,        +1.169699277055e-03,        -8.952965373441e-05
 2.44034000e+00,        +1.167377346091e-03,        +1.170041216006e-03,        -8.954424230673e-05
 2.44034500e+00,        +1.160815657460e-03,        +1.170381009859e-03,        -8.955878865215e-05
 2.44035000e+00,        +1.154316735332e-03,        +1.170718678764e-03,        -8.957329275094e-05
 2.44035500e+00,        +1.147879786539e-03,        +1.171054243267e-03,        -8.958775459276e-05
 2.44036000e+00,        +1.141504030370e-03,        +1.171387723221e-03,        -8.960217417865e-05
 2.44036500e+00,        +1.135188698330e-03,        +1.171719138230e-03,        -8.961655150501e-05
 2.44037000e+00,        +1.128933033912e-03,        +1.172048507561e-03,        -8.963088657833e-05
 2.44037500e+00,        +1.122736292382e-03,        +1.172375850633e-03,        -8.964517940842e-05
 2.44038000e+00,        +1.116597740552e-03,        +1.172701186337e-03,        -8.965943000719e-05
 2.44038500e+00,        +1.110516656567e-03,        +1.173024533229e-03,        -8.967363839261e-05
 2.44039000e+00,        +1.104492329702e-03,        +1.173345909979e-03,        -8.968780459897e-05
 2.44039500e+00,        +1.098524060148e-03,        +1.173665334936e-03,        -8.970192863924e-05
 2.44040000e+00,        +1.092611158822e-03,        +1.173982825605e-03,        -8.971601055916e-05
 2.44040500e+00,        +1.086752947162e-03,        +1.174298400190e-03,        -8.973005037890e-05
 2.44041000e+00,        +1.080948756940e-03,        +1.174612076333e-03,        -8.974404814988e-05
 2.44041500e+00,        +1.075197930073e-03,        +1.174923871318e-03,        -8.975800391367e-05
 2.44042000e+00,        +1.069499818438e-03,        +1.175233801871e-03,        -8.977191771389e-05
 2.44042500e+00,        +1.063853783694e-03,        +1.175541885832e-03,        -8.978578960575e-05
 2.44043000e+00,        +1.058259197103e-03,        +1.175848139317e-03,        -8.979961964029e-05
 2.44043500e+00,        +1.052715439362e-03,        +1.176152578883e-03,        -8.981340787629e-05
 2.44044000e+00,        +1.047221900427e-03,        +1.176455221280e-03,        -8.982715437161e-05
 2.44044500e+00,        +1.041777979357e-03,        +1.176756082290e-03,        -8.984085918757e-05
 2.44045000e+00,        +1.036383084141e-03,        +1.177055178014e-03,        -8.985452239367e-05
 2.44045500e+00,        +1.031036631550e-03,        +1.177352524124e-03,        -8.986814406279e-05
 2.44046000e+00,        +1.025738046974e-03,        +1.177648136282e-03,        -8.988172426149e-05
 2.44046500e+00,        +1.020486764273e-03,        +1.177942029937e-03,        -8.989526306694e-05
 2.44047000e+00,        +1.015282225628e-03,        +1.178234220354e-03,        -8.990876055181e-05
 2.44047500e+00,        +1.010123881392e-03,        +1.178524722192e-03,        -8.992221680198e-05
 2.44048000e+00,        +1.005011189953e-03,        +1.178813550881e-03,        -8.993563189255e-05
 2.44048500e+00,        +9.999436175888e-04,        +1.179100720851e-03,        -8.994900591755e-05
 2.44049000e+00,        +9.949206383295e-04,        +1.179386246548e-03,        -8.996233895525e-05
 2.44049500e+00,        +9.899417338266e-04,        +1.179670142263e-03,        -8.997563109385e-05
 2.44050000e+00,        +9.850063932175e-04,        +1.179952422492e-03,        -8.998888243133e-05
 2.44050500e+00,        +9.801141130012e-04,        +1.180233100934e-03,        -9.000209305605e-05
 2.44051000e+00,        +9.752643969026e-04,        +1.180512191967e-03,        -9.001526305947e-05
 2.44051500e+00,        +9.704567557621e-04,        +1.180789708556e-03,        -9.002839254658e-05
 2.44052000e+00,        +9.656907073990e-04,        +1.181065664758e-03,        -9.004148160972e-05
 2.44052500e+00,        +9.609657765052e-04,        +1.181340073757e-03,        -9.005453035031e-05
 2.44053000e+00,        +9.562814945190e-04,        +1.181612948913e-03,        -9.006753886604e-05
 2.44053500e+00,        +9.516373995168e-04,        +1.181884303135e-03,        -9.008050726918e-05
 2.44054000e+00,        +9.470330360977e-04,        +1.182154149669e-03,        -9.009343566014e-05
 2.44054500e+00,        +9.424679552743e-04,        +1.182422501014e-03,        -9.010632414201e-05
 2.44055000e+00,        +9.379417143653e-04,        +1.182689370083e-03,        -9.011917282339e-05
 2.44055500e+00,        +9.334538768879e-04,        +1.182954769176e-03,        -9.013198182030e-05
 2.44056000e+00,        +9.290040124572e-04,        +1.183218710697e-03,        -9.014475123929e-05
 2.44056500e+00,        +9.245916966818e-04,        +1.183481207066e-03,        -9.015748118828e-05
 2.44057000e+00,        +9.202165110645e-04,        +1.183742270003e-03,        -9.017017178502e-05
 2.44057500e+00,        +9.158780429069e-04,        +1.184001911811e-03,        -9.018282314055e-05
 2.44058000e+00,        +9.115758852091e-04,        +1.184260144070e-03,        -9.019543536810e-05
 2.44058500e+00,        +9.073096365816e-04,        +1.184516978825e-03,        -9.020800859294e-05
 2.44059000e+00,        +9.030789011450e-04,        +1.184772427193e-03,        -9.022054292190e-05
 2.44059500e+00,        +8.988832884489e-04,        +1.185026500995e-03,        -9.023303848010e-05
 2.44060000e+00,        +8.947224133746e-04,        +1.185279211351e-03,        -9.024549538399e-05
 2.44060500e+00,        +8.905958960539e-04,        +1.185530569400e-03,        -9.025791375444e-05
 2.44061000e+00,        +8.865033617807e-04,        +1.185780586480e-03,        -9.027029371022e-05
 2.44061500e+00,        +8.824444409288e-04,        +1.186029273495e-03,        -9.028263537498e-05
 2.44062000e+00,        +8.784187688675e-04,        +1.186276640916e-03,        -9.029493887127e-05
 2.44062500e+00,        +8.744259858832e-04,        +1.186522699869e-03,        -9.030720431683e-05
 2.44063000e+00,        +8.704657371000e-04,        +1.186767460534e-03,        -9.031943184572e-05
 2.44063500e+00,        +8.665376723994e-04,        +1.187010934073e-03,        -9.033162157431e-05
 2.44064000e+00,        +8.626414463475e-04,        +1.187253130379e-03,        -9.034377362946e-05
 2.44064500e+00,        +8.587767181185e-04,        +1.187494059533e-03,        -9.035588813818e-05
 2.44065000e+00,        +8.549431514201e-04,        +1.187733732008e-03,        -9.036796522716e-05
 2.44065500e+00,        +8.511404144252e-04,        +1.187972157679e-03,        -9.038000501954e-05
 2.44066000e+00,        +8.473681796956e-04,        +1.188209346854e-03,        -9.039200764287e-05
 2.44066500e+00,        +8.436261241187e-04,        +1.188445308970e-03,        -9.040397322725e-05
 2.44067000e+00,        +8.399139288343e-04,        +1.188680053896e-03,        -9.041590190121e-05
 2.44067500e+00,        +8.362312791700e-04,        +1.188913591263e-03,        -9.042779378952e-05
 2.44068000e+00,        +8.325778645755e-04,        +1.189145930594e-03,        -9.043964902583e-05
 2.44068500e+00,        +8.289533785575e-04,        +1.189377081268e-03,        -9.045146773432e-05
 2.44069000e+00,        +8.253575186169e-04,        +1.189607052574e-03,        -9.046325004462e-05
 2.44069500e+00,        +8.217899861868e-04,        +1.189835854020e-03,        -9.047499609182e-05
 2.44070000e+00,        +8.182504865697e-04,        +1.190063494400e-03,        -9.048670600055e-05
 2.44070500e+00,        +8.147387288801e-04,        +1.190289983070e-03,        -9.049837990165e-05
 2.44071000e+00,        +8.112544259838e-04,        +1.190515328638e-03,        -9.051001792839e-05
 2.44071500e+00,        +8.077972944409e-04,        +1.190739540122e-03,        -9.052162020940e-05
 2.44072000e+00,        +8.043670544488e-04,        +1.190962626332e-03,        -9.053318687535e-05
 2.44072500e+00,        +8.009634297864e-04,        +1.191184596011e-03,        -9.054471805676e-05
 2.44073000e+00,        +7.975861477598e-04,        +1.191405457517e-03,        -9.055621388439e-05
 2.44073500e+00,        +7.942349391470e-04,        +1.191625219478e-03,        -9.056767448927e-05
 2.44074000e+00,        +7.909095381475e-04,        +1.191843890626e-03,        -9.057910000582e-05
 2.44074500e+00,        +7.876096823273e-04,        +1.192061478644e-03,        -9.059049056293e-05
 2.44075000e+00,        +7.843351125721e-04,        +1.192277992063e-03,        -9.060184629063e-05
 2.44075500e+00,        +7.810855730319e-04,        +1.192493439181e-03,        -9.061316732237e-05
 2.44076000e+00,        +7.778608110773e-04,        +1.192707827835e-03,        -9.062445378762e-05
 2.44076500e+00,        +7.746605772465e-04,        +1.192921166316e-03,        -9.063570581852e-05
 2.44077000e+00,        +7.714846252006e-04,        +1.193133462461e-03,        -9.064692354592e-05
 2.44077500e+00,        +7.683327116761e-04,        +1.193344723944e-03,        -9.065810710017e-05
 2.44078000e+00,        +7.652045964386e-04,        +1.193554958406e-03,        -9.066925661699e-05
 2.44078500e+00,        +7.621000422384e-04,        +1.193764173843e-03,        -9.068037222327e-05
 2.44079000e+00,        +7.590188147660e-04,        +1.193972377850e-03,        -9.069145405226e-05
 2.44079500e+00,        +7.559606826082e-04,        +1.194179577714e-03,        -9.070250223429e-05
 2.44080000e+00,        +7.529254172064e-04,        +1.194385781235e-03,        -9.071351689846e-05
 2.44080500e+00,        +7.499127928122e-04,        +1.194590995461e-03,        -9.072449817614e-05
 2.44081000e+00,        +7.469225864497e-04,        +1.194795227668e-03,        -9.073544620034e-05
 2.44081500e+00,        +7.439545778702e-04,        +1.194998485548e-03,        -9.074636109912e-05
 2.44082000e+00,        +7.410085495182e-04,        +1.195200775590e-03,        -9.075724300459e-05
 2.44082500e+00,        +7.380842864852e-04,        +1.195402105525e-03,        -9.076809204573e-05
 2.44083000e+00,        +7.351815764777e-04,        +1.195602482217e-03,        -9.077890835010e-05
 2.44083500e+00,        +7.323002097749e-04,        +1.195801912384e-03,        -9.078969205247e-05
 2.44084000e+00,        +7.294399791925e-04,        +1.196000403209e-03,        -9.080044327884e-05
 2.44084500e+00,        +7.266006800474e-04,        +1.196197961191e-03,        -9.081116216088e-05
 2.44085000e+00,        +7.237821101199e-04,        +1.196394593431e-03,        -9.082184882393e-05
 2.44085500e+00,        +7.209840696194e-04,        +1.196590306434e-03,        -9.083250340416e-05
 2.44086000e+00,        +7.182063611484e-04,        +1.196785107048e-03,        -9.084312601840e-05
 2.44086500e+00,        +7.154487896693e-04,        +1.196979001212e-03,        -9.085371680654e-05
 2.44087000e+00,        +7.127111624712e-04,        +1.197171996155e-03,        -9.086427588928e-05
 2.44087500e+00,        +7.099932891335e-04,        +1.197364097859e-03,        -9.087480340323e-05
 2.44088000e+00,        +7.072949814989e-04,        +1.197555313065e-03,        -9.088529946366e-05
 2.44088500e+00,        +7.046160536352e-04,        +1.197745647951e-03,        -9.089576420581e-05
 2.44089000e+00,        +7.019563218091e-04,        +1.197935108632e-03,        -9.090619775589e-05
 2.44089500e+00,        +6.993156044507e-04,        +1.198123701669e-03,        -9.091660024017e-05
 2.44090000e+00,        +6.966937221266e-04,        +1.198311432713e-03,        -9.092697178437e-05
 2.44090500e+00,        +6.940904975078e-04,        +1.198498307958e-03,        -9.093731251576e-05
 2.44091000e+00,        +6.915057553407e-04,        +1.198684333837e-03,        -9.094762255451e-05
 2.44091500e+00,        +6.889393224186e-04,        +1.198869515883e-03,        -9.095790203730e-05
 2.44092000e+00,        +6.863910275525e-04,        +1.199053860297e-03,        -9.096815108022e-05
 2.44092500e+00,        +6.838607015430e-04,        +1.199237372907e-03,        -9.097836980771e-05
 2.44093000e+00,        +6.813481771531e-04,        +1.199420059179e-03,        -9.098855835096e-05
 2.44093500e+00,        +6.788532890811e-04,        +1.199601925202e-03,        -9.099871682600e-05
 2.44094000e+00,        +6.763758739330e-04,        +1.199782976787e-03,        -9.100884536130e-05
 2.44094500e+00,        +6.739157701963e-04,        +1.199963219095e-03,        -9.101894408145e-05
 2.44095000e+00,        +6.714728182162e-04,        +1.200142658163e-03,        -9.102901310445e-05
 2.44095500e+00,        +6.690468601664e-04,        +1.200321299579e-03,        -9.103905255897e-05
 2.44096000e+00,        +6.666377400277e-04,        +1.200499148531e-03,        -9.104906256239e-05
 2.44096500e+00,        +6.642453035602e-04,        +1.200676210588e-03,        -9.105904323971e-05
 2.44097000e+00,        +6.618693982822e-04,        +1.200852490902e-03,        -9.106899470621e-05
 2.44097500e+00,        +6.595098734426e-04,        +1.201027995237e-03,        -9.107891709181e-05
 2.44098000e+00,        +6.571665800007e-04,        +1.201202728542e-03,        -9.108881051148e-05
 2.44098500e+00,        +6.548393706012e-04,        +1.201376696491e-03,        -9.109867508759e-05
 2.44099000e+00,        +6.525280995522e-04,        +1.201549903925e-03,        -9.110851094205e-05
 2.44099500e+00,        +6.502326228019e-04,        +1.201722356031e-03,        -9.111831818540e-05
 2.44100000e+00,        +6.479527979180e-04,        +1.201894058046e-03,        -9.112809694852e-05
 2.44100500e+00,        +6.456884840639e-04,        +1.202065014931e-03,        -9.113784734474e-05
 2.44101000e+00,        +6.434395419793e-04,        +1.202235231590e-03,        -9.114756949303e-05
 2.44101500e+00,        +6.412058339580e-04,        +1.202404713341e-03,        -9.115726350943e-05
 2.44102000e+00,        +6.389872238277e-04,        +1.202573464830e-03,        -9.116692950956e-05
 2.44102500e+00,        +6.367835769288e-04,        +1.202741490938e-03,        -9.117656761727e-05
 2.44103000e+00,        +6.345947600956e-04,        +1.202908796760e-03,        -9.118617794752e-05
 2.44103500e+00,        +6.324206416351e-04,        +1.203075386712e-03,        -9.119576061114e-05
 2.44104000e+00,        +6.302610913081e-04,        +1.203241265658e-03,        -9.120531572543e-05
 2.44104500e+00,        +6.281159803112e-04,        +1.203406438714e-03,        -9.121484340968e-05
 2.44105000e+00,        +6.259851812552e-04,        +1.203570910045e-03,        -9.122434377792e-05
 2.44105500e+00,        +6.238685681497e-04,        +1.203734684523e-03,        -9.123381694369e-05
 2.44106000e+00,        +6.217660163820e-04,        +1.203897766761e-03,        -9.124326301896e-05
