        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +4.704848550978e-02,        +6.696615595459e-01
 2.00e+00,        +1.850575259724e-02,        +1.722196459216e+00
 3.00e+00,        -2.631663218940e-03,        +1.149765852445e-02
 4.00e+00,        -2.571507058639e-03,        +1.101014542334e-02
 5.00e+00,        +2.662079724731e-04,        -1.433668224678e-03
 6.00e+00,        +3.953251341070e-04,        -2.161119819393e-03
 7.00e+00,        +9.973608248385e-03,        -7.410599520544e-02
 8.00e+00,        +1.586325138981e-02,        -2.016196340602e-01
