        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m),           Re{E_x[9]} (V/m),           Im{E_x[9]} (V/m),           Re{E_y[9]} (V/m),           Im{E_y[9]} (V/m),           Re{E_z[9]} (V/m),           Im{E_z[9]} (V/m),          Re{E_x[10]} (V/m),          Im{E_x[10]} (V/m),          Re{E_y[10]} (V/m),          Im{E_y[10]} (V/m),          Re{E_z[10]} (V/m),          Im{E_z[10]} (V/m),          Re{E_x[11]} (V/m),          Im{E_x[11]} (V/m),          Re{E_y[11]} (V/m),          Im{E_y[11]} (V/m),          Re{E_z[11]} (V/m),          Im{E_z[11]} (V/m)
 1.00e+00,        -8.221803559738e+00,        -3.894709307605e-01,        -3.087987576865e+02,        +1.188851389422e+02,        +2.105799782186e-02,        +9.705676450039e-02,        +2.010107471210e+02,        -7.524233148700e+01,        -2.297332790501e+02,        +9.054623405197e+01,        +1.534851219131e+00,        -4.620543155491e-01,        +3.079594247428e+02,        -1.145935995019e+02,        -6.361569801483e+01,        +1.998158100414e+01,        +1.562135956217e+00,        -4.385201453470e-01,        +3.060544208191e+00,        +4.324033779498e-02,        -2.342459739330e+02,        +8.911048766189e+01,        +2.419875288026e-01,        -1.485056806862e-01,        +1.533026064197e+02,        -5.675781017875e+01,        -1.780165968304e+02,        +6.783723427209e+01,        +5.423962334982e-02,        -7.388157179650e-02,        +2.340739213128e+02,        -8.716254481541e+01,        -4.424608928729e+01,        +1.513216496809e+01,        +8.821413894664e-02,        -9.911624761115e-02,        +4.286448474172e+00,        +2.862912397185e-01,        -1.135594997453e+02,        +4.336497856528e+01,        -3.715344517627e-01,        -6.973053695167e-02,        +4.677587821315e+00,        +2.881395937964e-01,        -5.729852374457e+01,        +2.207673639124e+01,        -4.405414146765e-01,        -6.867492968073e-02,        -3.163716139734e+03,        -2.345629218909e+02,        -2.325345329157e+03,        -1.724178546017e+02,        +2.429446510107e+01,        +1.950266399392e+00,        +9.734627323418e+01,        -6.474232827963e+00,        -1.207632952939e+02,        +7.498791249140e+00,        +8.729561427571e+00,        -3.600350002917e-01,        -1.194839831575e+02,        -2.085332461282e+01,        -4.707152017232e+02,        -1.673751307672e+01,        -1.670159309955e+01,        -1.246472134635e+00
 2.00e+00,        +1.979230714561e+02,        -5.115036443034e+01,        -5.461139388616e+01,        -9.328716685303e+00,        -2.571291181925e-01,        -1.774510214848e-01,        -1.722492503949e+01,        -1.222663745959e+01,        -1.852311352772e+02,        +4.022458978031e+01,        -5.654659964752e-01,        -1.795992610057e-01,        -1.491501852716e+02,        +3.621081395607e+01,        -5.257736250028e+01,        +2.405550099248e+01,        -1.555454515076e+00,        +1.568872408888e-01,        +7.351609257446e+01,        -1.593387901263e+01,        -3.372258164589e+01,        -5.166325530682e+00,        +3.832350531587e+00,        +5.215096366654e-01,        +5.400985328122e+00,        -4.997928771961e+00,        -8.058815552789e+01,        +1.205830950850e+01,        +3.936613577413e+00,        +4.180127298526e-01,        -4.759510957053e+01,        +1.368849916781e+01,        -2.872107438658e+01,        +7.158802474977e+00,        +2.828138459362e+00,        +6.532811291356e-01,        +1.027752432371e+01,        -4.093652788754e-01,        -1.315249358118e+01,        -1.743626085661e+00,        +7.798042391981e+00,        +1.038111202624e+00,        +6.695002015914e+00,        +5.715864680212e-01,        -9.112692035177e+00,        -1.172914420469e+00,        +7.989341291847e+00,        +1.060087807196e+00,        -8.708273966902e+03,        -1.254861609634e+03,        -6.400678110534e+03,        -9.224187087228e+02,        +6.681851973718e+01,        +9.767163388076e+00,        -1.273163561987e+01,        +5.346397188635e+01,        -9.371807739361e+01,        -4.968606969038e+01,        +3.393057393456e+00,        +4.439124901779e+00,        -3.269078706525e+02,        -6.403814075465e+01,        -1.292014379610e+03,        -1.756823524270e+02,        -4.572807703362e+01,        -6.453888481454e+00
 3.00e+00,        +5.094764962484e-01,        +9.932127434547e-02,        -8.924058242903e+00,        -2.203611155119e-02,        +1.451599603184e-01,        -6.928310900073e-04,        +2.855324312058e+00,        -4.270330661313e-02,        -4.690124526788e+00,        -7.919008148807e-02,        -4.636807747627e-01,        +2.184080393232e-02,        +3.569931286418e-01,        -9.459738190066e-02,        -2.036897990612e+00,        -4.714839216914e-02,        -7.124508743729e+00,        +6.810496053751e-02,        +3.042027185698e-01,        +4.843497015316e-02,        -6.108483219604e+00,        -2.837581909017e-02,        +1.163021519150e+00,        +2.288525252836e-02,        +2.404089833322e+00,        -1.628185002552e-02,        -5.246227622982e+00,        -5.392615154830e-02,        +1.644990373573e+01,        -6.014793341122e-02,        +1.630574873220e+00,        -3.432018624404e-02,        -3.883558244436e+00,        -2.810732093815e-02,        +2.379003597447e+01,        -1.115737422504e-01,        +1.240039152821e-01,        +1.116683449977e-02,        -7.754336561613e+00,        +1.282142365195e-02,        +2.076531395456e+00,        +5.231597838494e-02,        -5.352883243277e-02,        +1.002642469654e-02,        -7.114823286596e+00,        +1.718467131680e-02,        +1.350552027313e+00,        +3.114709451762e-02,        -4.655105240967e+01,        -2.063001787843e+01,        -3.420516875023e+01,        -1.516353303430e+01,        +3.677546243092e-01,        +1.602697832962e-01,        +1.232779550171e+00,        +4.001272934673e-01,        -2.218947519480e+00,        -5.753804497806e-01,        -4.841616858059e-01,        +5.017108997736e-02,        -1.193208392779e+00,        -8.893083105473e-01,        -7.438017993447e+00,        -2.921113405048e+00,        -6.529096063682e-01,        -1.021040079606e-01
 4.00e+00,        +7.294772343484e-01,        +9.636307213370e-02,        +4.022333576782e-01,        -8.040322891731e-02,        +2.822355745711e+00,        -3.443083766376e-02,        +1.609621985046e+00,        -2.707346688125e-02,        -5.270590918643e+00,        -9.383773113702e-02,        +1.484367241514e+00,        -2.532606766436e-02,        +8.535959671548e+00,        -1.093941982761e-01,        +5.032063049663e-01,        -6.035843184559e-02,        +1.169452032674e+00,        -1.380044075762e-02,        +1.482920562637e+00,        +4.421363632563e-02,        +1.604349585778e+00,        -7.124127330318e-02,        -2.602204903699e+01,        +7.141791076760e-02,        +3.414294125423e+00,        -8.900982884848e-03,        -2.538818078046e+00,        -8.015857608459e-02,        -1.924177238120e+01,        +6.682206131605e-02,        +6.395199247572e+00,        -3.835316393756e-02,        -1.133554475089e+00,        -5.020007061159e-02,        -3.302672892660e+00,        +3.259541888755e-02,        +4.982453581894e+00,        -1.171319152737e-03,        +7.816567954085e-02,        -3.889412088799e-02,        -6.200228459792e+01,        +2.064417196227e-01,        +6.548125311134e+00,        -7.315358547624e-03,        -1.895967910451e-01,        -2.989097135716e-02,        -3.135508844328e+01,        +1.102681376230e-01,        -6.002879852285e+01,        -1.993534838674e+01,        -4.413363413386e+01,        -1.465271059826e+01,        +4.083045467021e-01,        +1.535026447047e-01,        +2.280943648042e+00,        +3.862548777536e-01,        -2.229344123430e+00,        -5.598566050074e-01,        +3.489243595170e-02,        +3.519539855845e-02,        -2.240495929159e+00,        -8.563153767863e-01,        -9.941721306682e+00,        -2.824972727471e+00,        +5.663365176127e-01,        -1.131929007455e-01
 5.00e+00,        -3.510442739981e-01,        -9.747993751735e-03,        -7.872493233197e-01,        +3.422666051402e-03,        +1.295851852245e+01,        -1.272436877499e-04,        +6.886188437284e-01,        +5.913494818655e-03,        -2.839969866075e+00,        -5.091530451177e-03,        +2.709205427517e+02,        +1.329026606499e+00,        +1.649194590059e+00,        +1.561439379138e-02,        +7.612298648316e-01,        +1.078183805687e-02,        +8.017017921261e+01,        +4.565640609334e-01,        +3.254158361694e-01,        -2.913066530092e-03,        -1.134896035306e+00,        +1.095045235896e-03,        +4.770592222164e+00,        -4.118688792604e-03,        +4.345515335558e-01,        +2.220504818239e-03,        -3.376723184414e-02,        +8.497865332803e-03,        +1.101558313896e+02,        +5.401802033483e-01,        -2.435572093407e-01,        +2.320100066779e-04,        +1.143331004823e+00,        +1.214170986027e-02,        +3.240409937106e+01,        +1.833820383781e-01,        +2.117499594837e-01,        -6.352618549977e-04,        +5.275954413687e-02,        +4.078882921737e-03,        +6.628393886765e-01,        -4.362519413807e-03,        -3.050455491331e-01,        -3.124073211730e-03,        +1.222165680954e-01,        +3.642065893182e-03,        +3.247455389882e-01,        -2.333651012473e-03,        +1.784717365315e+01,        +2.301263632374e+00,        +1.332060633727e+01,        +1.692530232383e+00,        -4.774692662616e-02,        -1.832166004336e-02,        +2.161614318013e+00,        -4.090905954459e-02,        -5.319407661175e+00,        +4.530173355955e-02,        +3.496340309630e+01,        +1.613673189873e-01,        +1.396509502279e+00,        +1.022785709010e-01,        +4.191078436795e+00,        +3.321879531459e-01,        +2.183698858512e+01,        +1.118091619368e-01
 6.00e+00,        +8.249195909361e-01,        -1.103602280574e-02,        -2.189891370526e+00,        +8.412258693058e-03,        +2.731201788759e+02,        +2.296860171366e-01,        -4.242441896263e-01,        +3.048567569135e-03,        -1.108585702954e+00,        +1.156184934656e-02,        +3.391213825539e+01,        +9.049241168215e-02,        -1.633181744302e+00,        +9.800395574502e-03,        -1.053771342958e+00,        +9.657976290003e-03,        -2.625322423497e+02,        -2.004975788558e-01,        +5.845992003279e-01,        -5.741961473362e-03,        -8.991344301788e-01,        +8.897633346057e-03,        +1.119993435008e+02,        +9.416487756901e-02,        +1.388358256688e-01,        +6.981961774203e-04,        +8.498964258684e-02,        +1.340658173889e-02,        +1.366787043882e+01,        +3.552038518018e-02,        +3.191146831580e-02,        +2.216514904814e-03,        -1.962059303357e-01,        +9.928320929968e-03,        -1.060766107891e+02,        -8.355435774450e-02,        +1.584675177260e-01,        -2.193480359642e-03,        +2.292797101647e-01,        +5.989122855532e-03,        +2.119755157950e+01,        +1.578309600384e-02,        -1.097217901493e-01,        -2.587751582714e-03,        +1.521338423812e-01,        +4.748685633817e-03,        +5.401261403612e+00,        +2.384962754537e-03,        +1.026443457362e+01,        +3.365531836023e+00,        +7.647368319627e+00,        +2.473909517818e+00,        -5.216128977977e-02,        -2.643410445071e-02,        +9.753532401339e-01,        -7.659556602132e-02,        -7.949354081982e-01,        +1.051555130883e-01,        +4.927962351818e-01,        +1.070847023080e-03,        +1.224930221704e+00,        +1.466950720234e-01,        +1.070417655127e+00,        +4.744736162653e-01,        +1.243854430506e+01,        +2.954576733982e-02
 7.00e+00,        -3.425733631234e+01,        -4.010000706344e-01,        +2.626534342796e+00,        +2.645429728477e-01,        +1.372522321616e+02,        +9.401157326885e-01,        -2.310645410319e+01,        -3.759038535677e-02,        -2.167199245327e+01,        +1.013215998861e-01,        +1.398093933547e+02,        +9.550018744505e-01,        -4.087101061778e+00,        +2.378262666810e-01,        -2.972521392423e+01,        +1.564956402807e-01,        +1.404549553739e+02,        +9.549381658353e-01,        -6.371468731275e+01,        -5.245862932853e-01,        +3.753763879832e+00,        +3.168862248896e-01,        +1.237623132503e+02,        +8.524964735846e-01,        -4.776658954815e+01,        -2.521016441607e-01,        -3.863959181474e+01,        +1.421438757089e-01,        +1.229561952463e+02,        +8.460192256723e-01,        -8.967332179753e+00,        +5.947292606085e-03,        -6.151473028341e+01,        -4.619945287310e-02,        +1.265162916061e+02,        +8.712349020659e-01,        -2.099353042165e+01,        -1.965381311245e-01,        +4.281874982512e-01,        +1.945152318459e-01,        +9.149889096284e+01,        +6.371988203689e-01,        -1.126494319950e+01,        -1.438707147370e-01,        +4.298699502194e-03,        +1.593235255471e-01,        +8.778467418432e+01,        +6.130139270643e-01,        +5.602293540069e+02,        +9.908065883996e+01,        +4.118767600022e+02,        +7.282703676444e+01,        -4.244242742088e+00,        -7.689019091691e-01,        +1.385119187776e+01,        -2.589338170098e+00,        -9.168285312380e+00,        +3.467308081285e+00,        +1.206618140757e+01,        -1.902098926169e-01,        +1.875729251488e+01,        +4.336558972247e+00,        +9.406721034295e+01,        +1.397928638033e+01,        +1.139987515251e+01,        +5.697902074379e-01
 8.00e+00,        -1.079693799657e+02,        -6.190750467202e-01,        +6.201792259074e-01,        +4.890156077693e-01,        -5.739363496628e+01,        -1.154956844519e-01,        -7.701696278512e+01,        -5.089658027957e-02,        -7.371303124718e+01,        -1.758088206837e-01,        -5.637497533040e+01,        -1.137129527589e-01,        -1.448362336599e+01,        +5.564435773192e-01,        -1.008185587800e+02,        +4.408787839583e-01,        -5.709255241631e+01,        -1.234773006671e-01,        -1.873210727017e+02,        -1.089754469471e+00,        +3.094103410600e+00,        +7.847352011231e-01,        +6.784160269967e+00,        +5.875221012587e-02,        -1.437518966624e+02,        -4.607147760906e-01,        -1.181876179139e+02,        +3.726302511203e-01,        +9.168299292458e+00,        +7.269461137624e-02,        -2.964604263383e+01,        +5.842588485181e-02,        -1.829160779832e+02,        +9.047641501006e-02,        +9.113505251353e+00,        +8.021988699834e-02,        -6.396365464997e+01,        -4.713115246003e-01,        +1.932830955302e+00,        +5.830544578283e-01,        +6.422551624785e+01,        +1.976807656378e-01,        -3.326319301936e+01,        -3.572331329681e-01,        +1.659413253005e+00,        +5.086061017876e-01,        +6.795414083548e+01,        +2.071510328062e-01,        +1.587796254313e+03,        +2.154391770040e+02,        +1.167132675371e+03,        +1.583527042185e+02,        -1.195619557267e+01,        -1.670491190864e+00,        +3.720013315330e+01,        -7.137938869187e+00,        -2.291966706707e+01,        +9.157266197851e+00,        -6.181155240244e+00,        -7.179617836769e-01,        +5.162096502982e+01,        +9.627025759855e+00,        +2.695009572554e+02,        +3.013197632267e+01,        +1.460834882923e+00,        +1.111243301196e+00
