        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +4.828159783112e-03,        +1.275389610879e-02
 2.00e+00,        -3.866296645181e-05,        -4.390565075205e-04
 3.00e+00,        -1.169688635338e-03,        -5.275202366863e-03
 4.00e+00,        +5.765937745296e-06,        +2.930232834763e-02
 5.00e+00,        +4.390859402018e-05,        -1.839530756819e-04
 6.00e+00,        -6.605291765869e-05,        +2.969367213431e-04
 7.00e+00,        +1.881390133387e-06,        -9.561313131620e-06
 8.00e+00,        -6.886092180742e-06,        +4.341329475938e-05
