        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106515283232e+00,        -6.821248751834e-13,        +8.110797036500e+11,        +1.480269718889e-11,        +7.031483789676e-08
 2.00e+00,        +1.763113877170e+00,        -1.677662904954e-10,        +5.254672651949e+09,        +2.427172081192e-11,        +1.154302524543e-07
 3.00e+00,        +1.763141629657e+00,        -2.358402813360e-10,        +3.737999335121e+09,        +2.304750864684e-11,        +1.096082113530e-07
 4.00e+00,        +1.893571823264e+00,        -2.486659857631e-11,        +3.807460472435e+10,        +2.517632473550e-11,        +1.197681064733e-07
 5.00e+00,        +1.893613951859e+00,        -6.458494336715e-11,        +1.465987158256e+10,        +2.148201605512e-11,        +1.021936549626e-07
 6.00e+00,        +2.022962953134e+00,        +7.118873928471e-11,        +1.420844766645e+10,        +7.660977343680e-11,        +3.645615372000e-07
 7.00e+00,        +2.200838916128e+00,        -1.553670022212e-10,        +7.082710243051e+09,        +7.707123069091e-11,        +3.669299868833e-07
 8.00e+00,        +2.201013583900e+00,        +3.001559240953e-10,        +3.666450346657e+09,        +1.073446422195e-10,        +5.110595323355e-07
 9.00e+00,        +2.363322449057e+00,        -7.671911666829e-10,        +1.540243521882e+09,        +5.710802282161e-11,        +2.720129272535e-07
 1.00e+01,        +2.363398142595e+00,        +2.760719725842e-10,        +4.280402172796e+09,        +4.766279483833e-11,        +2.270241308664e-07
 1.10e+01,        +2.444581949710e+00,        +2.526304538431e-10,        +4.838256656159e+09,        +4.785372215920e-11,        +2.279891943007e-07
 1.20e+01,        +2.444596032907e+00,        +6.784561691875e-10,        +1.801587297699e+09,        +3.720614956140e-11,        +1.772610372621e-07
 1.30e+01,        +2.445263957227e+00,        -4.100637576139e-11,        +2.981565563677e+10,        +2.881621864786e-11,        +1.372892196750e-07
 1.40e+01,        +2.540880477753e+00,        +1.504779523056e-09,        +8.442700205649e+08,        +1.969156355853e-10,        +9.384456186094e-07
 1.50e+01,        +2.570590897758e+00,        -7.910463858108e-11,        +1.624804147941e+10,        +4.510629583141e-11,        +2.149845766242e-07
 1.60e+01,        +2.570708033506e+00,        +1.663452065267e-10,        +7.727027688935e+09,        +1.818136017656e-10,        +8.665560803537e-07
 1.70e+01,        +2.907363094173e+00,        -6.108845732658e-10,        +2.379633748672e+09,        +1.101731997357e-10,        +5.257105032111e-07
 1.80e+01,        +2.907512909024e+00,        +4.675730980168e-10,        +3.109153329561e+09,        +4.436600046512e-11,        +2.117001700297e-07
 1.90e+01,        +2.936316994719e+00,        -3.249042311134e-10,        +4.518742314707e+09,        +3.750265213211e-11,        +1.789693050380e-07
 2.00e+01,        +2.936779997459e+00,        -3.033007606575e-10,        +4.841366027394e+09,        +7.389669325651e-11,        +3.526487204901e-07
 2.10e+01,        +2.976812691568e+00,        +7.354715533881e-10,        +2.023744275258e+09,        +5.539722390220e-11,        +2.644048966421e-07
 2.20e+01,        +2.977188067893e+00,        -5.284854918194e-10,        +2.816716933556e+09,        +1.025864497149e-10,        +4.896345983774e-07
 2.30e+01,        +2.982609256299e+00,        +2.172762649073e-10,        +6.863633396800e+09,        +5.552430746871e-11,        +2.650171672467e-07
 2.40e+01,        +2.982807634589e+00,        +5.647868608439e-10,        +2.640648925625e+09,        +5.216023585633e-11,        +2.489606586954e-07
 2.50e+01,        +3.053434073531e+00,        -1.898176385598e-09,        +8.043072542411e+08,        +1.694609833898e-10,        +8.090520412518e-07
 2.60e+01,        +3.231143797841e+00,        +3.844216975145e-09,        +4.202603311327e+08,        +1.875793027784e-10,        +8.961779110429e-07
 2.70e+01,        +3.231765653749e+00,        -1.096893395843e-09,        +1.473144822458e+09,        +9.218779871667e-11,        +4.404370563202e-07
