        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +2.935514708646e-10,        +2.935369837509e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.960261061772e-12,        +6.677742257599e-03,        +4.215190955852e-12,        +1.435999955436e-02,        +1.960261061772e-12,        +6.677742257599e-03,        +4.215190955852e-12,        +1.435999955436e-02,        +1.031121158130e-12,        +3.512573638596e-03,        +2.995792750974e-12,        +1.020584429496e-02,        +5.746496764509e-11,        +1.957577234270e-01,        +5.665581560395e-11,        +1.930108256888e-01,        +7.952247574267e-11,        +2.708978957198e-01,        +6.423119695267e-11,        +2.188180723666e-01,        +2.287907495850e-11,        +7.793888714343e-02,        +4.289474021093e-11,        +1.461306158523e-01,        +9.140629157287e-11,        +3.113807990935e-01,        +6.877872859781e-11,        +2.343102655037e-01,        +3.872550266969e-11,        +1.319206562162e-01,        +4.978605103342e-11,        +1.696074218561e-01,        +5.170555919748e-13,        +1.761379666918e-03,        +3.819368051104e-12,        +1.301153947383e-02,        +4.472046386002e-14,        +1.523428369421e-04,        +1.600995941650e-13,        +5.454154093950e-04
 2.00e+00,        +2.935514708646e-10,        +2.935369794688e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.961714282829e-12,        +6.682692738862e-03,        +4.212603968754e-12,        +1.435118660816e-02,        +1.961714282829e-12,        +6.682692738862e-03,        +4.212603968754e-12,        +1.435118660816e-02,        +1.031836665807e-12,        +3.515011056724e-03,        +2.995439653008e-12,        +1.020464153589e-02,        +5.941988511399e-11,        +2.024172624276e-01,        +5.716011561645e-11,        +1.947288403659e-01,        +3.639818822624e-11,        +1.239925254642e-01,        +4.863720489222e-11,        +1.656936205456e-01,        +9.221705713858e-11,        +3.141427187096e-01,        +6.913358214303e-11,        +2.355191576480e-01,        +2.407922863191e-11,        +8.202727978503e-02,        +4.364936849329e-11,        +1.487014296198e-01,        +7.788123162948e-11,        +2.653069030794e-01,        +6.376748920128e-11,        +2.172383504003e-01,        +5.175641653185e-13,        +1.763112151318e-03,        +3.821279132069e-12,        +1.301805019246e-02,        +4.476501039758e-14,        +1.524945872891e-04,        +1.598963686966e-13,        +5.447230839056e-04
 3.00e+00,        +2.935514708646e-10,        +2.935448662881e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.311333037380e-13,        +7.873689171349e-04,        +9.071858646215e-12,        +3.090450451724e-02,        +2.311333037380e-13,        +7.873689171349e-04,        +9.071858646215e-12,        +3.090450451724e-02,        +2.551960290078e-13,        +8.693399772659e-04,        +4.374319764264e-12,        +1.490170759781e-02,        +5.775549623834e-11,        +1.967474258202e-01,        +5.462873179514e-11,        +1.861001096218e-01,        +5.867914006543e-11,        +1.998938717378e-01,        +5.552877472845e-11,        +1.891662267190e-01,        +5.949376828061e-11,        +2.026689496918e-01,        +5.637528914353e-11,        +1.920499917318e-01,        +5.907489696943e-11,        +2.012420404348e-01,        +5.592980591449e-11,        +1.905323932989e-01,        +5.800840675591e-11,        +1.976089800711e-01,        +5.487243579079e-11,        +1.869303200041e-01,        +5.291104654947e-14,        +1.802445288168e-04,        +2.221543503625e-12,        +7.567986222061e-03,        +5.221755413598e-16,        +1.778821069511e-06,        +5.421070015982e-13,        +1.846760287288e-03
 4.00e+00,        +2.935514708646e-10,        +2.935394153097e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.672786308483e-15,        +5.698442946161e-06,        +2.783811741800e-16,        +9.483604574408e-07,        +1.672786308483e-15,        +5.698442946161e-06,        +2.783811741800e-16,        +9.483604574408e-07,        +3.348072857145e-15,        +1.140540310455e-05,        +8.504090373733e-16,        +2.897086363942e-06,        +5.314340628911e-11,        +1.810360756585e-01,        +6.424636920770e-11,        +2.188679470520e-01,        +5.754463318977e-11,        +1.960291086953e-01,        +5.988748710851e-11,        +2.040185541874e-01,        +6.355286174483e-11,        +2.164964854635e-01,        +5.389831705335e-11,        +1.836152633761e-01,        +6.291426932310e-11,        +2.143210835831e-01,        +5.461050380822e-11,        +1.860414682321e-01,        +5.639089848627e-11,        +1.920988449494e-01,        +6.089537122492e-11,        +2.074521105136e-01,        +3.808172491255e-16,        +1.297275901919e-06,        +2.379810099270e-16,        +8.107293178189e-07,        +1.550669176562e-19,        +5.282443899855e-10,        +1.357945669467e-19,        +4.626110152989e-10
