        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.671616404537e-03,        +1.133262715858e-03
 2.00e+00,        +5.887813139710e-06,        +4.658917957828e-06
 3.00e+00,        +1.133181240864e-04,        +4.130373356030e-05
 4.00e+00,        -3.050716925958e-03,        -4.309560166324e-03
 5.00e+00,        -4.302050350607e-05,        -3.431272625471e-05
 6.00e+00,        -2.583719814750e-05,        -2.028515675597e-05
 7.00e+00,        -5.079570323054e-06,        -3.477054302674e-06
 8.00e+00,        +6.081534604374e-06,        +3.687527539089e-06
