        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²)
 1.00e+00,        -5.565756330645e-11,        -1.227100790397e-10,        +4.701173289649e-11,        -5.553191463678e-11,        -1.834522166776e-07,        -4.229007959908e-07,        -1.053202867232e-10,        +1.586528212052e-11,        -9.861908689190e-11,        -5.109649782339e-11,        -1.048262078974e-07,        -1.952686566844e-07,        -5.835971632189e-10,        -1.049237683542e-09,        +3.374629397463e-11,        +9.557193776994e-10,        -3.307846752543e-09,        +1.596932734924e-08,        +8.406130437076e-11,        -1.411363431844e-10,        +3.590449397464e-10,        -1.760205295222e-11,        +8.391842132664e-08,        +2.183680716761e-07,        -3.835993280761e-10,        +9.487358288928e-11,        -9.155486420152e-10,        +1.631421305629e-10,        +1.468707750119e-07,        +4.048767727902e-07,        +2.054944644377e-09,        +3.671014832747e-09,        -2.188689972962e-10,        -9.496910712994e-10,        +3.744256807432e-08,        +2.344252080895e-07,        +2.142402872942e-10,        +7.255476703906e-09,        +3.292866643517e-11,        -9.578610967043e-11,        +2.519511506757e-09,        +2.130873866179e-08
 2.00e+00,        +6.310774328972e-11,        +8.234625296286e-11,        +1.008575324526e-10,        +9.569783619624e-11,        +3.902609510494e-07,        -1.414644078161e-07,        -8.356481427086e-11,        +9.649636322560e-11,        -2.297049177020e-10,        +1.248515306964e-10,        +4.618541758472e-07,        +2.323335309415e-07,        -4.355206769127e-09,        +2.477626778594e-09,        -2.599351769023e-09,        +5.917851975202e-09,        +5.047670435539e-07,        +6.743135412369e-07,        +9.025843076178e-10,        -3.316043968647e-10,        +1.767942745399e-09,        -3.717456127746e-10,        +3.769876360115e-07,        +1.240104621661e-06,        -1.196986363653e-09,        +4.584051083994e-10,        -4.529616758702e-09,        +1.848619503215e-09,        +1.837098739419e-07,        +1.778794742311e-06,        -5.749167878480e-10,        +8.297356586171e-09,        +2.197052577122e-10,        -1.051354998172e-09,        +6.744837589441e-08,        +1.566184748659e-06,        -4.529870321183e-10,        -2.980125008248e-09,        +4.604404089746e-10,        +6.507499533176e-09,        +3.371328125414e-08,        +5.245864927750e-07
 3.00e+00,        -9.226384494873e-11,        -4.224711174894e-11,        -4.491743194864e-12,        -7.730908082777e-12,        -4.998366026032e-10,        -4.613021384797e-10,        -9.582339060163e-11,        -2.188455063087e-11,        -9.489289073638e-12,        -1.450667947219e-11,        +4.428361666557e-10,        +1.183002576154e-09,        -1.157244616353e-10,        -6.953044325234e-12,        -1.826163393669e-11,        -1.593247367854e-12,        +1.249161292408e-09,        +3.045946496641e-09,        -8.470252782005e-11,        -4.295078236465e-11,        +2.368683892866e-12,        -4.582756570854e-11,        +1.261844530522e-09,        +5.415750068969e-09,        -8.740799096022e-11,        -5.813354152624e-11,        -2.205055881342e-11,        -1.772918604494e-11,        +9.462201610649e-10,        +7.870250709654e-09,        -1.687058515172e-11,        -2.150328387912e-10,        -2.141644026903e-12,        -1.967636718541e-11,        +8.775867989428e-11,        +1.343427236480e-08,        -1.960003891411e-13,        -9.919198916114e-09,        -1.344990929717e-12,        +7.570614999094e-09,        -6.971879257266e-11,        +3.972824881040e-07
 4.00e+00,        +1.395881788581e-10,        +6.252453778885e-11,        -1.098251534750e-10,        -1.977235246751e-10,        -3.733283010679e-11,        -1.290401185183e-10,        +1.521960901781e-10,        +3.902917886895e-11,        -1.412463293085e-10,        -2.008792861993e-10,        +3.100818672395e-10,        +5.514715535924e-10,        +1.501276853948e-10,        +1.933966490881e-11,        -1.483121361269e-10,        -2.947163577279e-10,        +6.462625821597e-10,        +1.560835154618e-09,        +1.443614290548e-10,        +8.588999002463e-11,        -6.341889880473e-11,        -3.027029166602e-10,        +5.978987491007e-10,        +2.647878588410e-09,        +1.289489840064e-10,        +1.266997069365e-10,        +6.846472894821e-12,        -4.094021722096e-10,        +3.965845855932e-10,        +3.786203218387e-09,        +4.151541669750e-11,        +4.851080101836e-10,        +1.194479001972e-11,        -1.320894683035e-10,        -1.428573545322e-12,        +6.221709675153e-09,        +8.042680843608e-13,        +3.271494250156e-09,        -8.674439946911e-13,        -2.947325588063e-09,        -4.106869879882e-11,        +1.485034455804e-07
