        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106739518980e+00,        +9.602537027194e-13,        +5.762745386169e+11,        +3.611605908322e-11,        +1.366876299351e-07
 2.00e+00,        +1.763274265802e+00,        -8.947116089275e-12,        +9.853869382086e+10,        +8.165667016232e-11,        +3.096838613933e-07
 3.00e+00,        +1.763518723979e+00,        -1.058988424920e-09,        +8.326430593952e+08,        +4.054381577684e-11,        +1.537630332924e-07
 4.00e+00,        +1.894642996203e+00,        +5.068413792200e-10,        +1.869068976884e+09,        +7.108090637330e-11,        +2.697171693983e-07
 5.00e+00,        +1.895045915061e+00,        -3.809185486841e-11,        +2.487468674875e+10,        +6.788646716787e-11,        +2.575962706947e-07
 6.00e+00,        +2.025394503115e+00,        +7.642405284923e-10,        +1.325102783486e+09,        +1.111986975207e-10,        +4.221814735550e-07
 7.00e+00,        +2.203520630495e+00,        -5.804820694483e-10,        +1.898009212058e+09,        +1.642459218297e-10,        +6.240971140325e-07
 8.00e+00,        +2.203771132465e+00,        +2.341959133179e-09,        +4.704973501125e+08,        +1.974584035244e-10,        +7.502978903675e-07
 9.00e+00,        +2.358338740539e+00,        +4.245402898680e-09,        +2.777520528466e+08,        +2.104652945745e-10,        +8.003382200009e-07
 1.00e+01,        +2.361172059201e+00,        -1.399323281525e-10,        +8.436835470310e+09,        +1.606839699938e-10,        +6.110432741843e-07
 1.10e+01,        +2.444648960500e+00,        +1.873904357403e-09,        +6.522875489462e+08,        +2.089655704557e-10,        +7.949953700604e-07
 1.20e+01,        +2.450071559412e+00,        +7.300298840684e-10,        +1.678062510097e+09,        +1.008050032339e-10,        +3.835169365629e-07
 1.30e+01,        +2.451604825480e+00,        +3.406848945303e-09,        +3.598053310905e+08,        +1.015118487163e-10,        +3.862093323481e-07
 1.40e+01,        +2.535292463101e+00,        -2.423626408590e-10,        +5.230369775874e+09,        +6.369239728568e-10,        +2.424329512791e-06
 1.50e+01,        +2.576614574301e+00,        -3.184654538733e-09,        +4.045359619015e+08,        +3.164263564513e-10,        +1.204694420485e-06
 1.60e+01,        +2.579561206787e+00,        +1.826275009689e-09,        +7.062356964591e+08,        +2.332352687752e-10,        +8.879850974110e-07
 1.70e+01,        +2.917544607291e+00,        -1.545492163437e-09,        +9.438885153590e+08,        +1.334891078983e-10,        +5.092576378733e-07
 1.80e+01,        +2.919671689289e+00,        -2.097675492466e-09,        +6.959302570336e+08,        +1.601515707720e-10,        +6.109825403423e-07
 1.90e+01,        +2.926061084920e+00,        -3.979147721246e-09,        +3.676743476117e+08,        +1.903953117928e-10,        +7.263927909426e-07
 2.00e+01,        +2.936940177160e+00,        +1.342958806233e-09,        +1.093458773095e+09,        +1.348551346423e-10,        +5.145326625030e-07
 2.10e+01,        +2.971494345031e+00,        -3.285401731133e-09,        +4.522269402967e+08,        +1.529247355547e-10,        +5.836060812786e-07
 2.20e+01,        +2.976795646115e+00,        +8.171321958396e-09,        +1.821489632444e+08,        +2.455635963239e-10,        +9.371756051871e-07
 2.30e+01,        +2.987759728222e+00,        +1.956015673807e-09,        +7.637361418499e+08,        +2.988853418333e-10,        +1.140755434400e-06
 2.40e+01,        +3.001909247995e+00,        -7.448790259328e-09,        +2.015031396699e+08,        +2.278489886099e-10,        +8.697113311196e-07
 2.50e+01,        +3.082144640973e+00,        -3.678016888737e-10,        +4.189954443128e+09,        +2.625182585166e-10,        +1.002578528710e-06
