        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.439372280907e+00,        +2.780834571144e-05,        +4.386043503591e+04,        +1.224594080352e-14,        +7.906170482869e-08
 2.00e+00,        +2.599004129849e+00,        +8.059818498112e-05,        +1.612321748751e+04,        +1.022111102922e-14,        +6.598944840319e-08
 3.00e+00,        +2.605617946523e+00,        +6.207441726386e-05,        +2.098785668971e+04,        +5.477905478668e-15,        +3.536641412512e-08
 4.00e+00,        +2.607113342959e+00,        +6.298852698723e-05,        +2.069514456378e+04,        +7.633263810900e-15,        +4.928182576544e-08
 5.00e+00,        +2.701561182141e+00,        +6.358067942324e-05,        +2.124514245047e+04,        +1.179900456537e-14,        +7.617691230337e-08
 6.00e+00,        +2.701629552392e+00,        +6.360788690542e-05,        +2.123659254046e+04,        +1.093904898422e-14,        +7.062485420930e-08
 7.00e+00,        +2.799371898277e+00,        +9.589316589110e-05,        +1.459630555476e+04,        +8.569095558267e-15,        +5.532412699393e-08
 8.00e+00,        +2.880758921193e+00,        +1.036372719885e-04,        +1.389827649737e+04,        +8.479351952796e-15,        +5.474489278369e-08
