        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.881534887416e-03,        +1.740200587392e-03
 2.00e+00,        +7.427405927275e-07,        +4.077354303680e-07
 3.00e+00,        +1.573073180366e-04,        -3.459068080080e-05
 4.00e+00,        +4.021987127343e-03,        +5.738977762741e-03
 5.00e+00,        -5.356808650295e-05,        -2.816644755247e-05
 6.00e+00,        -6.164873305414e-05,        -3.525443693217e-05
 7.00e+00,        +1.398290081805e-05,        +6.847685455296e-06
 8.00e+00,        +4.520726855066e-08,        -2.168428634934e-08
