        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +4.498336748538e-03,        +6.589061023881e-03
 2.00e+00,        +4.293502106503e-03,        -1.075628807129e-03
 3.00e+00,        -2.623030475271e-05,        -7.033132401340e-04
 4.00e+00,        +1.313223076469e-03,        -6.270521014672e-04
 5.00e+00,        -2.643098473044e-06,        -3.893436358198e-05
 6.00e+00,        +3.240268482888e-03,        -6.472405263357e-03
 7.00e+00,        +5.727669238886e-05,        +2.429688847720e-04
 8.00e+00,        -1.116756461852e-07,        -2.233269494027e-06
