        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +2.249168374269e-01,        +3.294530511941e-01
 2.00e+00,        +2.146751053251e-01,        -5.378144035644e-02
 3.00e+00,        -1.311515237635e-03,        -3.516566200670e-02
 4.00e+00,        +6.566115382344e-02,        -3.135260507336e-02
 5.00e+00,        -1.321549236522e-04,        -1.946718179099e-03
 6.00e+00,        +1.620134241444e-01,        -3.236202631679e-01
 7.00e+00,        +2.863834619443e-03,        +1.214844423860e-02
 8.00e+00,        -5.583782309262e-06,        -1.116634747013e-04
