        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.287346152425e+00,        +1.167247730854e-04,        +9.798032135519e+03,        +9.839150267526e-14,        +7.265647419672e-09
 2.00e+00,        +2.432396674414e+00,        +4.468982047761e-05,        +2.721421398462e+04,        +6.072216799784e-14,        +4.484078923938e-09
 3.00e+00,        +2.451908193042e+00,        +5.241458230040e-05,        +2.338956151124e+04,        +9.378733564583e-14,        +6.925824230187e-09
 4.00e+00,        +2.497499607334e+00,        +8.101180775426e-05,        +1.541441721819e+04,        +8.266613518111e-14,        +6.104610380763e-09
 5.00e+00,        +2.671576234309e+00,        +6.498412416156e-05,        +2.055560700070e+04,        +6.861564401690e-14,        +5.067171724714e-09
 6.00e+00,        +2.756086615546e+00,        +1.312215357450e-04,        +1.050165509427e+04,        +2.795065451696e-14,        +2.064147178991e-09
