        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +1.051015995158e-10,        +1.251218153689e-10,        +1.027103819549e-10,        +1.206521520767e-10,        -1.035036022517e-07,        -1.154341358615e-07,        +6.869464074960e-11,        +8.393898723457e-11,        +1.015282214325e-10,        +1.193341611363e-10,        -1.032561023720e-07,        -1.151845604628e-07,        +1.639419639190e-11,        +2.434050948665e-11,        +9.471235083719e-11,        +1.115758296051e-10,        -1.015144919994e-07,        -1.133796172383e-07,        -1.862122820268e-10,        -2.079717401140e-10,        +1.872978205077e-10,        +2.109261629412e-10,        -4.478172394101e-08,        -5.010242729737e-08
 2.40002500e+00,        +1.051467419921e-10,        +1.251718318139e-10,        +1.027625889213e-10,        +1.207097428790e-10,        -1.035762489104e-07,        -1.155127065293e-07,        +6.871405693976e-11,        +8.396081968297e-11,        +1.015789262611e-10,        +1.193901267186e-10,        -1.033282420144e-07,        -1.152625973797e-07,        +1.637970447692e-11,        +2.432509323201e-11,        +9.476007540340e-11,        +1.116286422639e-10,        -1.015847211401e-07,        -1.134556715554e-07,        -1.861331598047e-10,        -2.078797875105e-10,        +1.874038744891e-10,        +2.110407729227e-10,        -4.480237782343e-08,        -5.012448192928e-08
 2.40005000e+00,        +1.051918076680e-10,        +1.252217579185e-10,        +1.028147630052e-10,        +1.207672928195e-10,        -1.036489901785e-07,        -1.155913786494e-07,        +6.873336158102e-11,        +8.398252403486e-11,        +1.016295981451e-10,        +1.194460515477e-10,        -1.034004756634e-07,        -1.153407351448e-07,        +1.636506238151e-11,        +2.430950702217e-11,        +9.480776886006e-11,        +1.116814165810e-10,        -1.016550419055e-07,        -1.135318243174e-07,        -1.860538895919e-10,        -2.077876743362e-10,        +1.875100654545e-10,        +2.111555300640e-10,        -4.482305707816e-08,        -5.014656371036e-08
 2.40007500e+00,        +1.052367965889e-10,        +1.252715937435e-10,        +1.028669042881e-10,        +1.208248019942e-10,        -1.037218262397e-07,        -1.156701524176e-07,        +6.875255465353e-11,        +8.400410028071e-11,        +1.016802371617e-10,        +1.195019357150e-10,        -1.034728035014e-07,        -1.154189739524e-07,        +1.635027000002e-11,        +2.429375075459e-11,        +9.485543127829e-11,        +1.117341526403e-10,        -1.017254544731e-07,        -1.136080757137e-07,        -1.859744711044e-10,        -2.076954002876e-10,        +1.876163936370e-10,        +2.112704346123e-10,        -4.484376175463e-08,        -5.016867269331e-08
 2.40010000e+00,        +1.052817088004e-10,        +1.253213393493e-10,        +1.029190128504e-10,        +1.208822704994e-10,        -1.037947572784e-07,        -1.157490280302e-07,        +6.877163613716e-11,        +8.402554840991e-11,        +1.017308433875e-10,        +1.195577793117e-10,        -1.035452257115e-07,        -1.154973139976e-07,        +1.633532722900e-11,        +2.427782432740e-11,        +9.490306272696e-11,        +1.117868505242e-10,        -1.017959590208e-07,        -1.136844259343e-07,        -1.858949040577e-10,        -2.076029650592e-10,        +1.877228592704e-10,        +2.113854868157e-10,        -4.486449190240e-08,        -5.019080893098e-08
 2.40012500e+00,        +1.053265443472e-10,        +1.253709947957e-10,        +1.029710887733e-10,        +1.209396984306e-10,        -1.038677834794e-07,        -1.158280056842e-07,        +6.879060601051e-11,        +8.404686841146e-11,        +1.017814168994e-10,        +1.196135824283e-10,        -1.036177424770e-07,        -1.155757554759e-07,        +1.632023396259e-11,        +2.426172763729e-11,        +9.495066327754e-11,        +1.118395103165e-10,        -1.018665557271e-07,        -1.137608751696e-07,        -1.858151881670e-10,        -2.075103683454e-10,        +1.878294625891e-10,        +2.115006869226e-10,        -4.488524757116e-08,        -5.021297247634e-08
 2.40015000e+00,        +1.053713032740e-10,        +1.254205601421e-10,        +1.030231321380e-10,        +1.209970858833e-10,        -1.039409050279e-07,        -1.159070855770e-07,        +6.880946425265e-11,        +8.406806027375e-11,        +1.018319577740e-10,        +1.196693451558e-10,        -1.036903539818e-07,        -1.156542985833e-07,        +1.630499009470e-11,        +2.424546057967e-11,        +9.499823299853e-11,        +1.118921320990e-10,        -1.019372447710e-07,        -1.138374236106e-07,        -1.857353231458e-10,        -2.074176098397e-10,        +1.879362038281e-10,        +2.116160351825e-10,        -4.490602881072e-08,        -5.023516338250e-08
 2.40017500e+00,        +1.054159856248e-10,        +1.254700354476e-10,        +1.030751430247e-10,        +1.210544329527e-10,        -1.040141221098e-07,        -1.159862679064e-07,        +6.882821084118e-11,        +8.408912398440e-11,        +1.018824660878e-10,        +1.197250675848e-10,        -1.037630604105e-07,        -1.157329435163e-07,        +1.628959551758e-11,        +2.422902305111e-11,        +9.504577196043e-11,        +1.119447159551e-10,        -1.020080263318e-07,        -1.139140714487e-07,        -1.856553087079e-10,        -2.073246892340e-10,        +1.880430832232e-10,        +2.117315318453e-10,        -4.492683567102e-08,        -5.025738170271e-08
 2.40020000e+00,        +1.054605914435e-10,        +1.255194207709e-10,        +1.031271215137e-10,        +1.211117397341e-10,        -1.040874349112e-07,        -1.160655528709e-07,        +6.884684575383e-11,        +8.411005953071e-11,        +1.019329419168e-10,        +1.197807498054e-10,        -1.038358619478e-07,        -1.158116904719e-07,        +1.627405012468e-11,        +2.421241494468e-11,        +9.509328023276e-11,        +1.119972619670e-10,        -1.020789005893e-07,        -1.139908188758e-07,        -1.855751445653e-10,        -2.072316062208e-10,        +1.881501010108e-10,        +2.118471771619e-10,        -4.494766820212e-08,        -5.027962749035e-08
 2.40022500e+00,        +1.055051207735e-10,        +1.255687161697e-10,        +1.031790676858e-10,        +1.211690063222e-10,        -1.041608436188e-07,        -1.161449406693e-07,        +6.886536896720e-11,        +8.413086689896e-11,        +1.019833853372e-10,        +1.198363919078e-10,        -1.039087587791e-07,        -1.158905396477e-07,        +1.625835380643e-11,        +2.419563615380e-11,        +9.514075788456e-11,        +1.120497702168e-10,        -1.021498677240e-07,        -1.140676660843e-07,        -1.854948304303e-10,        -2.071383604900e-10,        +1.882572574279e-10,        +2.119629713836e-10,        -4.496852645423e-08,        -5.030190079895e-08
 2.40025000e+00,        +1.055495736578e-10,        +1.256179217020e-10,        +1.032309816208e-10,        +1.212262328123e-10,        -1.042343484199e-07,        -1.162244315011e-07,        +6.888378045790e-11,        +8.415154607474e-11,        +1.020337964252e-10,        +1.198919939822e-10,        -1.039817510903e-07,        -1.159694912416e-07,        +1.624250645404e-11,        +2.417868657140e-11,        +9.518820498554e-11,        +1.121022407865e-10,        -1.022209279165e-07,        -1.141446132672e-07,        -1.854143660134e-10,        -2.070449517328e-10,        +1.883645527124e-10,        +2.120789147627e-10,        -4.498941047767e-08,        -5.032420168215e-08
 2.40027500e+00,        +1.055939501391e-10,        +1.256670374248e-10,        +1.032828633986e-10,        +1.212834192982e-10,        -1.043079495022e-07,        -1.163040255663e-07,        +6.890208020150e-11,        +8.417209704354e-11,        +1.020841752563e-10,        +1.199475561177e-10,        -1.040548390677e-07,        -1.160485454523e-07,        +1.622650795721e-11,        +2.416156608906e-11,        +9.523562160391e-11,        +1.121546737585e-10,        -1.022920813482e-07,        -1.142216606180e-07,        -1.853337510251e-10,        -2.069513796377e-10,        +1.884719871026e-10,        +2.121950075521e-10,        -4.501032032291e-08,        -5.034653019376e-08
 2.40030000e+00,        +1.056382502596e-10,        +1.257160633950e-10,        +1.033347130993e-10,        +1.213405658747e-10,        -1.043816470539e-07,        -1.163837230654e-07,        +6.892026817312e-11,        +8.419251978970e-11,        +1.021345219060e-10,        +1.200030784042e-10,        -1.041280228981e-07,        -1.161277024788e-07,        +1.621035820494e-11,        +2.414427459774e-11,        +9.528300780971e-11,        +1.122070692142e-10,        -1.023633282008e-07,        -1.142988083304e-07,        -1.852529851746e-10,        -2.068576438936e-10,        +1.885795608377e-10,        +2.123112500053e-10,        -4.503125604053e-08,        -5.036888638770e-08
 2.40032500e+00,        +1.056824740612e-10,        +1.257649996690e-10,        +1.033865308025e-10,        +1.213976726356e-10,        -1.044554412636e-07,        -1.164635241992e-07,        +6.893834434781e-11,        +8.421281429731e-11,        +1.021848364502e-10,        +1.200585609313e-10,        -1.042013027687e-07,        -1.162069625208e-07,        +1.619405708654e-11,        +2.412681198703e-11,        +9.533036367086e-11,        +1.122594272349e-10,        -1.024346686565e-07,        -1.143760565991e-07,        -1.851720681704e-10,        -2.067637441874e-10,        +1.886872741573e-10,        +2.124276423767e-10,        -4.505221768124e-08,        -5.039127031805e-08
 2.40035000e+00,        +1.057266215856e-10,        +1.258138463024e-10,        +1.034383165876e-10,        +1.214547396753e-10,        -1.045293323206e-07,        -1.165434291694e-07,        +6.895630869937e-11,        +8.423298054920e-11,        +1.022351189642e-10,        +1.201140037877e-10,        -1.042746788675e-07,        -1.162863257782e-07,        +1.617760448840e-11,        +2.410917814590e-11,        +9.537768925692e-11,        +1.123117479016e-10,        -1.025061028981e-07,        -1.144534056188e-07,        -1.850909997207e-10,        -2.066696802064e-10,        +1.887951273020e-10,        +2.125441849214e-10,        -4.507320529591e-08,        -5.041368203901e-08
