        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        -9.604986059365e-01,        +8.661174008692e-01,        -5.212059509324e-01,        +4.608014082333e-01,        -2.012269300573e-03,        +1.458479811478e-03,        -1.111358530650e+00,        +9.773528342776e-01,        -2.436353813563e+00,        +2.197390643513e+00,        -6.463193548400e-03,        +5.290408331540e-03,        -1.321914462404e+00,        +1.165511931262e+00,        -5.938194259148e+00,        +5.338855646470e+00,        -1.588679598543e-02,        +1.344311717992e-02,        -1.150298490975e-01,        +9.766570793313e-02,        -1.770969141675e+01,        +1.585695519957e+01,        -4.135240509460e-02,        +3.684173214239e-02
 2.40002500e+00,        -9.607398151959e-01,        +8.663513520062e-01,        -5.220496588108e-01,        +4.615682863952e-01,        -2.014566392774e-03,        +1.460516080689e-03,        -1.111593801834e+00,        +9.775791682547e-01,        -2.438559646381e+00,        +2.199419796774e+00,        -6.466873639169e-03,        +5.293729251649e-03,        -1.322116884360e+00,        +1.165713309465e+00,        -5.942879491184e+00,        +5.343172402672e+00,        -1.589341711836e-02,        +1.344917916665e-02,        -1.141714478505e-01,        +9.690189765448e-02,        -1.772319500709e+01,        +1.586938085811e+01,        -4.140517294879e-02,        +3.688966389480e-02
 2.40005000e+00,        -9.609807802753e-01,        +8.665850985814e-01,        -5.228952326916e-01,        +4.623368729388e-01,        -2.016862288324e-03,        +1.462551558553e-03,        -1.111828833451e+00,        +9.778053048539e-01,        -2.440769107884e+00,        +2.201452298702e+00,        -6.470551682153e-03,        +5.297048709780e-03,        -1.322319078913e+00,        +1.165914500404e+00,        -5.947571552945e+00,        +5.347495486558e+00,        -1.590003527444e-02,        +1.345523903626e-02,        -1.133128897327e-01,        +9.613791933519e-02,        -1.773671659652e+01,        +1.588182323900e+01,        -4.145799471982e-02,        +3.693764623894e-02
 2.40007500e+00,        -9.612215016119e-01,        +8.668186409699e-01,        -5.237426749239e-01,        +4.631071701169e-01,        -2.019156997001e-03,        +1.464586253177e-03,        -1.112063625946e+00,        +9.780312444531e-01,        -2.442982203818e+00,        +2.203488154742e+00,        -6.474227689347e-03,        +5.300366715940e-03,        -1.322521046487e+00,        +1.166115504442e+00,        -5.952270456358e+00,        +5.351824909364e+00,        -1.590665047071e-02,        +1.346129680316e-02,        -1.124541747487e-01,        +9.537377295369e-02,        -1.775025621907e+01,        +1.589428237413e+01,        -4.151087053077e-02,        +3.698567928927e-02
 2.40010000e+00,        -9.614619796417e-01,        +8.670519795465e-01,        -5.245919878660e-01,        +4.638791801905e-01,        -2.021450528574e-03,        +1.466620172668e-03,        -1.112298179759e+00,        +9.782569874297e-01,        -2.445198939950e+00,        +2.205527370352e+00,        -6.477901672737e-03,        +5.303683280137e-03,        -1.322722787503e+00,        +1.166316321939e+00,        -5.956976213384e+00,        +5.356160682355e+00,        -1.591326272421e-02,        +1.346735248181e-02,        -1.115953029028e-01,        +9.460945848828e-02,        -1.776381390885e+01,        +1.590675829548e+01,        -4.156380050502e-02,        +3.703376316052e-02
 2.40012500e+00,        -9.617022147994e-01,        +8.672851146846e-01,        -5.254431738851e-01,        +4.646529054294e-01,        -2.023742892803e-03,        +1.468653325131e-03,        -1.112532495330e+00,        +9.784825341599e-01,        -2.447419322060e+00,        +2.207569951011e+00,        -6.481573644295e-03,        +5.306998412367e-03,        -1.322924302382e+00,        +1.166516953255e+00,        -5.961688836019e+00,        +5.360502816831e+00,        -1.591987205195e-02,        +1.347340608661e-02,        -1.107362741995e-01,        +9.384497591719e-02,        -1.777738970005e+01,        +1.591925103508e+01,        -4.161678476621e-02,        +3.708189796770e-02
 2.40015000e+00,        -9.619422075190e-01,        +8.675180467570e-01,        -5.262962353577e-01,        +4.654283481118e-01,        -2.026034099445e-03,        +1.470685718663e-03,        -1.112766573100e+00,        +9.787078850191e-01,        -2.449643355950e+00,        +2.209615902211e+00,        -6.485243615986e-03,        +5.310312122622e-03,        -1.323125591544e+00,        +1.166717398751e+00,        -5.966408336292e+00,        +5.364851324123e+00,        -1.592647847095e-02,        +1.347945763197e-02,        -1.098770886431e-01,        +9.308032521861e-02,        -1.779098362697e+01,        +1.593176062509e+01,        -4.166982343825e-02,        +3.713008382605e-02
 2.40017500e+00,        -9.621819582332e-01,        +8.677507761356e-01,        -5.271511746695e-01,        +4.662055105242e-01,        -2.028324158242e-03,        +1.472717361357e-03,        -1.113000413506e+00,        +9.789330403820e-01,        -2.451871047437e+00,        +2.211665229464e+00,        -6.488911599757e-03,        +5.313624420881e-03,        -1.323326655408e+00,        +1.166917658785e+00,        -5.971134726267e+00,        +5.369206215593e+00,        -1.593308199818e-02,        +1.348550713230e-02,        -1.090177462375e-01,        +9.231550637052e-02,        -1.780459572399e+01,        +1.594428709772e+01,        -4.172291664533e-02,        +3.717832085110e-02
 2.40020000e+00,        -9.624214673735e-01,        +8.679833031913e-01,        -5.280079942154e-01,        +4.669843949615e-01,        -2.030613078936e-03,        +1.474748261306e-03,        -1.113234016987e+00,        +9.791580006223e-01,        -2.454102402359e+00,        +2.213717938297e+00,        -6.492577607547e-03,        +5.316935317125e-03,        -1.323527494390e+00,        +1.167117733715e+00,        -5.975868018040e+00,        +5.373567502637e+00,        -1.593968265062e-02,        +1.349155460198e-02,        -1.081582469868e-01,        +9.155051935086e-02,        -1.781822602556e+01,        +1.595683048529e+01,        -4.177606451194e-02,        +3.722660915861e-02
 2.40022500e+00,        -9.626607353707e-01,        +8.682156282941e-01,        -5.288666963993e-01,        +4.677650037276e-01,        -2.032900871255e-03,        +1.476778426596e-03,        -1.113467383978e+00,        +9.793827661128e-01,        -2.456337426570e+00,        +2.215774034254e+00,        -6.496241651283e-03,        +5.320244821321e-03,        -1.323728108908e+00,        +1.167317623898e+00,        -5.980608223744e+00,        +5.377935196680e+00,        -1.594628044522e-02,        +1.349760005539e-02,        -1.072985908949e-01,        +9.078536413752e-02,        -1.783187456626e+01,        +1.596939082019e+01,        -4.182926716282e-02,        +3.727494886464e-02
