        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.437761993917e+00,        +2.746048722806e-05,        +4.438672143408e+04,        +1.434762257076e-13,        +9.162384141531e-09
 2.00e+00,        +2.574267371784e+00,        +6.926414974977e-05,        +1.858297100315e+04,        +7.351082495165e-14,        +4.694527095426e-09
 3.00e+00,        +2.606266082871e+00,        +6.208934594508e-05,        +2.098802978144e+04,        +1.008853291962e-13,        +6.442752924244e-09
 4.00e+00,        +2.606321006184e+00,        +6.211720197901e-05,        +2.097905993741e+04,        +2.537950223617e-14,        +1.620789320324e-09
 5.00e+00,        +2.708915513087e+00,        +6.120388258093e-05,        +2.213025873151e+04,        +8.090612584904e-14,        +5.166952119244e-09
 6.00e+00,        +2.710426848726e+00,        +6.155231270758e-05,        +2.201726247315e+04,        +1.096303496787e-13,        +7.001385235577e-09
 7.00e+00,        +2.723375669772e+00,        +7.709120915148e-05,        +1.766333477473e+04,        +8.010079379256e-14,        +5.115536987420e-09
 8.00e+00,        +2.741862345336e+00,        +7.409080500376e-05,        +1.850339152205e+04,        +1.059252553696e-13,        +6.764811523124e-09
