        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.439430029731e+00,        +2.766829237995e-05,        +4.408349449957e+04,        +3.494828190846e-13,        +2.701237197739e-08
 2.00e+00,        +2.599049836739e+00,        +8.054458488511e-05,        +1.613423075986e+04,        +2.107347407644e-13,        +1.628899892657e-08
 3.00e+00,        +2.605066809343e+00,        +6.208484168277e-05,        +2.097989412129e+04,        +5.876786024680e-13,        +4.542542167438e-08
 4.00e+00,        +2.607356681923e+00,        +6.227571028123e-05,        +2.093397787751e+04,        +2.818835428943e-13,        +2.178859004597e-08
 5.00e+00,        +2.701677227806e+00,        +6.356902788349e-05,        +2.124994921666e+04,        +1.361279212217e-13,        +1.052252391875e-08
 6.00e+00,        +2.701769841347e+00,        +6.352219544709e-05,        +2.126634496083e+04,        +6.741755585845e-13,        +5.211295812154e-08
 7.00e+00,        +2.799547517042e+00,        +9.580323615426e-05,        +1.461092355050e+04,        +1.952630634066e-13,        +1.509409608229e-08
 8.00e+00,        +2.880769030021e+00,        +1.035084025178e-04,        +1.391562888523e+04,        +4.444038590059e-13,        +3.435398240010e-08
