        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        -4.716185746969e-02,        -6.028399561451e-02
 2.00e+00,        +5.680335914955e-01,        +7.916636104003e-01
 3.00e+00,        +6.585909551531e-02,        +7.904028277206e-01
 4.00e+00,        -7.672687439833e-02,        -4.626742503910e-01
 5.00e+00,        +3.508564798197e-01,        +2.059357289962e+00
 6.00e+00,        +1.931187487151e-04,        -7.147353814122e-04
 7.00e+00,        +1.049992528383e-04,        -3.858946470300e-04
 8.00e+00,        -1.253799057089e-04,        +5.003463316325e-04
