        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.450033790985e+00,        +6.126765188182e-05,        +1.999451355241e+04,        +1.174903056798e-14,        +3.488576467209e-10
 2.00e+00,        +2.450047774385e+00,        +6.129639852439e-05,        +1.998525063571e+04,        +8.809879375201e-15,        +2.615870168987e-10
 3.00e+00,        +2.450472510200e+00,        +3.539991565828e-05,        +3.461127611307e+04,        +1.429091290309e-14,        +4.243326995898e-10
 4.00e+00,        +2.622855498790e+00,        +5.384102191608e-05,        +2.435740821777e+04,        +1.333810481696e-14,        +3.961552896483e-10
