        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +2.115454711211e+00,        +1.944010486654e+00,        +3.039452732039e+00,        -3.727479863317e+00,        +3.784355064773e-02,        +7.079524998422e-02,        +9.412025565552e-01,        +1.353425344159e+00,        +9.750305725175e+00,        -5.080326166686e+00,        -4.323726532199e-02,        +7.113983914681e-02,        +1.441887528228e+00,        +1.997200955198e+00,        +2.136754105114e+01,        -7.247252696227e+00,        -8.003146867726e-02,        +1.142558056106e-01,        -2.112765278756e+00,        -5.812324090783e-02,        +5.484435680812e+01,        -8.214649773884e+00,        -4.784816458539e-03,        +2.700436772430e-02
 2.40002500e+00,        +2.116922198190e+00,        +1.945165625232e+00,        +3.040138401103e+00,        -3.730735697235e+00,        +3.788755501688e-02,        +7.082463030751e-02,        +9.415766984125e-01,        +1.354041238275e+00,        +9.755310691059e+00,        -5.084711147662e+00,        -4.325085272869e-02,        +7.116971122972e-02,        +1.442182829055e+00,        +1.997836436923e+00,        +2.137954486768e+01,        -7.253773199897e+00,        -8.005876914087e-02,        +1.143118023241e-01,        -2.116171392510e+00,        -5.818798120643e-02,        +5.488083934444e+01,        -8.225420896640e+00,        -4.855466252554e-03,        +2.705839884294e-02
 2.40005000e+00,        +2.118388631757e+00,        +1.946319162285e+00,        +3.040828586881e+00,        -3.733991389848e+00,        +3.793152777647e-02,        +7.085397025674e-02,        +9.419506562717e-01,        +1.354656380458e+00,        +9.760323021015e+00,        -5.089099223149e+00,        -4.326441400807e-02,        +7.119956899475e-02,        +1.442477956136e+00,        +1.998471101754e+00,        +2.139156308411e+01,        -7.260300429580e+00,        -8.008601559171e-02,        +1.143677738129e-01,        -2.119577745651e+00,        -5.825284898486e-02,        +5.491736527988e+01,        -8.236209490873e+00,        -4.926149824636e-03,        +2.711243964768e-02
 2.40007500e+00,        +2.119854012414e+00,        +1.947471100335e+00,        +3.041523293582e+00,        -3.737246949519e+00,        +3.797546894857e-02,        +7.088326989478e-02,        +9.423244299599e-01,        +1.355270771714e+00,        +9.765342725681e+00,        -5.093490405367e+00,        -4.327794919938e-02,        +7.122941244702e-02,        +1.442772909187e+00,        +1.999104950775e+00,        +2.140359572376e+01,        -7.266834405312e+00,        -8.011320810551e-02,        +1.144237200838e-01,        -2.122984337779e+00,        -5.831784426284e-02,        +5.495393468458e+01,        -8.247015601111e+00,        -4.996867345709e-03,        +2.716649022556e-02
 2.40010000e+00,        +2.121318340664e+00,        +1.948621441900e+00,        +3.042222525422e+00,        -3.740502384615e+00,        +3.801937855524e-02,        +7.091252928436e-02,        +9.426980193049e-01,        +1.355884413048e+00,        +9.770369815717e+00,        -5.097884706559e+00,        -4.329145834180e-02,        +7.125924159164e-02,        +1.443067687923e+00,        +1.999737985067e+00,        +2.141564281000e+01,        -7.273375147181e+00,        -8.014034675784e-02,        +1.144796411438e-01,        -2.126391168495e+00,        -5.838296706115e-02,        +5.499054762880e+01,        -8.257839272002e+00,        -5.067618986840e-03,        +2.722055066385e-02
 2.40012500e+00,        +2.122781617008e+00,        +1.949770189494e+00,        +3.042926286627e+00,        -3.743757703511e+00,        +3.806325661851e-02,        +7.094174848807e-02,        +9.430714241348e-01,        +1.356497305462e+00,        +9.775404301804e+00,        -5.102282138989e+00,        -4.330494147441e-02,        +7.128905643375e-02,        +1.443362292059e+00,        +2.000370205709e+00,        +2.142770436624e+01,        -7.279922675318e+00,        -8.016743162410e-02,        +1.145355370001e-01,        -2.129798237397e+00,        -5.844821740170e-02,        +5.502720418297e+01,        -8.268680548317e+00,        -5.138404919216e-03,        +2.727462105001e-02
 2.40015000e+00,        +2.124243841950e+00,        +1.950917345623e+00,        +3.043634581436e+00,        -3.747012914586e+00,        +3.810710316040e-02,        +7.097092756835e-02,        +9.434446442786e-01,        +1.357109449957e+00,        +9.780446194644e+00,        -5.106682714947e+00,        -4.331839863625e-02,        +7.131885697846e-02,        +1.443656721313e+00,        +2.001001613777e+00,        +2.143978041596e+01,        -7.286477009901e+00,        -8.019446277952e-02,        +1.145914076595e-01,        -2.133205544084e+00,        -5.851359530746e-02,        +5.506390441766e+01,        -8.279539474951e+00,        -5.209225314166e-03,        +2.732870147175e-02
 2.40017500e+00,        +2.125705015991e+00,        +1.952062912791e+00,        +3.044347414095e+00,        -3.750268026224e+00,        +3.815091820289e-02,        +7.100006658752e-02,        +9.438176795657e-01,        +1.357720847532e+00,        +9.785495504962e+00,        -5.111086446741e+00,        -4.333182986623e-02,        +7.134864323088e-02,        +1.443950975401e+00,        +2.001632210347e+00,        +2.145187098266e+01,        -7.293038171156e+00,        -8.022144029919e-02,        +1.146472531292e-01,        -2.136613088154e+00,        -5.857910080248e-02,        +5.510064840361e+01,        -8.290416096919e+00,        -5.280080343148e-03,        +2.738279201697e-02
 2.40020000e+00,        +2.127165139633e+00,        +1.953206893496e+00,        +3.045064788861e+00,        -3.753523046816e+00,        +3.819470176798e-02,        +7.102916560775e-02,        +9.441905298262e-01,        +1.358331499183e+00,        +9.790552243502e+00,        -5.115493346706e+00,        -4.334523520322e-02,        +7.137841519614e-02,        +1.444245054042e+00,        +2.002261996491e+00,        +2.146397608991e+01,        -7.299606179357e+00,        -8.024836425802e-02,        +1.147030734161e-01,        -2.140020869204e+00,        -5.864473391192e-02,        +5.513743621170e+01,        -8.301310459363e+00,        -5.350970177758e-03,        +2.743689277379e-02
 2.40022500e+00,        +2.128624213377e+00,        +1.954349290229e+00,        +3.045786710001e+00,        -3.756777984756e+00,        +3.823845387761e-02,        +7.105822469105e-02,        +9.445631948907e-01,        +1.358941405906e+00,        +9.795616421032e+00,        -5.119903427198e+00,        -4.335861468601e-02,        +7.140817287936e-02,        +1.444538956955e+00,        +2.002890973281e+00,        +2.147609576131e+01,        -7.306181054823e+00,        -8.027523473079e-02,        +1.147588685273e-01,        -2.143428886829e+00,        -5.871049466199e-02,        +5.517426791299e+01,        -8.312222607546e+00,        -5.421894989725e-03,        +2.749100383056e-02
