        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.41010000e+00,        +7.654324935538e-11,        +7.624885989988e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.094488181484e-13,        +2.736346051576e-03,        +9.058285417936e-13,        +1.187989621069e-02,        +2.094488181484e-13,        +2.736346051576e-03,        +9.058285417936e-13,        +1.187989621069e-02,        +1.274413673615e-13,        +1.664958940661e-03,        +5.486392719663e-13,        +7.195376726769e-03,        +3.637190163911e-11,        +4.751810505227e-01,        +3.870979898178e-11,        +5.076770856982e-01,        +1.476752734472e-11,        +1.929304996729e-01,        +1.208184776479e-11,        +1.584528316969e-01,        +5.317450363913e-12,        +6.946988021406e-02,        +5.800124646479e-12,        +7.606834586242e-02,        +4.813404204797e-12,        +6.288476443493e-02,        +5.565496304794e-12,        +7.299120684693e-02,        +1.485165391027e-11,        +1.940295719786e-01,        +1.205562160030e-11,        +1.581088768557e-01,        +8.442170705884e-14,        +1.102928184651e-03,        +5.815027879719e-13,        +7.626380102411e-03
 2.41010500e+00,        +7.655429495122e-11,        +7.625958876889e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.095030677072e-13,        +2.736659880947e-03,        +9.060304541933e-13,        +1.188087254101e-02,        +2.095030677072e-13,        +2.736659880947e-03,        +9.060304541933e-13,        +1.188087254101e-02,        +1.274721238266e-13,        +1.665120473095e-03,        +5.487622274101e-13,        +7.195976745602e-03,        +3.637390146821e-11,        +4.751386122933e-01,        +3.871211118032e-11,        +5.076359813275e-01,        +1.477077398796e-11,        +1.929450724793e-01,        +1.208448824303e-11,        +1.584651640287e-01,        +5.318768989448e-12,        +6.947708149931e-02,        +5.801524511524e-12,        +7.607600047656e-02,        +4.814489473860e-12,        +6.288986760217e-02,        +5.566786824167e-12,        +7.299786051873e-02,        +1.485494642273e-11,        +1.940445853782e-01,        +1.205824982481e-11,        +1.581210968939e-01,        +8.443941746918e-14,        +1.103000393681e-03,        +5.816355034333e-13,        +7.627047468037e-03
 2.41011000e+00,        +7.656534436199e-11,        +7.627032140884e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.095573370638e-13,        +2.736973741972e-03,        +9.062324364221e-13,        +1.188184892475e-02,        +2.095573370638e-13,        +2.736973741972e-03,        +9.062324364221e-13,        +1.188184892475e-02,        +1.275028912313e-13,        +1.665282018826e-03,        +5.488852252865e-13,        +7.196576796160e-03,        +3.637590195426e-11,        +4.750961712165e-01,        +3.871442420527e-11,        +5.075948742597e-01,        +1.477402174060e-11,        +1.929596459561e-01,        +1.208712963666e-11,        +1.584774970577e-01,        +5.320088135173e-12,        +6.948428403875e-02,        +5.802924899593e-12,        +7.608365603296e-02,        +4.815575089957e-12,        +6.289497069574e-02,        +5.568077785424e-12,        +7.300451450279e-02,        +1.485824007991e-11,        +1.940595997278e-01,        +1.206087895558e-11,        +1.581333175578e-01,        +8.445713380735e-14,        +1.103072604337e-03,        +5.817682646125e-13,        +7.627714868199e-03
 2.41011500e+00,        +7.657639758948e-11,        +7.628105782147e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.096116262278e-13,        +2.737287634651e-03,        +9.064344885124e-13,        +1.188282536188e-02,        +2.096116262278e-13,        +2.737287634651e-03,        +9.064344885124e-13,        +1.188282536188e-02,        +1.275336695805e-13,        +1.665443577853e-03,        +5.490082656152e-13,        +7.197176878434e-03,        +3.637790309755e-11,        +4.750537272929e-01,        +3.871673805698e-11,        +5.075537644954e-01,        +1.477727060312e-11,        +1.929742201029e-01,        +1.208977194611e-11,        +1.584898307835e-01,        +5.321407801386e-12,        +6.949148783302e-02,        +5.804325810957e-12,        +7.609131253189e-02,        +4.816661053204e-12,        +6.290007371496e-02,        +5.569369188752e-12,        +7.301116879877e-02,        +1.486153488234e-11,        +1.940746150270e-01,        +1.206350899301e-11,        +1.581455388472e-01,        +8.447485607607e-14,        +1.103144816617e-03,        +5.819010715308e-13,        +7.628382302887e-03
 2.41012000e+00,        +7.658745463544e-11,        +7.629179800856e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.096659352086e-13,        +2.737601558984e-03,        +9.066366104964e-13,        +1.188380185239e-02,        +2.096659352086e-13,        +2.737601558984e-03,        +9.066366104964e-13,        +1.188380185239e-02,        +1.275644588796e-13,        +1.665605150175e-03,        +5.491313484159e-13,        +7.197776992414e-03,        +3.637990489838e-11,        +4.750112805230e-01,        +3.871905273586e-11,        +5.075126520352e-01,        +1.478052057604e-11,        +1.929887949194e-01,        +1.209241517182e-11,        +1.585021652061e-01,        +5.322727988386e-12,        +6.949869288282e-02,        +5.805727245888e-12,        +7.609896997364e-02,        +4.817747363718e-12,        +6.290517665916e-02,        +5.570661034339e-12,        +7.301782340631e-02,        +1.486483083056e-11,        +1.940896312759e-01,        +1.206613993753e-11,        +1.581577607619e-01,        +8.449258427807e-14,        +1.103217030521e-03,        +5.820339242094e-13,        +7.629049772088e-03
 2.41012500e+00,        +7.659851550167e-11,        +7.630254197186e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.097202640158e-13,        +2.737915514971e-03,        +9.068388024065e-13,        +1.188477839625e-02,        +2.097202640158e-13,        +2.737915514971e-03,        +9.068388024065e-13,        +1.188477839625e-02,        +1.275952591336e-13,        +1.665766735791e-03,        +5.492544737082e-13,        +7.198377138087e-03,        +3.638190735705e-11,        +4.749688309072e-01,        +3.872136824228e-11,        +5.074715368796e-01,        +1.478377165985e-11,        +1.930033704051e-01,        +1.209505931421e-11,        +1.585145003252e-01,        +5.324048696470e-12,        +6.950589918880e-02,        +5.807129204659e-12,        +7.610662835848e-02,        +4.818834021616e-12,        +6.291027952770e-02,        +5.571953322371e-12,        +7.302447832506e-02,        +1.486812792511e-11,        +1.941046484744e-01,        +1.206877178955e-11,        +1.581699833015e-01,        +8.451031841607e-14,        +1.103289246046e-03,        +5.821668226696e-13,        +7.629717275793e-03
 2.41013000e+00,        +7.660958018992e-11,        +7.631328971312e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.097746126588e-13,        +2.738229502612e-03,        +9.070410642750e-13,        +1.188575499346e-02,        +2.097746126588e-13,        +2.738229502612e-03,        +9.070410642750e-13,        +1.188575499346e-02,        +1.276260703479e-13,        +1.665928334700e-03,        +5.493776415118e-13,        +7.198977315445e-03,        +3.638391047387e-11,        +4.749263784460e-01,        +3.872368457662e-11,        +5.074304190291e-01,        +1.478702385506e-11,        +1.930179465598e-01,        +1.209770437370e-11,        +1.585268361406e-01,        +5.325369925939e-12,        +6.951310675163e-02,        +5.808531687543e-12,        +7.611428768669e-02,        +4.819921027015e-12,        +6.291538231989e-02,        +5.573246053036e-12,        +7.303113355468e-02,        +1.487142616653e-11,        +1.941196666222e-01,        +1.207140454950e-11,        +1.581822064660e-01,        +8.452805849281e-14,        +1.103361463191e-03,        +5.822997669327e-13,        +7.630384813991e-03
 2.41013500e+00,        +7.662064870198e-11,        +7.632404123412e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.098289811471e-13,        +2.738543521907e-03,        +9.072433961344e-13,        +1.188673164398e-02,        +2.098289811471e-13,        +2.738543521907e-03,        +9.072433961344e-13,        +1.188673164398e-02,        +1.276568925275e-13,        +1.666089946902e-03,        +5.495008518464e-13,        +7.199577524477e-03,        +3.638591424913e-11,        +4.748839231400e-01,        +3.872600173927e-11,        +5.073892984843e-01,        +1.479027716218e-11,        +1.930325233829e-01,        +1.210035035073e-11,        +1.585391726522e-01,        +5.326691677091e-12,        +6.952031557197e-02,        +5.809934694811e-12,        +7.612194795857e-02,        +4.821008380032e-12,        +6.292048503509e-02,        +5.574539226522e-12,        +7.303778909483e-02,        +1.487472555537e-11,        +1.941346857193e-01,        +1.207403821779e-11,        +1.581944302550e-01,        +8.454580451102e-14,        +1.103433681955e-03,        +5.824327570199e-13,        +7.631052386670e-03
 2.41014000e+00,        +7.663172103964e-11,        +7.633479653660e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.098833694904e-13,        +2.738857572856e-03,        +9.074457980169e-13,        +1.188770834781e-02,        +2.098833694904e-13,        +2.738857572856e-03,        +9.074457980169e-13,        +1.188770834781e-02,        +1.276877256777e-13,        +1.666251572396e-03,        +5.496241047317e-13,        +7.200177765171e-03,        +3.638791868314e-11,        +4.748414649896e-01,        +3.872831973060e-11,        +5.073481752457e-01,        +1.479353158169e-11,        +1.930471008740e-01,        +1.210299724572e-11,        +1.585515098598e-01,        +5.328013950227e-12,        +6.952752565052e-02,        +5.811338226738e-12,        +7.612960917439e-02,        +4.822096080782e-12,        +6.292558767260e-02,        +5.575832843015e-12,        +7.304444494513e-02,        +1.487802609216e-11,        +1.941497057656e-01,        +1.207667279483e-11,        +1.582066546682e-01,        +8.456355647343e-14,        +1.103505902336e-03,        +5.825657929525e-13,        +7.631719993819e-03
 2.41014500e+00,        +7.664279720466e-11,        +7.634555562235e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.099377776981e-13,        +2.739171655459e-03,        +9.076482699552e-13,        +1.188868510493e-02,        +2.099377776981e-13,        +2.739171655459e-03,        +9.076482699552e-13,        +1.188868510493e-02,        +1.277185698037e-13,        +1.666413211180e-03,        +5.497474001875e-13,        +7.200778037518e-03,        +3.638992377619e-11,        +4.747990039953e-01,        +3.873063855100e-11,        +5.073070493138e-01,        +1.479678711411e-11,        +1.930616790329e-01,        +1.210564505910e-11,        +1.585638477632e-01,        +5.329336745645e-12,        +6.953473698792e-02,        +5.812742283597e-12,        +7.613727133443e-02,        +4.823184129384e-12,        +6.293069023179e-02,        +5.577126902704e-12,        +7.305110110525e-02,        +1.488132777744e-11,        +1.941647267610e-01,        +1.207930828106e-11,        +1.582188797054e-01,        +8.458131438278e-14,        +1.103578124333e-03,        +5.826988747520e-13,        +7.632387635429e-03
 2.41015000e+00,        +7.665387719883e-11,        +7.635631849312e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.099922057798e-13,        +2.739485769717e-03,        +9.078508119815e-13,        +1.188966191532e-02,        +2.099922057798e-13,        +2.739485769717e-03,        +9.078508119815e-13,        +1.188966191532e-02,        +1.277494249106e-13,        +1.666574863255e-03,        +5.498707382336e-13,        +7.201378341507e-03,        +3.639192952859e-11,        +4.747565401577e-01,        +3.873295820085e-11,        +5.072659206892e-01,        +1.480004375994e-11,        +1.930762578591e-01,        +1.210829379130e-11,        +1.585761863622e-01,        +5.330660063645e-12,        +6.954194958487e-02,        +5.814146865661e-12,        +7.614493443898e-02,        +4.824272525953e-12,        +6.293579271196e-02,        +5.578421405776e-12,        +7.305775757482e-02,        +1.488463061176e-11,        +1.941797487054e-01,        +1.208194467688e-11,        +1.582311053664e-01,        +8.459907824180e-14,        +1.103650347945e-03,        +5.828320024395e-13,        +7.633055311487e-03
 2.41015500e+00,        +7.666496102393e-11,        +7.636708515068e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.100466537450e-13,        +2.739799915628e-03,        +9.080534241284e-13,        +1.189063877896e-02,        +2.100466537450e-13,        +2.739799915628e-03,        +9.080534241284e-13,        +1.189063877896e-02,        +1.277802910037e-13,        +1.666736528619e-03,        +5.499941188896e-13,        +7.201978677128e-03,        +3.639393594064e-11,        +4.747140734772e-01,        +3.873527868054e-11,        +5.072247893725e-01,        +1.480330151969e-11,        +1.930908373523e-01,        +1.211094344275e-11,        +1.585885256567e-01,        +5.331983904529e-12,        +6.954916344202e-02,        +5.815551973204e-12,        +7.615259848833e-02,        +4.825361270608e-12,        +6.294089511246e-02,        +5.579716352419e-12,        +7.306441435351e-02,        +1.488793459566e-11,        +1.941947715986e-01,        +1.208458198271e-11,        +1.582433316509e-01,        +8.461684805325e-14,        +1.103722573169e-03,        +5.829651760365e-13,        +7.633723021984e-03
 2.41016000e+00,        +7.667604868174e-11,        +7.637785559679e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.101011216032e-13,        +2.740114093193e-03,        +9.082561064284e-13,        +1.189161569583e-02,        +2.101011216032e-13,        +2.740114093193e-03,        +9.082561064284e-13,        +1.189161569583e-02,        +1.278111680882e-13,        +1.666898207271e-03,        +5.501175421753e-13,        +7.202579044370e-03,        +3.639594301264e-11,        +4.746716039544e-01,        +3.873759999045e-11,        +5.071836553641e-01,        +1.480656039385e-11,        +1.931054175119e-01,        +1.211359401387e-11,        +1.586008656465e-01,        +5.333308268596e-12,        +6.955637856005e-02,        +5.816957606498e-12,        +7.616026348275e-02,        +4.826450363464e-12,        +6.294599743262e-02,        +5.581011742820e-12,        +7.307107144096e-02,        +1.489123972967e-11,        +1.942097954406e-01,        +1.208722019898e-11,        +1.582555585586e-01,        +8.463462381984e-14,        +1.103794800005e-03,        +5.830983955643e-13,        +7.634390766907e-03
 2.41016500e+00,        +7.668714017405e-11,        +7.638862983322e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.101556093641e-13,        +2.740428302413e-03,        +9.084588589138e-13,        +1.189259266591e-02,        +2.101556093641e-13,        +2.740428302413e-03,        +9.084588589138e-13,        +1.189259266591e-02,        +1.278420561693e-13,        +1.667059899211e-03,        +5.502410081105e-13,        +7.203179443222e-03,        +3.639795074490e-11,        +4.746291315896e-01,        +3.873992213096e-11,        +5.071425186646e-01,        +1.480982038294e-11,        +1.931199983377e-01,        +1.211624550510e-11,        +1.586132063313e-01,        +5.334633156147e-12,        +6.956359493964e-02,        +5.818363765821e-12,        +7.616792942253e-02,        +4.827539804639e-12,        +6.295109967177e-02,        +5.582307577168e-12,        +7.307772883681e-02,        +1.489454601434e-11,        +1.942248202311e-01,        +1.208985932610e-11,        +1.582677860894e-01,        +8.465240554434e-14,        +1.103867028451e-03,        +5.832316610443e-13,        +7.635058546248e-03
 2.41017000e+00,        +7.669823550263e-11,        +7.639940786175e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.102101170371e-13,        +2.740742543287e-03,        +9.086616816173e-13,        +1.189356968920e-02,        +2.102101170371e-13,        +2.740742543287e-03,        +9.086616816173e-13,        +1.189356968920e-02,        +1.278729552522e-13,        +1.667221604437e-03,        +5.503645167150e-13,        +7.203779873673e-03,        +3.639995913771e-11,        +4.745866563835e-01,        +3.874224510246e-11,        +5.071013792746e-01,        +1.481308148745e-11,        +1.931345798293e-01,        +1.211889791687e-11,        +1.586255477110e-01,        +5.335958567484e-12,        +6.957081258148e-02,        +5.819770451444e-12,        +7.617559630796e-02,        +4.828629594249e-12,        +6.295620182922e-02,        +5.583603855650e-12,        +7.308438654072e-02,        +1.489785345022e-11,        +1.942398459702e-01,        +1.209249936450e-11,        +1.582800142428e-01,        +8.467019322947e-14,        +1.103939258506e-03,        +5.833649724978e-13,        +7.635726359993e-03
 2.41017500e+00,        +7.670933466929e-11,        +7.641018968414e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.102646446319e-13,        +2.741056815815e-03,        +9.088645745713e-13,        +1.189454676566e-02,        +2.102646446319e-13,        +2.741056815815e-03,        +9.088645745713e-13,        +1.189454676566e-02,        +1.279038653421e-13,        +1.667383322950e-03,        +5.504880680087e-13,        +7.204380335715e-03,        +3.640196819138e-11,        +4.745441783366e-01,        +3.874456890532e-11,        +5.070602371946e-01,        +1.481634370789e-11,        +1.931491619862e-01,        +1.212155124960e-11,        +1.586378897855e-01,        +5.337284502906e-12,        +6.957803148621e-02,        +5.821177663642e-12,        +7.618326413931e-02,        +4.829719732412e-12,        +6.296130390433e-02,        +5.584900578455e-12,        +7.309104455232e-02,        +1.490116203784e-11,        +1.942548726578e-01,        +1.209514031459e-11,        +1.582922430188e-01,        +8.468798687799e-14,        +1.104011490167e-03,        +5.834983299463e-13,        +7.636394208133e-03
 2.41018000e+00,        +7.672043767579e-11,        +7.642097530216e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.103191921579e-13,        +2.741371119997e-03,        +9.090675378085e-13,        +1.189552389529e-02,        +2.103191921579e-13,        +2.741371119997e-03,        +9.090675378085e-13,        +1.189552389529e-02,        +1.279347864443e-13,        +1.667545054747e-03,        +5.506116620112e-13,        +7.204980829335e-03,        +3.640397790621e-11,        +4.745016974493e-01,        +3.874689353994e-11,        +5.070190924251e-01,        +1.481960704477e-11,        +1.931637448081e-01,        +1.212420550373e-11,        +1.586502325545e-01,        +5.338610962716e-12,        +6.958525165453e-02,        +5.822585402690e-12,        +7.619093291688e-02,        +4.830810219243e-12,        +6.296640589640e-02,        +5.586197745770e-12,        +7.309770287127e-02,        +1.490447177776e-11,        +1.942699002936e-01,        +1.209778217680e-11,        +1.583044724170e-01,        +8.470578649264e-14,        +1.104083723435e-03,        +5.836317334112e-13,        +7.637062090657e-03
 2.41018500e+00,        +7.673154452394e-11,        +7.643176471759e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.103737596249e-13,        +2.741685455833e-03,        +9.092705713613e-13,        +1.189650107807e-02,        +2.103737596249e-13,        +2.741685455833e-03,        +9.092705713613e-13,        +1.189650107807e-02,        +1.279657185639e-13,        +1.667706799829e-03,        +5.507352987424e-13,        +7.205581354523e-03,        +3.640598828251e-11,        +4.744592137221e-01,        +3.874921900670e-11,        +5.069779449667e-01,        +1.482287149859e-11,        +1.931783282945e-01,        +1.212686067968e-11,        +1.586625760178e-01,        +5.339937947217e-12,        +6.959247308713e-02,        +5.823993668863e-12,        +7.619860264096e-02,        +4.831901054860e-12,        +6.297150780476e-02,        +5.587495357784e-12,        +7.310436149720e-02,        +1.490778267050e-11,        +1.942849288776e-01,        +1.210042495154e-11,        +1.583167024371e-01,        +8.472359207618e-14,        +1.104155958307e-03,        +5.837651829138e-13,        +7.637730007553e-03
 2.41019000e+00,        +7.674265521552e-11,        +7.644255793220e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.104283470423e-13,        +2.741999823323e-03,        +9.094736752625e-13,        +1.189747831397e-02,        +2.104283470423e-13,        +2.741999823323e-03,        +9.094736752625e-13,        +1.189747831397e-02,        +1.279966617063e-13,        +1.667868558194e-03,        +5.508589782222e-13,        +7.206181911269e-03,        +3.640799932057e-11,        +4.744167271555e-01,        +3.875154530598e-11,        +5.069367948199e-01,        +1.482613706986e-11,        +1.931929124451e-01,        +1.212951677789e-11,        +1.586749201754e-01,        +5.341265456709e-12,        +6.959969578468e-02,        +5.825402462437e-12,        +7.620627331183e-02,        +4.832992239381e-12,        +6.297660962874e-02,        +5.588793414685e-12,        +7.311102042978e-02,        +1.491109471662e-11,        +1.942999584096e-01,        +1.210306863924e-11,        +1.583289330790e-01,        +8.474140363135e-14,        +1.104228194781e-03,        +5.838986784756e-13,        +7.638397958811e-03
