        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.415244930016e+05,        +1.009876030476e-05
 2.00e+00,        +1.938204753817e+10,        +1.341025781320e-10
 3.00e+00,        +1.759734136321e+07,        -1.480779452089e-07
 4.00e+00,        +4.081111680135e+04,        -6.386412765043e-05
 5.00e+00,        +3.237941555072e+08,        -8.342670036125e-09
 6.00e+00,        +1.846037261333e+10,        +1.463407219882e-10
 7.00e+00,        +1.401178282018e+11,        +1.997650558249e-11
 8.00e+00,        +1.199375869135e+13,        -2.402424393434e-13
