        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.389919291671e+00,        +5.153004308150e-04,        +2.318957257074e+03,        +1.081923083927e-13,        +6.910069394767e-09
 2.00e+00,        +2.451488001940e+00,        +1.626144662587e-04,        +7.537730386895e+03,        +9.606395034889e-14,        +6.135542385206e-09
 3.00e+00,        +2.606300599379e+00,        +7.182692869475e-05,        +1.814292110028e+04,        +9.539134583341e-14,        +6.092820008991e-09
 4.00e+00,        +2.606350923084e+00,        +7.019829146467e-05,        +1.856420483781e+04,        +7.807000956736e-14,        +4.986474594425e-09
 5.00e+00,        +2.723606914416e+00,        +7.823754885277e-05,        +1.740600872264e+04,        +1.474029085252e-13,        +9.415181331008e-09
 6.00e+00,        +2.741775099111e+00,        +4.068836833910e-04,        +3.369237009520e+03,        +8.890319993213e-14,        +5.678611019196e-09
 7.00e+00,        +2.750266910555e+00,        +6.999170280487e-05,        +1.964709244975e+04,        +1.275080788212e-13,        +8.144480942699e-09
 8.00e+00,        +2.751910575064e+00,        +3.282675599948e-04,        +4.191566468959e+03,        +1.104944154223e-13,        +7.057749306137e-09
