        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.436868281484e+00,        +3.527792527992e-05,        +3.453814619770e+04,        +1.052685200406e-13,        +9.484488456804e-09
 2.00e+00,        +2.568855956994e+00,        +2.161630116364e-04,        +5.941941562161e+03,        +7.023089871423e-14,        +6.327886470204e-09
 3.00e+00,        +2.599063146735e+00,        +8.053875503667e-05,        +1.613548127730e+04,        +7.813478324522e-14,        +7.040093423507e-09
 4.00e+00,        +2.605720712913e+00,        +6.288060457993e-05,        +2.071959017474e+04,        +1.104948199282e-13,        +9.955812729078e-09
 5.00e+00,        +2.701525307738e+00,        +6.743432987079e-05,        +2.003078634989e+04,        +1.606259738089e-13,        +1.447311996057e-08
 6.00e+00,        +2.701778416246e+00,        +6.368269094674e-05,        +2.121281604805e+04,        +9.187287539974e-14,        +8.278158324454e-09
 7.00e+00,        +2.707012173361e+00,        +4.747927286809e-04,        +2.850730488774e+03,        +7.272240897664e-14,        +6.552625101863e-09
 8.00e+00,        +2.739690477369e+00,        +7.352877064182e-05,        +1.863005769335e+04,        +1.134910870510e-13,        +1.022616690144e-08
