        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +3.292540468113e-10,        +3.292446522920e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.542747083761e-13,        +1.075991963674e-03,        +1.487141848006e-11,        +4.516829165346e-02,        +3.542747083761e-13,        +1.075991963674e-03,        +1.487141848006e-11,        +4.516829165346e-02,        +3.958027221140e-12,        +1.202119536410e-02,        +6.725130467053e-12,        +2.042593682308e-02,        +6.920005752331e-11,        +2.101722308154e-01,        +6.561952069738e-11,        +1.993032240329e-01,        +6.406027257871e-11,        +1.945618381888e-01,        +5.989496624044e-11,        +1.819162918015e-01,        +6.179012348065e-11,        +1.876670129921e-01,        +5.763442733240e-11,        +1.750504584697e-01,        +6.604547785402e-11,        +2.005912409996e-01,        +6.192709443494e-11,        +1.880883835283e-01,        +6.378194781895e-11,        +1.937165190122e-01,        +5.964444872382e-11,        +1.811554061960e-01,        +6.380490840671e-14,        +1.937862541847e-04,        +2.923257265333e-12,        +8.878678043767e-03,        +6.071771297718e-17,        +1.844099216554e-07,        +4.388650540416e-15,        +1.332945124504e-05
 2.00e+00,        +3.292540468113e-10,        +3.291986426637e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.490076544387e-14,        +7.562781895933e-05,        +1.716641195069e-13,        +5.214605932696e-04,        +2.490076544387e-14,        +7.562781895933e-05,        +1.716641195069e-13,        +5.214605932696e-04,        +2.326174868186e-13,        +7.064984897571e-04,        +9.823134748687e-14,        +2.983953599931e-04,        +1.346986023903e-10,        +4.091023442076e-01,        +1.346387194951e-10,        +4.089892911031e-01,        +4.387271982688e-11,        +1.332488400728e-01,        +5.184085912835e-11,        +1.574759200369e-01,        +4.971370656843e-11,        +1.509889006677e-01,        +5.379279657207e-11,        +1.634052805832e-01,        +4.620224590784e-11,        +1.403240031681e-01,        +4.212212383018e-11,        +1.279535161183e-01,        +5.447440103491e-11,        +1.654479316579e-01,        +4.648699306188e-11,        +1.412125903246e-01,        +2.433668849580e-14,        +7.391462225445e-05,        +4.723213358391e-14,        +1.434760884849e-04,        +1.051614212981e-14,        +3.193929499623e-05,        +2.297547073583e-17,        +6.979211867319e-08
 3.00e+00,        +3.292540468113e-10,        +3.292362767290e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.218885158672e-11,        +3.701959536947e-02,        +3.269370268083e-13,        +9.930164137939e-04,        +1.218885158672e-11,        +3.701959536947e-02,        +3.269370268083e-13,        +9.930164137939e-04,        +7.529748196353e-11,        +2.286911358957e-01,        +4.752816632196e-12,        +1.443588379572e-02,        +4.701212876237e-11,        +1.427837538146e-01,        +6.459378310218e-11,        +1.961927881822e-01,        +4.728694438167e-11,        +1.436184151406e-01,        +6.492012262004e-11,        +1.971839897627e-01,        +4.695346071806e-11,        +1.426055690819e-01,        +6.457836471454e-11,        +1.961459574143e-01,        +4.704943545355e-11,        +1.428970605197e-01,        +6.462565771825e-11,        +1.962896019853e-01,        +4.704359785055e-11,        +1.428793307361e-01,        +6.457425688053e-11,        +1.961334805571e-01,        +6.422020996808e-12,        +1.950475949803e-02,        +8.633028968896e-13,        +2.622137832035e-03,        +1.250980283892e-16,        +3.799437838372e-07,        +1.035137573351e-15,        +3.144056856780e-06
 4.00e+00,        +3.292540468113e-10,        +3.292381559399e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.020156234328e-16,        +1.524706008308e-06,        +3.526624681455e-16,        +1.071147015566e-06,        +5.020156234328e-16,        +1.524706008308e-06,        +3.526624681455e-16,        +1.071147015566e-06,        +3.271810996810e-15,        +9.937041103965e-06,        +1.046531506736e-15,        +3.178645876411e-06,        +6.590720725042e-11,        +2.001712898861e-01,        +6.622762783994e-11,        +2.011541695429e-01,        +7.197549390667e-11,        +2.186016986085e-01,        +6.014923984242e-11,        +1.826921903104e-01,        +6.961540468273e-11,        +2.114337100999e-01,        +6.202404299407e-11,        +1.883865581041e-01,        +6.217984789376e-11,        +1.888506716803e-01,        +6.925924156338e-11,        +2.103621354750e-01,        +5.957172040624e-11,        +1.809293491855e-01,        +7.155649612377e-11,        +2.173396212826e-01,        +1.149893072917e-16,        +3.492418951426e-07,        +1.831363174994e-16,        +5.562426899657e-07,        +4.838555422804e-16,        +1.469550782948e-06,        +1.992524607851e-14,        +6.051924942181e-05
 5.00e+00,        +3.292540468113e-10,        +3.292379447825e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.661772616197e-12,        +8.084251786653e-03,        +6.331403097287e-12,        +1.923047813177e-02,        +2.661772616197e-12,        +8.084251786653e-03,        +6.331403097287e-12,        +1.923047813177e-02,        +9.589032610552e-12,        +2.912350722313e-02,        +4.925487686288e-12,        +1.496026738213e-02,        +4.237073537342e-11,        +1.286870602921e-01,        +5.708055619350e-11,        +1.733717425287e-01,        +7.584141823256e-11,        +2.303431619658e-01,        +6.728720856331e-11,        +2.043725810759e-01,        +6.399958454658e-11,        +1.943775184129e-01,        +6.316238851840e-11,        +1.918441951159e-01,        +4.743544098593e-11,        +1.440694243407e-01,        +5.735958864495e-11,        +1.742192525313e-01,        +8.568318516850e-11,        +2.602342659060e-01,        +7.038308444115e-11,        +2.137757374462e-01,        +1.672839660413e-12,        +5.080695823223e-03,        +2.705198063947e-12,        +8.216544012671e-03,        +3.761712465404e-17,        +1.142495438351e-07,        +3.029573647494e-15,        +9.201775480330e-06
 6.00e+00,        +3.292540468113e-10,        +3.292388637093e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.714588258941e-12,        +8.244661789980e-03,        +6.417520038785e-12,        +1.949198817686e-02,        +2.714588258941e-12,        +8.244661789980e-03,        +6.417520038785e-12,        +1.949198817686e-02,        +9.671224484185e-12,        +2.937313778782e-02,        +4.961521877958e-12,        +1.506967258379e-02,        +8.555982705390e-11,        +2.598596065334e-01,        +7.073225309825e-11,        +2.148356737153e-01,        +5.006902708842e-11,        +1.520680689374e-01,        +5.864698083370e-11,        +1.781289735147e-01,        +6.163132163773e-11,        +1.871847050465e-01,        +6.255034510101e-11,        +1.899846949910e-01,        +7.829369231551e-11,        +2.377911314189e-01,        +6.820076182392e-11,        +2.071467537445e-01,        +3.964538445655e-11,        +1.204097104971e-01,        +5.502328532465e-11,        +1.671226923357e-01,        +1.668975293211e-12,        +5.068959089112e-03,        +2.704290620900e-12,        +8.213764895288e-03,        +6.222813787746e-18,        +1.889973364948e-08,        +1.904990148015e-15,        +5.786042773180e-06
 7.00e+00,        +3.292540468113e-10,        +3.291385623712e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.316267585526e-13,        +3.997726370483e-04,        +2.611285109926e-13,        +7.933695435484e-04,        +1.316267585526e-13,        +3.997726370483e-04,        +2.611285109926e-13,        +7.933695435484e-04,        +3.933078355208e-13,        +1.194542145586e-03,        +1.366118039377e-13,        +4.150586396001e-04,        +2.353199683207e-10,        +7.147063812875e-01,        +2.356664254685e-10,        +7.160097673474e-01,        +2.173129022038e-11,        +6.600158883645e-02,        +2.372064072595e-11,        +7.206885925203e-02,        +2.035790530363e-11,        +6.183038751017e-02,        +2.477936756425e-11,        +7.528551922245e-02,        +2.781169728229e-11,        +8.446880927248e-02,        +2.466122018278e-11,        +7.492655982063e-02,        +2.349389669998e-11,        +7.135492160997e-02,        +1.986833041265e-11,        +6.036463873911e-02,        +1.181615610143e-14,        +3.588765640351e-05,        +4.312839640310e-14,        +1.310341641295e-04,        +2.538234069874e-15,        +7.709044412531e-06,        +1.709305797081e-15,        +5.193271140176e-06
 8.00e+00,        +3.292540468113e-10,        +3.292363784805e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.228171594489e-15,        +1.891600621103e-05,        +2.912573546124e-13,        +8.846451171546e-04,        +6.228171594489e-15,        +1.891600621103e-05,        +2.912573546124e-13,        +8.846451171546e-04,        +1.410801402103e-13,        +4.284841494785e-04,        +3.974872397011e-13,        +1.207300485856e-03,        +5.660793993136e-11,        +1.719278486615e-01,        +6.540005493241e-11,        +1.986416423186e-01,        +7.465105378174e-11,        +2.267278246227e-01,        +6.591933879213e-11,        +2.002188795065e-01,        +8.059966167039e-11,        +2.447947487691e-01,        +6.624143321492e-11,        +2.011971870200e-01,        +6.602282592727e-11,        +2.005224432826e-01,        +6.569619722718e-11,        +1.995411246181e-01,        +5.122309960718e-11,        +1.555731815698e-01,        +6.518852627579e-11,        +1.979991596817e-01,        +2.111339079680e-15,        +6.412492420754e-06,        +9.828570764860e-14,        +2.985262688838e-04,        +4.624246215861e-17,        +1.404461466957e-07,        +3.797736093986e-15,        +1.153498319813e-05
