        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +7.087507158025e-04,        +9.950516890922e-04
 2.00e+00,        +2.110634322945e-05,        +2.533111716529e-05
 3.00e+00,        +3.350111160380e-05,        +2.810178549147e-05
 4.00e+00,        +1.748225989967e-03,        +2.592190423750e-03
 5.00e+00,        +2.316469841653e-05,        +2.697787835449e-05
 6.00e+00,        +2.772322586363e-06,        +3.232399080920e-06
 7.00e+00,        +2.036843567203e-06,        +2.309639240001e-06
 8.00e+00,        +6.326355991634e-07,        +6.968388643384e-07
