        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.352407770384e+05,        +1.803559159701e-05
 2.00e+00,        +1.978368663176e+08,        +1.313759232454e-08
 3.00e+00,        +1.127711100357e+08,        +2.310600256461e-08
 4.00e+00,        +2.206225407424e+04,        +1.181350846529e-04
 5.00e+00,        +1.767887588355e+08,        +1.527976436133e-08
 6.00e+00,        +1.232745958729e+10,        +2.191426219018e-10
 7.00e+00,        +2.391204077777e+10,        +1.145993968944e-10
 8.00e+00,        +2.614806691344e+11,        +1.070460578328e-11
