        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +2.252476908650e+00,        -5.194596672324e-02,        +3.546351436455e+00,        +5.515911315719e-02,        -2.073510314879e-02,        -3.483748577157e-03,        +2.792802292694e+00,        +1.805673139778e-01,        +1.008085590044e+01,        -7.845686586573e-02,        -1.147089097709e-02,        +3.355210643396e-03,        +3.596371493942e+00,        +1.992969109898e-01,        +2.195041964039e+01,        -4.910701408757e-02,        +1.267106239651e-02,        +7.463846515410e-03,        -2.084077661849e+00,        -2.169009049328e-02,        +5.823094078848e+01,        +4.302426269341e-01,        +2.889791768558e-02,        +2.628366946596e-03
 2.40002500e+00,        +2.253856479230e+00,        -5.199211706346e-02,        +3.547926245576e+00,        +5.515851236760e-02,        -2.071951566815e-02,        -3.485525679163e-03,        +2.794099143192e+00,        +1.806418790960e-01,        +1.008672304605e+01,        -7.864562588118e-02,        -1.144955420292e-02,        +3.357680849396e-03,        +3.597447095510e+00,        +1.993464861780e-01,        +2.196406718711e+01,        -4.940642841028e-02,        +1.270487088684e-02,        +7.468135684387e-03,        -2.087473652766e+00,        -2.172382106318e-02,        +5.827272103397e+01,        +4.298975043219e-01,        +2.883974520082e-02,        +2.630037009949e-03
 2.40005000e+00,        +2.255234185860e+00,        -5.203828951016e-02,        +3.549508477509e+00,        +5.515783556221e-02,        -2.070397212335e-02,        -3.487300666331e-03,        +2.795394195601e+00,        +1.807162530147e-01,        +1.009260294890e+01,        -7.883442560911e-02,        -1.142826953974e-02,        +3.360147305005e-03,        +3.598520960707e+00,        +1.993958909929e-01,        +2.197773723528e+01,        -4.970601667495e-02,        +1.273861828069e-02,        +7.472418171763e-03,        -2.090869863424e+00,        -2.175751010437e-02,        +5.831455744384e+01,        +4.295515778730e-01,        +2.878148966841e-02,        +2.631706117817e-03
 2.40007500e+00,        +2.256610031591e+00,        -5.208448397204e-02,        +3.551098136430e+00,        +5.515708229009e-02,        -2.068847241462e-02,        -3.489073539766e-03,        +2.796687452840e+00,        +1.807904360893e-01,        +1.009849562331e+01,        -7.902326609889e-02,        -1.140703687957e-02,        +3.362610018828e-03,        +3.599593092234e+00,        +1.994451257502e-01,        +2.199142981759e+01,        -5.000578052781e-02,        +1.277230470681e-02,        +7.476693990971e-03,        -2.094266293115e+00,        -2.179115755601e-02,        +5.835645011748e+01,        +4.292048446065e-01,        +2.872315090040e-02,        +2.633374277050e-03
 2.40010000e+00,        +2.257984019463e+00,        -5.213070035828e-02,        +3.552695226548e+00,        +5.515625210013e-02,        -2.067301644245e-02,        -3.490844300569e-03,        +2.797978917820e+00,        +1.808644286739e-01,        +1.010440108368e+01,        -7.921214840043e-02,        -1.138585611468e-02,        +3.365068999452e-03,        +3.600663492785e+00,        +1.994941907646e-01,        +2.200514496684e+01,        -5.030572161706e-02,        +1.280593029363e-02,        +7.480963155406e-03,        -2.097662941127e+00,        -2.182476335719e-02,        +5.839839915458e+01,        +4.288573015336e-01,        +2.866472870848e-02,        +2.635041494508e-03
 2.40012500e+00,        +2.259356152508e+00,        -5.217693857858e-02,        +3.554299752109e+00,        +5.515534454105e-02,        -2.065760410755e-02,        -3.492612949873e-03,        +2.799268593443e+00,        +1.809382311215e-01,        +1.011031934448e+01,        -7.940107356418e-02,        -1.136472713762e-02,        +3.367524255409e-03,        +3.601732165048e+00,        +1.995430863498e-01,        +2.201888271592e+01,        -5.060584159299e-02,        +1.283949516927e-02,        +7.485225678392e-03,        -2.101059806749e+00,        -2.185832744717e-02,        +5.844040465507e+01,        +4.285089456573e-01,        +2.860622290393e-02,        +2.636707777059e-03
 2.40015000e+00,        +2.260726433753e+00,        -5.222319854294e-02,        +3.555911717390e+00,        +5.515435916111e-02,        -2.064223531086e-02,        -3.494379488777e-03,        +2.800556482605e+00,        +1.810118437841e-01,        +1.011625042023e+01,        -7.959004264162e-02,        -1.134364984120e-02,        +3.369975795236e-03,        +3.602799111704e+00,        +1.995918128184e-01,        +2.203264309784e+01,        -5.090614210844e-02,        +1.287299946159e-02,        +7.489481573252e-03,        -2.104456889269e+00,        -2.189184976512e-02,        +5.848246671918e+01,        +4.281597739720e-01,        +2.854763329765e-02,        +2.638373131577e-03
 2.40017500e+00,        +2.262094866213e+00,        -5.226948016182e-02,        +3.557531126704e+00,        +5.515329550826e-02,        -2.062690995356e-02,        -3.496143918398e-03,        +2.801842588192e+00,        +1.810852670125e-01,        +1.012219432550e+01,        -7.977905668472e-02,        -1.132262411848e-02,        +3.372423627428e-03,        +3.603864335422e+00,        +1.996403704822e-01,        +2.204642614573e+01,        -5.120662481829e-02,        +1.290644329811e-02,        +7.493730853243e-03,        -2.107854187975e+00,        -2.192533025022e-02,        +5.852458544738e+01,        +4.278097834636e-01,        +2.848895970013e-02,        +2.640037564942e-03
 2.40020000e+00,        +2.263461452897e+00,        -5.231578334606e-02,        +3.559157984396e+00,        +5.515215313012e-02,        -2.061162793705e-02,        -3.497906239856e-03,        +2.803126913086e+00,        +1.811585011563e-01,        +1.012815107493e+01,        -7.996811674635e-02,        -1.130164986279e-02,        +3.374867760451e-03,        +3.604927838870e+00,        +1.996887596517e-01,        +2.206023189279e+01,        -5.150729137982e-02,        +1.293982680607e-02,        +7.497973531587e-03,        -2.111251702152e+00,        -2.195876884169e-02,        +5.856676094041e+01,        +4.274589711099e-01,        +2.843020192149e-02,        +2.641701084043e-03
 2.40022500e+00,        +2.264826196808e+00,        -5.236210800694e-02,        +3.560792294847e+00,        +5.515093157404e-02,        -2.059638916295e-02,        -3.499666454256e-03,        +2.804409460157e+00,        +1.812315465643e-01,        +1.013412068322e+01,        -8.015722388006e-02,        -1.128072696774e-02,        +3.377308202764e-03,        +3.605989624704e+00,        +1.997369806368e-01,        +2.207406037236e+01,        -5.180814345254e-02,        +1.297315011240e-02,        +7.502209621478e-03,        -2.114649431088e+00,        -2.199216547876e-02,        +5.860899329930e+01,        +4.271073338801e-01,        +2.837135977141e-02,        +2.643363695775e-03
