        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +7.331432807119e-04,        -4.365428977161e-03
 2.00e+00,        -6.247070057001e-06,        -7.060807505880e-05
 3.00e+00,        +1.267153785855e-04,        +1.598526365549e-03
 4.00e+00,        -2.358163630128e-05,        -3.559484660964e-04
 5.00e+00,        +4.535075442647e-03,        +5.732168971837e-03
 6.00e+00,        +1.698043152589e-05,        +1.044155667249e-04
 7.00e+00,        +2.693999025555e-03,        +5.346146322009e-03
 8.00e+00,        -3.547344178229e-06,        -9.082962918013e-05
