        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +9.230360905370e+03,        +2.643671948374e-04
 2.00e+00,        +3.826981869989e+07,        -6.779055190785e-08
 3.00e+00,        +7.478927995239e+04,        +3.469238257651e-05
 4.00e+00,        +1.578046449151e+06,        -1.716920923993e-06
 5.00e+00,        +3.786090023851e+03,        +7.208018795887e-04
 6.00e+00,        +1.813182205341e+07,        +1.509874480227e-07
 7.00e+00,        +5.665074761894e+03,        +4.835360592571e-04
 8.00e+00,        +2.492919628536e+07,        -1.114784856114e-07
