        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +2.935514708646e-10,        +2.935369846171e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.960908479658e-12,        +6.679947723932e-03,        +4.214011845009e-12,        +1.435598260473e-02,        +1.960908479658e-12,        +6.679947723932e-03,        +4.214011845009e-12,        +1.435598260473e-02,        +1.031548028440e-12,        +3.514027796905e-03,        +2.995869874290e-12,        +1.020610700283e-02,        +2.320169876400e-11,        +7.903792372652e-02,        +4.400570584013e-11,        +1.499153706220e-01,        +8.894848530568e-11,        +3.030081404250e-01,        +6.809491128086e-11,        +2.319806867597e-01,        +4.314464403763e-11,        +1.469747159180e-01,        +5.054573796769e-11,        +1.721954663860e-01,        +4.965826001498e-11,        +1.691637240608e-01,        +5.300331232036e-11,        +1.805677481817e-01,        +8.504360217356e-11,        +2.897059310352e-01,        +6.669658322331e-11,        +2.272169665785e-01,        +5.175704241525e-13,        +1.763133472397e-03,        +3.820760569797e-12,        +1.301628336470e-02,        +4.475363644782e-14,        +1.524558412738e-04,        +1.600916956624e-13,        +5.453884997531e-04
 2.00e+00,        +2.935514708646e-10,        +2.935369792320e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.961464816774e-12,        +6.681842918372e-03,        +4.212965449838e-12,        +1.435241808668e-02,        +1.961464816774e-12,        +6.681842918372e-03,        +4.212965449838e-12,        +1.435241808668e-02,        +1.031771958981e-12,        +3.514790629194e-03,        +2.995516842253e-12,        +1.020490450672e-02,        +9.349485110089e-11,        +3.184955974689e-01,        +6.962835880515e-11,        +2.372047262574e-01,        +2.692400770551e-11,        +9.171818361602e-02,        +4.472707649615e-11,        +1.523728853965e-01,        +7.203422680700e-11,        +2.453887442459e-01,        +6.156771332773e-11,        +2.097443173559e-01,        +6.597675327301e-11,        +2.247536116195e-01,        +5.957758383101e-11,        +2.029644918568e-01,        +3.156602246820e-11,        +1.075314743790e-01,        +4.684674112662e-11,        +1.595940015776e-01,        +5.175969908254e-13,        +1.763223973299e-03,        +3.821033928350e-12,        +1.301721486113e-02,        +4.477574335432e-14,        +1.525311497246e-04,        +1.599894249075e-13,        +5.450401013397e-04
 3.00e+00,        +2.935514708646e-10,        +2.935448664334e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.308989032770e-13,        +7.865704184582e-04,        +9.075440119534e-12,        +3.091670527167e-02,        +2.308989032770e-13,        +7.865704184582e-04,        +9.075440119534e-12,        +3.091670527167e-02,        +2.551530361363e-13,        +8.691935195719e-04,        +4.375971468500e-12,        +1.490733434268e-02,        +5.788524935315e-11,        +1.971894372822e-01,        +5.475842883734e-11,        +1.865419399176e-01,        +5.873097241728e-11,        +2.000704416309e-01,        +5.558276987471e-11,        +1.893501683407e-01,        +5.939643147568e-11,        +2.023373662573e-01,        +5.627047626494e-11,        +1.916929324932e-01,        +5.898819583924e-11,        +2.009466880391e-01,        +5.584927871316e-11,        +1.902580664814e-01,        +5.801120687429e-11,        +1.976185188357e-01,        +5.486786214884e-11,        +1.869147391861e-01,        +5.284836273574e-14,        +1.800309927935e-04,        +2.222021671699e-12,        +7.569615162059e-03,        +5.146027536348e-16,        +1.753023931780e-06,        +5.426173347302e-13,        +1.848498804707e-03
 4.00e+00,        +2.935514708646e-10,        +2.935394200761e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.678228902315e-15,        +5.716983455651e-06,        +2.785961066733e-16,        +9.490926520228e-07,        +1.678228902315e-15,        +5.716983455651e-06,        +2.785961066733e-16,        +9.490926520228e-07,        +3.358786515102e-15,        +1.144189979771e-05,        +8.503337177105e-16,        +2.896829725595e-06,        +5.972377796882e-11,        +2.034524909479e-01,        +5.762081628960e-11,        +1.962966891284e-01,        +5.380103872640e-11,        +1.832763384491e-01,        +6.357107486002e-11,        +2.165674199518e-01,        +5.462625237736e-11,        +1.860874763001e-01,        +6.276396903167e-11,        +2.138178545675e-01,        +6.111857639669e-11,        +2.082039521611e-01,        +5.636764169381e-11,        +1.920275024022e-01,        +6.427640497444e-11,        +2.189612771659e-01,        +5.321455131644e-11,        +1.812858773879e-01,        +3.832201252839e-16,        +1.305461438007e-06,        +2.378463825623e-16,        +8.102706699517e-07,        +1.852961317592e-19,        +6.312219496412e-10,        +1.083744348374e-19,        +3.691989130772e-10
