        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²)
 1.00e+00,        +1.174037953400e-12,        -8.800107993828e-09,        -6.176959912662e-13,        +5.816243113064e-09,        +1.005879884688e-11,        +4.694795112424e-08,        -1.758785879917e-13,        -8.589145070127e-10,        -9.756683423140e-13,        +7.760933624421e-09,        -2.813362563856e-12,        +5.398322003764e-09,        +2.842692481969e-12,        -1.595002682642e-08,        -3.110513006091e-12,        +1.963614226419e-08,        -1.055880942859e-11,        -5.289640967502e-08,        +1.478382525224e-12,        -1.171661850982e-08,        -1.663437060033e-12,        +1.346951113845e-08,        -7.386462834126e-13,        +7.912999437040e-08,        +1.341242685085e-12,        -1.042509696060e-08,        -1.924464011155e-12,        +1.465723959015e-08,        +4.364389605903e-13,        -6.440593192432e-09,        +1.043558285519e-12,        -8.586838685151e-09,        -1.779138976547e-12,        +1.370809029968e-08,        +1.768589700224e-12,        -8.958245943965e-08
 2.00e+00,        +1.603798192844e-12,        +1.435769095761e-08,        +9.871794212560e-13,        +6.747998408729e-09,        -2.257697007802e-11,        -4.181037777357e-08,        +1.718253833126e-12,        +1.394784527698e-08,        +1.285057245157e-12,        +1.065954605134e-08,        -2.812639110973e-11,        -5.403635980430e-08,        +1.050386178112e-12,        +6.994771006043e-09,        +9.295521238270e-13,        +2.706459741930e-09,        -2.068896021689e-11,        -3.677923867255e-08,        +1.892536500658e-12,        +1.268976940890e-08,        +1.611742067960e-12,        +1.017695089146e-08,        -2.501858094806e-11,        -9.377068923837e-08,        +1.956247966753e-12,        +1.505993709493e-08,        +1.763784629290e-12,        +1.142594809566e-08,        -3.112758100377e-11,        -1.186166140840e-07,        +1.748086855900e-12,        +1.514511486073e-08,        +1.926521526307e-12,        +1.443654999982e-08,        -2.390971926017e-11,        -8.949347353653e-08
 3.00e+00,        +3.231831857014e-13,        -2.499709409018e-09,        -2.360754719369e-14,        +1.258716598286e-09,        -1.494071585103e-11,        +4.924547676762e-07,        +1.490953699739e-13,        -3.767888878288e-09,        -3.657207827255e-13,        +3.974473505504e-09,        -1.403784299735e-11,        +4.920007749982e-07,        +4.741955519786e-13,        -7.548015445334e-09,        -2.068778919486e-13,        +1.279772816207e-09,        -1.399905417978e-11,        +4.758796260705e-07,        -2.361153500199e-13,        +3.702981071030e-09,        -1.380923533922e-14,        -3.135163814430e-10,        -8.226238616215e-11,        +1.251909078253e-06,        +1.395231407741e-13,        -4.185340426588e-10,        -2.440956281691e-13,        +3.264896808679e-09,        -8.082165759375e-11,        +1.244349512908e-06,        +9.222113619373e-14,        -5.349426795460e-10,        -2.339916922249e-13,        +3.623720935440e-09,        -8.273033697359e-11,        +1.253037016038e-06
 4.00e+00,        -2.336667459733e-12,        +4.891905330571e-09,        -3.988928414064e-11,        -4.570848458740e-08,        +1.361515046876e-10,        -3.623233165028e-07,        +2.614932366158e-11,        +3.073182421023e-08,        -2.997589654793e-11,        -3.320366057212e-08,        -2.604797604141e-11,        +6.949731684977e-08,        +4.240859514921e-11,        +3.507609236327e-08,        -7.068877662721e-12,        -4.072824250590e-09,        -1.014548774501e-10,        +2.631012407929e-07,        -1.327893129489e-12,        +3.251895259759e-09,        -6.155480411711e-11,        -7.411914759533e-08,        +2.338037633959e-11,        -5.606479445192e-08,        +3.936128380396e-11,        +4.672105766186e-08,        -4.732412357618e-11,        -5.753472847016e-08,        -5.438198351861e-12,        +1.200863645075e-08,        +6.233807748146e-11,        +7.451975489078e-08,        -9.575069107414e-12,        -9.803739478341e-09,        -1.803508046941e-11,        +3.642194642201e-08
 5.00e+00,        -1.401090439876e-12,        -5.779744250402e-09,        -2.138329317418e-10,        -6.048538866751e-07,        +3.641700248598e-11,        +2.485154221080e-08,        +1.421275214578e-10,        +4.084898112570e-07,        -1.641504869550e-10,        -4.545959493476e-07,        -9.848831380566e-12,        -7.560167708159e-09,        +2.112123931876e-10,        +5.910590758008e-07,        -3.566826180790e-11,        -9.362892716182e-08,        -2.606646535184e-11,        -2.201783077227e-08,        -1.922336375102e-14,        +3.753058842070e-09,        -2.570105796450e-10,        -1.022349255647e-06,        +4.644800962901e-12,        +6.145725447444e-10,        +1.644071843052e-10,        +6.541486941036e-07,        -1.983984990415e-10,        -7.901704981530e-07,        -1.549306909821e-12,        -1.396378917314e-09,        +2.589778534196e-10,        +1.035703061354e-06,        -3.960442639434e-11,        -1.543065977761e-07,        -3.349909995648e-12,        -2.552101661417e-09
 6.00e+00,        +7.395360743773e-14,        -3.334987186599e-11,        +1.575165849789e-12,        -3.781833889488e-10,        -4.052793842322e-12,        +1.026311751712e-07,        -1.296437200752e-12,        -6.224233804887e-10,        +2.478269541654e-12,        -1.170732202886e-08,        +6.247203677956e-11,        -4.222153869582e-07,        -9.908758214969e-13,        -4.104176682415e-09,        +2.708864066922e-13,        -1.851840692929e-09,        -2.518908681945e-11,        +2.461744694895e-07,        -2.047703109968e-13,        +1.467671438771e-09,        +2.942318040399e-12,        -9.767265961026e-10,        -2.053697875469e-12,        +2.963958286445e-08,        -2.293214478930e-12,        +2.403031104019e-09,        +2.280060433119e-12,        -1.198725635266e-09,        +1.244528105138e-11,        -6.388631666800e-08,        -3.166941395876e-12,        +3.462033298596e-10,        -1.571096227302e-13,        +2.015108986145e-09,        -7.452941633248e-12,        +6.071563993052e-08
 7.00e+00,        +8.175908433207e-09,        +6.501644000900e-07,        +2.536536532791e-09,        +2.341148607914e-07,        -8.633025850801e-11,        -6.990790566254e-09,        +9.022701866648e-09,        +7.115451395798e-07,        +9.498867560000e-10,        +1.085598105644e-07,        -2.382464171750e-10,        -1.895995568788e-08,        +1.054195645369e-08,        +8.308290716578e-07,        +1.462148274601e-09,        +1.429967616538e-07,        -1.967336024693e-10,        -1.604188260155e-08,        +1.202823955835e-08,        +9.572060127857e-07,        +2.925343966501e-09,        +2.715767858948e-07,        -1.614648696119e-10,        -1.295075022316e-08,        +1.183947525629e-08,        +9.407363721772e-07,        +2.616202322414e-09,        +2.474437045452e-07,        -1.717762836909e-10,        -1.403600609352e-08,        +1.214386594252e-08,        +9.641921168011e-07,        +2.666119987889e-09,        +2.505517319810e-07,        -1.540105816732e-10,        -1.309226536049e-08
 8.00e+00,        +3.422033264843e-10,        -1.701446156941e-07,        +3.454073982312e-11,        +8.455313687317e-07,        -3.804352386504e-12,        +1.293692551143e-09,        +3.458054443613e-10,        -2.953378818901e-07,        -3.818670575646e-11,        +8.034702940242e-07,        -9.429026970633e-12,        +5.003092049938e-09,        +4.061674834113e-10,        -2.653093027602e-07,        -4.559647880387e-11,        +6.565266926270e-07,        -5.447456178713e-12,        -6.234508322839e-09,        +5.081039225338e-10,        -2.636641267158e-07,        -3.192693191872e-11,        +9.760401167491e-07,        -6.964422104733e-12,        +3.352536030249e-09,        +4.824974746456e-10,        -2.763649663051e-07,        -5.036091764376e-11,        +9.590708710987e-07,        -5.400663952907e-12,        -3.911538424513e-09,        +4.928873720788e-10,        -2.614182054319e-07,        -6.852183521504e-11,        +9.463018366543e-07,        -1.727539041691e-12,        -1.828937381344e-08
 9.00e+00,        +1.353450441105e-10,        -7.731572752132e-07,        -9.092232200587e-11,        +1.178738396633e-07,        -1.757385348652e-12,        +8.902395270326e-09,        -1.371234231347e-10,        -1.298838491233e-07,        -1.598044298697e-10,        +3.830623532804e-07,        -1.821500644002e-13,        -1.001744570885e-09,        -1.229256216852e-10,        +1.577401203058e-07,        -1.806367115749e-10,        +7.771540991296e-07,        +1.336753194474e-12,        -3.295251466429e-09,        +1.116134867477e-10,        -5.860085221376e-07,        -1.537860739927e-10,        +1.837302515577e-07,        +2.413379728168e-14,        +5.904457718480e-10,        -4.864862868941e-11,        -2.557747218211e-07,        -1.892557689443e-10,        +4.736046050601e-07,        +1.250421380449e-13,        -3.014165958323e-13,        -1.445106389964e-10,        +1.152972394103e-07,        -1.440541249511e-10,        +6.148578098421e-07,        -2.593824155686e-14,        -6.916622104891e-10
 1.00e+01,        +1.077533857592e-10,        -2.944241138867e-07,        -1.324184801772e-10,        -3.606543932067e-07,        -1.704630655076e-12,        +1.921807678583e-09,        -1.045828095584e-10,        -6.686036772849e-07,        -1.592842619732e-10,        -4.550322261828e-07,        +3.227672181599e-13,        -3.572149338938e-09,        -1.499024630904e-10,        -3.859258990798e-07,        -1.412807818908e-10,        +7.449220591491e-08,        +2.176974673730e-12,        +2.737954225448e-09,        +8.589521891803e-11,        -2.137224472638e-07,        -1.321037239261e-10,        -5.063000969305e-07,        -1.761709449341e-13,        -2.709500012888e-10,        -3.905097181359e-11,        -5.297109100035e-07,        -1.525137909182e-10,        -3.174677810354e-07,        +5.075136468139e-16,        -5.032411600748e-10,        -1.235360224260e-10,        -5.296197098996e-07,        -1.092572263264e-10,        +1.004283862204e-07,        +3.504956318015e-13,        -4.578221668693e-10
