        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +2.935514708646e-10,        +2.935376152430e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.751064617876e-12,        +2.299789061861e-02,        +4.573479244778e-14,        +1.558055597403e-04,        +6.751064617876e-12,        +2.299789061861e-02,        +4.573479244778e-14,        +1.558055597403e-04,        +3.779530133412e-12,        +1.287518717682e-02,        +6.175194443001e-14,        +2.103714863899e-04,        +2.797449190522e-10,        +9.529671857146e-01,        +2.934079356807e-10,        +9.995582182467e-01,        +3.275957061104e-12,        +1.115973649001e-02,        +2.219282544622e-14,        +7.560470717816e-05
 2.00e+00,        +2.935514708646e-10,        +2.935392014811e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.636835165517e-12,        +1.579564616679e-02,        +1.918693691866e-12,        +6.536413815208e-03,        +4.636835165517e-12,        +1.579564616679e-02,        +1.918693691866e-12,        +6.536413815208e-03,        +2.163197516034e-12,        +7.369056982283e-03,        +1.374978683363e-12,        +4.684139891454e-03,        +2.856940756375e-10,        +9.732333304143e-01,        +2.885683410852e-10,        +9.830657698501e-01,        +1.057362545476e-12,        +3.601966436625e-03,        +1.677188020660e-12,        +5.713676443207e-03
 3.00e+00,        +2.935514708646e-10,        +2.935392007315e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.636557154846e-12,        +1.579469910742e-02,        +1.918633785773e-12,        +6.536209749813e-03,        +4.636557154846e-12,        +1.579469910742e-02,        +1.918633785773e-12,        +6.536209749813e-03,        +2.163044125638e-12,        +7.368534449060e-03,        +1.374935460226e-12,        +4.683992655155e-03,        +2.856946306146e-10,        +9.732352209757e-01,        +2.885684934040e-10,        +9.830662912652e-01,        +1.057238969476e-12,        +3.601545467860e-03,        +1.677138081434e-12,        +5.713506329835e-03
 4.00e+00,        +2.935514708646e-10,        +2.935347606611e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.704683393566e-12,        +9.213659824629e-03,        +3.612936369349e-14,        +1.230837656573e-04,        +2.704683393566e-12,        +9.213659824629e-03,        +3.612936369349e-14,        +1.230837656573e-04,        +1.926515636449e-12,        +6.562786521817e-03,        +6.170516726437e-14,        +2.102141740399e-04,        +2.865616722628e-10,        +9.761888483093e-01,        +2.934051803356e-10,        +9.995585520256e-01,        +2.358599571765e-12,        +8.034705344239e-03,        +3.174579455907e-14,        +1.081500347270e-04
 5.00e+00,        +2.935514708646e-10,        +2.935404717472e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.903093334655e-13,        +6.482997101156e-04,        +5.492961911347e-12,        +1.871279240866e-02,        +1.903093334655e-13,        +6.482997101156e-04,        +5.492961911347e-12,        +1.871279240866e-02,        +2.541051818914e-13,        +8.656239437090e-04,        +2.987802903003e-12,        +1.017850412660e-02,        +2.930146974466e-10,        +9.981714504226e-01,        +2.823921167037e-10,        +9.620210631359e-01,        +9.235890264210e-14,        +3.146259235905e-04,        +2.667590229188e-12,        +9.087640328811e-03
 6.00e+00,        +2.935514708646e-10,        +2.935404671082e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.903786138643e-13,        +6.485357177859e-04,        +5.495356974429e-12,        +1.872095193063e-02,        +1.903786138643e-13,        +6.485357177859e-04,        +5.495356974429e-12,        +1.872095193063e-02,        +2.542083597831e-13,        +8.659754251422e-04,        +2.988726871385e-12,        +1.018165195698e-02,        +2.930144791477e-10,        +9.981707067750e-01,        +2.823886255835e-10,        +9.620091851914e-01,        +9.240474319236e-14,        +3.147820820663e-04,        +2.667757678933e-12,        +9.088210921015e-03
 7.00e+00,        +2.935514708646e-10,        +2.935393777886e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.855317345229e-14,        +3.016614878184e-04,        +2.243134896192e-14,        +7.641683078741e-05,        +8.855317345229e-14,        +3.016614878184e-04,        +2.243134896192e-14,        +7.641683078741e-05,        +9.840897541899e-14,        +3.352358451114e-04,        +3.826220897739e-14,        +1.303477893345e-04,        +2.933443274450e-10,        +9.992943540058e-01,        +2.934592379262e-10,        +9.997269876940e-01,        +2.018127064480e-14,        +6.874866130075e-05,        +1.944630447877e-14,        +6.624768583100e-05
 8.00e+00,        +2.935514708646e-10,        +2.935393762623e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +8.848958372789e-14,        +3.014448657582e-04,        +2.242833565337e-14,        +7.640656575261e-05,        +8.848958372789e-14,        +3.014448657582e-04,        +2.242833565337e-14,        +7.640656575261e-05,        +9.836654547243e-14,        +3.350913050537e-04,        +3.826307929213e-14,        +1.303507549118e-04,        +2.933444162362e-10,        +9.992946564780e-01,        +2.934592300838e-10,        +9.997269661756e-01,        +2.019849913916e-14,        +6.880735115948e-05,        +1.945476357223e-14,        +6.627650375206e-05
 9.00e+00,        +2.935514708646e-10,        +2.935369817640e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.979219320678e-12,        +6.742324658940e-03,        +4.347075875612e-12,        +1.480929540628e-02,        +1.979219320678e-12,        +6.742324658940e-03,        +4.347075875612e-12,        +1.480929540628e-02,        +1.023787779856e-12,        +3.487592062955e-03,        +2.988707852526e-12,        +1.018170805793e-02,        +2.900270935698e-10,        +9.879940056700e-01,        +2.823852688169e-10,        +9.620091721320e-01,        +5.213701942272e-13,        +1.776077608100e-03,        +3.815929218944e-12,        +1.299982440377e-02
 1.00e+01,        +2.935514708646e-10,        +2.935369772730e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.979014893680e-12,        +6.741628266591e-03,        +4.347011753613e-12,        +1.480907718679e-02,        +1.979014893680e-12,        +6.741628266591e-03,        +4.347011753613e-12,        +1.480907718679e-02,        +1.023856085132e-12,        +3.487824748814e-03,        +2.988960561854e-12,        +1.018256912509e-02,        +2.900268629182e-10,        +9.879932199422e-01,        +2.823843072851e-10,        +9.620059111751e-01,        +5.217369674971e-13,        +1.777327042377e-03,        +3.816697672426e-12,        +1.300244251298e-02
