        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +9.896462293464e+02,        -2.467371075186e-03
 2.00e+00,        +2.133120939596e+05,        -1.218379075217e-05
 3.00e+00,        +3.965372477553e+03,        -6.562036021791e-04
 4.00e+00,        +1.975623509588e+02,        -1.326038172225e-02
 5.00e+00,        +2.794752158270e+06,        +9.666831754470e-07
 6.00e+00,        +7.727698175950e+06,        +3.496247640093e-07
 7.00e+00,        +8.846379616695e+09,        +3.096782444415e-10
 8.00e+00,        +8.568331520567e+11,        +3.197377497939e-12
