        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -1.753011050385e-03,        +1.418108984299e-02
 2.00e+00,        -1.980521993166e-04,        -9.843733672970e-04
 3.00e+00,        -2.395335635253e-03,        -6.968757975163e-03
 4.00e+00,        -1.116800083419e-02,        +3.118621283645e-02
 5.00e+00,        +6.498617248593e-05,        -2.752641982067e-04
 6.00e+00,        +3.921707526261e-05,        -1.655103279744e-04
 7.00e+00,        +9.615392648548e-07,        -4.970059630810e-06
 8.00e+00,        +9.214016390064e-08,        -5.060582900091e-07
