        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 2.43270000e+00,        +1.066319279091e-07,        +1.066518159303e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.091839980132e-10,        +1.961738872352e-03,        +2.754897059569e-09,        +2.583075623738e-02,        +2.091839980132e-10,        +1.961738872352e-03,        +2.754897059569e-09,        +2.583075623738e-02,        +1.435338320371e-10,        +1.346068057209e-03,        +1.347398721411e-09,        +1.263362193750e-02,        +1.062247453037e-07,        +9.961814194551e-01,        +1.016553796123e-07,        +9.531518870598e-01,        +5.446477533337e-11,        +5.107736153827e-04,        +8.941405369951e-10,        +8.383734765280e-03
 2.43272000e+00,        +1.078018593242e-07,        +1.078233042455e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.115172613517e-10,        +1.962092886688e-03,        +2.785601072447e-09,        +2.583487022532e-02,        +2.115172613517e-10,        +1.962092886688e-03,        +2.785601072447e-09,        +2.583487022532e-02,        +1.451330909881e-10,        +1.346294877454e-03,        +1.362398298299e-09,        +1.263547159710e-02,        +1.073901383121e-07,        +9.961807614945e-01,        +1.027712429493e-07,        +9.531449965156e-01,        +5.507065975616e-11,        +5.108507413639e-04,        +9.040619253797e-10,        +8.384661662024e-03
 2.43274000e+00,        +1.089481176150e-07,        +1.089711158188e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.138047933379e-10,        +1.962445960686e-03,        +2.815702772957e-09,        +2.583898266801e-02,        +2.138047933379e-10,        +1.962445960686e-03,        +2.815702772957e-09,        +2.583898266801e-02,        +1.467009407332e-10,        +1.346521114313e-03,        +1.377102888727e-09,        +1.263732025115e-02,        +1.085319472791e-07,        +9.961801053104e-01,        +1.038645233447e-07,        +9.531381097109e-01,        +5.566460184713e-11,        +5.109276145903e-04,        +9.137868125037e-10,        +8.385587369985e-03
 2.43276000e+00,        +1.100683548199e-07,        +1.100929004256e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.160419569198e-10,        +1.962798092815e-03,        +2.845141126781e-09,        +2.584309356718e-02,        +2.160419569198e-10,        +1.962798092815e-03,        +2.845141126781e-09,        +2.584309356718e-02,        +1.482342010052e-10,        +1.346746767022e-03,        +1.391482653051e-09,        +1.263916789976e-02,        +1.096478332666e-07,        +9.961794509055e-01,        +1.049329812276e-07,        +9.531312266453e-01,        +5.624539541607e-11,        +5.110042346692e-04,        +9.232954181736e-10,        +8.386511887728e-03
 2.43278000e+00,        +1.111601957914e-07,        +1.111862805750e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.182240585035e-10,        +1.963149281538e-03,        +2.873854356451e-09,        +2.584720292458e-02,        +2.182240585035e-10,        +1.963149281538e-03,        +2.873854356451e-09,        +2.584720292458e-02,        +1.497296528840e-10,        +1.346971834818e-03,        +1.405507389740e-09,        +1.264101454309e-02,        +1.107354302603e-07,        +9.961787982824e-01,        +1.059743511038e-07,        +9.531243473185e-01,        +5.681181969540e-11,        +5.110806012073e-04,        +9.325677249881e-10,        +8.387435213816e-03
 2.43280000e+00,        +1.122212479253e-07,        +1.122488612469e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.203463670316e-10,        +1.963499525315e-03,        +2.901780192525e-09,        +2.585131074196e-02,        +2.203463670316e-10,        +1.963499525315e-03,        +2.901780192525e-09,        +2.585131074196e-02,        +1.511840518868e-10,        +1.347196316935e-03,        +1.419146658250e-09,        +1.264286018126e-02,        +1.117923548621e-07,        +9.961781474439e-01,        +1.069863508362e-07,        +9.531174717300e-01,        +5.736264430913e-11,        +5.111567138098e-04,        +9.415835599113e-10,        +8.388357346806e-03
 2.43282000e+00,        +1.132491116188e-07,        +1.132782403573e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.224041345138e-10,        +1.963848822606e-03,        +2.928856143854e-09,        +2.585541702109e-02,        +2.224041345138e-10,        +1.963848822606e-03,        +2.928856143854e-09,        +2.585541702109e-02,        +1.525941420549e-10,        +1.347420212606e-03,        +1.432369911216e-09,        +1.264470481442e-02,        +1.128162167076e-07,        +9.961774983927e-01,        +1.079666916202e-07,        +9.531105998792e-01,        +5.789663461892e-11,        +5.112325720823e-04,        +9.503226820216e-10,        +8.389278285254e-03
 2.43284000e+00,        +1.142413914045e-07,        +1.142720199010e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.243926179069e-10,        +1.964197171867e-03,        +2.955019785619e-09,        +2.585952176377e-02,        +2.243926179069e-10,        +1.964197171867e-03,        +2.955019785619e-09,        +2.585952176377e-02,        +1.539566709638e-10,        +1.347643521065e-03,        +1.445146635326e-09,        +1.264654844273e-02,        +1.138046295583e-07,        +9.961768511314e-01,        +1.089130886041e-07,        +9.531037317658e-01,        +5.841255742033e-11,        +5.113081756286e-04,        +9.587648759957e-10,        +8.390198027709e-03
 2.43286000e+00,        +1.151957076929e-07,        +1.152278177035e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.263071022141e-10,        +1.964544571552e-03,        +2.980209063401e-09,        +2.586362497179e-02,        +2.263071022141e-10,        +1.964544571552e-03,        +2.980209063401e-09,        +2.586362497179e-02,        +1.552684055702e-10,        +1.347866241546e-03,        +1.457446500033e-09,        +1.264839106632e-02,        +1.147552229981e-07,        +9.961762056628e-01,        +1.098232720893e-07,        +9.530968673892e-01,        +5.890918695579e-11,        +5.113835240533e-04,        +9.668900507706e-10,        +8.391116572723e-03
 2.43288000e+00,        +1.161097090449e-07,        +1.161432797048e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.281429246500e-10,        +1.964891020111e-03,        +3.004362611289e-09,        +2.586772664698e-02,        +2.281429246500e-10,        +1.964891020111e-03,        +3.004362611289e-09,        +2.586772664698e-02,        +1.565261487881e-10,        +1.348088373277e-03,        +1.469239513109e-09,        +1.265023268537e-02,        +1.156656546603e-07,        +9.961755619897e-01,        +1.106949992377e-07,        +9.530900067488e-01,        +5.938531120358e-11,        +5.114586169586e-04,        +9.746783427280e-10,        +8.392033918838e-03
 2.43290000e+00,        +1.169810848815e-07,        +1.170160926794e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.298954996895e-10,        +1.965236515992e-03,        +3.027420081582e-09,        +2.587182679118e-02,        +2.298954996895e-10,        +1.965236515992e-03,        +3.027420081582e-09,        +2.587182679118e-02,        +1.577267566708e-10,        +1.348309915492e-03,        +1.480496181864e-09,        +1.265207330004e-02,        +1.165336228868e-07,        +9.961749201146e-01,        +1.115260661933e-07,        +9.530831498442e-01,        +5.983973839591e-11,        +5.115334539469e-04,        +9.821102226119e-10,        +8.392950064595e-03
 2.43292000e+00,        +1.178075785237e-07,        +1.178439972885e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.315603447928e-10,        +1.965581057641e-03,        +3.049322483411e-09,        +2.587592540624e-02,        +2.315603447928e-10,        +1.965581057641e-03,        +3.049322483411e-09,        +2.587592540624e-02,        +1.588671560552e-10,        +1.348530867420e-03,        +1.491187678713e-09,        +1.265391291049e-02,        +1.173568797192e-07,        +9.961742800403e-01,        +1.123143205211e-07,        +9.530762966747e-01,        +6.027130371187e-11,        +5.116080346201e-04,        +9.891666053061e-10,        +8.393865008534e-03
 2.43294000e+00,        +1.185870004469e-07,        +1.186248013478e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.331331065774e-10,        +1.965924643501e-03,        +3.070012527230e-09,        +2.588002249402e-02,        +2.331331065774e-10,        +1.965924643501e-03,        +3.070012527230e-09,        +2.588002249402e-02,        +1.599443625119e-10,        +1.348751228289e-03,        +1.501286009598e-09,        +1.265575151689e-02,        +1.181332441017e-07,        +9.961736417696e-01,        +1.130576738495e-07,        +9.530694472399e-01,        +6.067887608542e-11,        +5.116823585786e-04,        +9.958289614814e-10,        +8.394778749187e-03
 2.43296000e+00,        +1.193172416220e-07,        +1.193563931810e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.346095871882e-10,        +1.966267272012e-03,        +3.089434971884e-09,        +2.588411805640e-02,        +2.346095871882e-10,        +1.966267272012e-03,        +3.089434971884e-09,        +2.588411805640e-02,        +1.609554984296e-10,        +1.348970997330e-03,        +1.510764183661e-09,        +1.265758911941e-02,        +1.188606151714e-07,        +9.961730053052e-01,        +1.137541145954e-07,        +9.530626015391e-01,        +6.106136506380e-11,        +5.117564254228e-04,        +1.002079430049e-09,        +8.395691285086e-03
 2.43298000e+00,        +1.199962868068e-07,        +1.200367549251e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.359857705945e-10,        +1.966608941611e-03,        +3.107536970732e-09,        +2.588821209529e-02,        +2.359857705945e-10,        +1.966608941611e-03,        +3.107536970732e-09,        +2.588821209529e-02,        +1.618978110485e-10,        +1.349190173769e-03,        +1.519596382435e-09,        +1.265942571825e-02,        +1.195369854975e-07,        +9.961723706499e-01,        +1.144017206417e-07,        +9.530557595717e-01,        +6.141772764571e-11,        +5.118302347520e-04,        +1.007900930271e-09,        +8.396602614757e-03
 2.43300000e+00,        +1.206222276435e-07,        +1.206639756424e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.372578485342e-10,        +1.966949650735e-03,        +3.124268413101e-09,        +2.589230461259e-02,        +2.372578485342e-10,        +1.966949650735e-03,        +3.124268413101e-09,        +2.589230461259e-02,        +1.627686902509e-10,        +1.349408756834e-03,        +1.527758126745e-09,        +1.266126131359e-02,        +1.201604541297e-07,        +9.961717378063e-01,        +1.149986718303e-07,        +9.530489213371e-01,        +6.174697502638e-11,        +5.119037861651e-04,        +1.013277272321e-09,        +8.397512736725e-03
 2.43302000e+00,        +1.211932754161e-07,        +1.212362640918e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.384222458121e-10,        +1.967289397811e-03,        +3.139582257230e-09,        +2.589639561025e-02,        +2.384222458121e-10,        +1.967289397811e-03,        +3.139582257230e-09,        +2.589639561025e-02,        +1.635656859065e-10,        +1.349626745749e-03,        +1.535226439432e-09,        +1.266309590561e-02,        +1.207292393052e-07,        +9.961711067772e-01,        +1.155432621301e-07,        +9.530420868346e-01,        +6.204817917341e-11,        +5.119770792593e-04,        +1.018193265054e-09,        +8.398421649508e-03
 2.43304000e+00,        +1.217077733158e-07,        +1.217519610084e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.394756446561e-10,        +1.967628181272e-03,        +3.153434850800e-09,        +2.590048509020e-02,        +2.394756446561e-10,        +1.967628181272e-03,        +3.153434850800e-09,        +2.590048509020e-02,        +1.642865245712e-10,        +1.349844139740e-03,        +1.541980001989e-09,        +1.266492949451e-02,        +1.212416906674e-07,        +9.961704775654e-01,        +1.160339113358e-07,        +9.530352560637e-01,        +6.232047915630e-11,        +5.120501136323e-04,        +1.022634819715e-09,        +8.399329351623e-03
 2.43306000e+00,        +1.221642080654e-07,        +1.222095507423e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.404150078338e-10,        +1.967965999544e-03,        +3.165786235151e-09,        +2.590457305441e-02,        +2.404150078338e-10,        +1.967965999544e-03,        +3.165786235151e-09,        +2.590457305441e-02,        +1.649291253348e-10,        +1.350060938033e-03,        +1.547999303216e-09,        +1.266676208049e-02,        +1.216963008450e-07,        +9.961698501735e-01,        +1.164691761556e-07,        +9.530284290235e-01,        +6.256308715223e-11,        +5.121228888805e-04,        +1.026589048329e-09,        +8.400235841583e-03
 2.43308000e+00,        +1.225612207553e-07,        +1.226076721089e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.412376002406e-10,        +1.968302851049e-03,        +3.176600429354e-09,        +2.590865950486e-02,        +2.412376002406e-10,        +1.968302851049e-03,        +3.176600429354e-09,        +2.590865950486e-02,        +1.654916146179e-10,        +1.350277139849e-03,        +1.553266778006e-09,        +1.266859366375e-02,        +1.220917162464e-07,        +9.961692246045e-01,        +1.168477605460e-07,        +9.530216057135e-01,        +6.277529405293e-11,        +5.121954045992e-04,        +1.030044355524e-09,        +8.401141117896e-03
 2.43310000e+00,        +1.228976167513e-07,        +1.229451283095e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.419410086784e-10,        +1.968638734207e-03,        +3.185845690463e-09,        +2.591274444355e-02,        +2.419410086784e-10,        +1.968638734207e-03,        +3.185845690463e-09,        +2.591274444355e-02,        +1.659723397282e-10,        +1.350492744413e-03,        +1.557766934477e-09,        +1.267042424451e-02,        +1.224267469283e-07,        +9.961686008610e-01,        +1.171685251620e-07,        +9.530147861329e-01,        +6.295647459989e-11,        +5.122676603835e-04,        +1.032990522603e-09,        +8.402045179068e-03
 2.43312000e+00,        +1.231723745411e-07,        +1.232208957913e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.425231595638e-10,        +1.968973647439e-03,        +3.193494746515e-09,        +2.591682787248e-02,        +2.425231595638e-10,        +1.968973647439e-03,        +3.193494746515e-09,        +2.591682787248e-02,        +1.663698809948e-10,        +1.350707750944e-03,        +1.561486467761e-09,        +1.267225382297e-02,        +1.227003754085e-07,        +9.961679789458e-01,        +1.174304957943e-07,        +9.530079702809e-01,        +6.310609197983e-11,        +5.123396558276e-04,        +1.035418782756e-09,        +8.402948023601e-03
 2.43314000e+00,        +1.233846533999e-07,        +1.234341319252e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.429823343260e-10,        +1.969307589157e-03,        +3.199524999094e-09,        +2.592090979368e-02,        +2.429823343260e-10,        +1.969307589157e-03,        +3.199524999094e-09,        +2.592090979368e-02,        +1.666830623172e-10,        +1.350922158665e-03,        +1.564414358913e-09,        +1.267408239936e-02,        +1.229117643015e-07,        +9.961673588617e-01,        +1.176328706808e-07,        +9.530011581570e-01,        +6.322370181807e-11,        +5.124113905247e-04,        +1.037321886376e-09,        +8.403849649991e-03
 2.43316000e+00,        +1.235337997697e-07,        +1.235841813961e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.433171822823e-10,        +1.969640557773e-03,        +3.203918692706e-09,        +2.592499020920e-02,        +2.433171822823e-10,        +1.969640557773e-03,        +3.203918692706e-09,        +2.592499020920e-02,        +1.669109599838e-10,        +1.351135966795e-03,        +1.566541957575e-09,        +1.267590997390e-02,        +1.230602626720e-07,        +9.961667406114e-01,        +1.177750265902e-07,        +9.529943497602e-01,        +6.330895551511e-11,        +5.124828640673e-04,        +1.038694155600e-09,        +8.404750056734e-03
 2.43318000e+00,        +1.236193522605e-07,        +1.236705812151e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.435267308118e-10,        +1.969972551697e-03,        +3.206663048573e-09,        +2.592906912111e-02,        +2.435267308118e-10,        +1.969972551697e-03,        +3.206663048573e-09,        +2.592906912111e-02,        +1.670529096361e-10,        +1.351349174553e-03,        +1.567863047236e-09,        +1.267773654682e-02,        +1.231454110172e-07,        +9.961661241977e-01,        +1.178565235920e-07,        +9.529875450898e-01,        +6.336160287943e-11,        +5.125540760471e-04,        +1.039531527288e-09,        +8.405649242318e-03
 2.43320000e+00,        +1.236410452052e-07,        +1.236930642830e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.436103926840e-10,        +1.970303569335e-03,        +3.207750360977e-09,        +2.593314653147e-02,        +2.436103926840e-10,        +1.970303569335e-03,        +3.207750360977e-09,        +2.593314653147e-02,        +1.671085112817e-10,        +1.351561781158e-03,        +1.568373892184e-09,        +1.267956211834e-02,        +1.231669448072e-07,        +9.961655096235e-01,        +1.178771084459e-07,        +9.529807441450e-01,        +6.338149401981e-11,        +5.126250260553e-04,        +1.039831583855e-09,        +8.406547205232e-03
 2.43322000e+00,        +1.235988107148e-07,        +1.236515614541e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.435679704380e-10,        +1.970633609089e-03,        +3.207178054783e-09,        +2.593722244239e-02,        +2.435679704380e-10,        +1.970633609089e-03,        +3.207178054783e-09,        +2.593722244239e-02,        +1.670776322836e-10,        +1.351773785826e-03,        +1.568073265462e-09,        +1.268138668871e-02,        +1.231247965316e-07,        +9.961648968914e-01,        +1.178367165623e-07,        +9.529739469249e-01,        +6.336858046966e-11,        +5.126957136820e-04,        +1.039593571508e-09,        +8.407443943958e-03
 2.43324000e+00,        +1.234927792065e-07,        +1.235462020702e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.433996577515e-10,        +1.970962669360e-03,        +3.204948703332e-09,        +2.594129685597e-02,        +2.433996577515e-10,        +1.970962669360e-03,        +3.204948703332e-09,        +2.594129685597e-02,        +1.669604082842e-10,        +1.351985187774e-03,        +1.566962457456e-09,        +1.268321025818e-02,        +1.230190962249e-07,        +9.961642860043e-01,        +1.177354725038e-07,        +9.529671534289e-01,        +6.332291552836e-11,        +5.127661385164e-04,        +1.038818405626e-09,        +8.408339456973e-03
 2.43326000e+00,        +1.233232783945e-07,        +1.233773129577e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.431060377794e-10,        +1.971290748545e-03,        +3.201070006454e-09,        +2.594536977435e-02,        +2.431060377794e-10,        +1.971290748545e-03,        +3.201070006454e-09,        +2.594536977435e-02,        +1.667572420523e-10,        +1.352195986217e-03,        +1.565045264973e-09,        +1.268503282698e-02,        +1.228501704609e-07,        +9.961636769651e-01,        +1.175736890231e-07,        +9.529603636559e-01,        +6.324465381388e-11,        +5.128363001472e-04,        +1.037508663214e-09,        +8.409233742753e-03
 2.43328000e+00,        +1.230908307611e-07,        +1.231454159011e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.426880784890e-10,        +1.971617845037e-03,        +3.195554728936e-09,        +2.594944119968e-02,        +2.426880784890e-10,        +1.971617845037e-03,        +3.195554728936e-09,        +2.594944119968e-02,        +1.664688002682e-10,        +1.352406180370e-03,        +1.562327960996e-09,        +1.268685439538e-02,        +1.226185398323e-07,        +9.961630697764e-01,        +1.173518646487e-07,        +9.529535776052e-01,        +6.313405003428e-11,        +5.129061981620e-04,        +1.035668562539e-09,        +8.410126799769e-03
 2.43330000e+00,        +1.227961495411e-07,        +1.228512236311e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.421471250586e-10,        +1.971943957229e-03,        +3.188420600347e-09,        +2.595351113410e-02,        +2.421471250586e-10,        +1.971943957229e-03,        +3.188420600347e-09,        +2.595351113410e-02,        +1.660960082966e-10,        +1.352615769446e-03,        +1.558819245538e-09,        +1.268867496362e-02,        +1.223249149508e-07,        +9.961624644412e-01,        +1.170706798549e-07,        +9.529467952758e-01,        +6.299145699545e-11,        +5.129758321482e-04,        +1.033303930248e-09,        +8.411018626490e-03
 2.43332000e+00,        +1.224401332803e-07,        +1.224956343827e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.414848894490e-10,        +1.972269083506e-03,        +3.179690177669e-09,        +2.595757957982e-02,        +2.414848894490e-10,        +1.972269083506e-03,        +3.179690177669e-09,        +2.595757957982e-02,        +1.656400430202e-10,        +1.352824752657e-03,        +1.554530178324e-09,        +1.269049453198e-02,        +1.219701910249e-07,        +9.961618609621e-01,        +1.167309918703e-07,        +9.529400166668e-01,        +6.281732287387e-11,        +5.130452016911e-04,        +1.030422156442e-09,        +8.411909221375e-03
 2.43334000e+00,        +1.220238590420e-07,        +1.220797251019e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.407034372997e-10,        +1.972593222256e-03,        +3.169390672676e-09,        +2.596164653901e-02,        +2.407034372997e-10,        +1.972593222256e-03,        +3.169390672676e-09,        +2.596164653901e-02,        +1.651023238386e-10,        +1.353033129216e-03,        +1.549474094242e-09,        +1.269231310071e-02,        +1.215554410931e-07,        +9.961612593422e-01,        +1.163338281967e-07,        +9.529332417774e-01,        +6.261218779376e-11,        +5.131143063768e-04,        +1.027032138337e-09,        +8.412798582887e-03
 2.43336000e+00,        +1.215485743591e-07,        +1.216047433951e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.398051723290e-10,        +1.972916371857e-03,        +3.157553746522e-09,        +2.596571201391e-02,        +2.398051723290e-10,        +1.972916371857e-03,        +3.157553746522e-09,        +2.596571201391e-02,        +1.644845019567e-10,        +1.353240898331e-03,        +1.543666502761e-09,        +1.269413067010e-02,        +1.210819080051e-07,        +9.961606595840e-01,        +1.158803789325e-07,        +9.529264706065e-01,        +6.237667975578e-11,        +5.131831457889e-04,        +1.023144213313e-09,        +8.413686709478e-03
 2.43338000e+00,        +1.210156880406e-07,        +1.210720983318e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.387928184598e-10,        +1.973238530691e-03,        +3.144215274344e-09,        +2.596977600674e-02,        +2.387928184598e-10,        +1.973238530691e-03,        +3.144215274344e-09,        +2.596977600674e-02,        +1.637884481131e-10,        +1.353448059215e-03,        +1.537124972708e-09,        +1.269594724042e-02,        +1.205509952641e-07,        +9.961600616906e-01,        +1.153719880025e-07,        +9.529197031532e-01,        +6.211150997475e-11,        +5.132517195119e-04,        +1.018770082272e-09,        +8.414573599603e-03
 2.43340000e+00,        +1.204267599576e-07,        +1.204833502266e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.376693999083e-10,        +1.973559697131e-03,        +3.129415083104e-09,        +2.597383851975e-02,        +2.376693999083e-10,        +1.973559697131e-03,        +3.129415083104e-09,        +2.597383851975e-02,        +1.630162389132e-10,        +1.353654611074e-03,        +1.529869003966e-09,        +1.269776281195e-02,        +1.199642568510e-07,        +9.961594656647e-01,        +1.148101434152e-07,        +9.529129394166e-01,        +6.181746768833e-11,        +5.133200271279e-04,        +1.013922724341e-09,        +8.415459251707e-03
 2.43342000e+00,        +1.197834899441e-07,        +1.198401995328e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.364382195053e-10,        +1.973879869551e-03,        +3.113196666139e-09,        +2.597789955521e-02,        +2.364382195053e-10,        +1.973879869551e-03,        +3.113196666139e-09,        +2.597789955521e-02,        +1.621701419500e-10,        +1.353860553117e-03,        +1.521919887798e-09,        +1.269957738498e-02,        +1.193233861681e-07,        +9.961588715091e-01,        +1.141964666748e-07,        +9.529061793956e-01,        +6.149541450694e-11,        +5.133880682191e-04,        +1.008616304058e-09,        +8.416343664233e-03
 2.43344000e+00,        +1.190877059550e-07,        +1.191444749935e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.351028355245e-10,        +1.974199046318e-03,        +3.095606878108e-09,        +2.598195911541e-02,        +2.351028355245e-10,        +1.974199046318e-03,        +3.095606878108e-09,        +2.598195911541e-02,        +1.612525999028e-10,        +1.354065884549e-03,        +1.513300557594e-09,        +1.270139095981e-02,        +1.186302042412e-07,        +9.961582792268e-01,        +1.135327014856e-07,        +9.528994230892e-01,        +6.114627837655e-11,        +5.134558423661e-04,        +1.002866072231e-09,        +8.417226835620e-03
 2.43346000e+00,        +1.183413516290e-07,        +1.183981211963e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.336670373157e-10,        +1.974517225799e-03,        +3.076695614169e-09,        +2.598601720264e-02,        +2.336670373157e-10,        +1.974517225799e-03,        +3.076695614169e-09,        +2.598601720264e-02,        +1.602662138169e-10,        +1.354270604576e-03,        +1.504035431924e-09,        +1.270320353673e-02,        +1.178866473306e-07,        +9.961576888205e-01,        +1.128207018885e-07,        +9.528926704963e-01,        +6.077104723137e-11,        +5.135233491494e-04,        +9.966882617200e-10,        +8.418108764304e-03
 2.43348000e+00,        +1.175464734080e-07,        +1.176031856833e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.321348200319e-10,        +1.974834406356e-03,        +3.056515477286e-09,        +2.599007381924e-02,        +2.321348200319e-10,        +1.974834406356e-03,        +3.056515477286e-09,        +2.599007381924e-02,        +1.592137257633e-10,        +1.354474712403e-03,        +1.494150251801e-09,        +1.270501511605e-02,        +1.170947540998e-07,        +9.961571002931e-01,        +1.120624199748e-07,        +9.528859216160e-01,        +6.037076241235e-11,        +5.135905881482e-04,        +9.900999794027e-10,        +8.418989448715e-03
 2.43350000e+00,        +1.167052073614e-07,        +1.167618057649e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.305103587497e-10,        +1.975150586348e-03,        +3.035121437536e-09,        +2.599412896754e-02,        +2.305103587497e-10,        +1.975150586348e-03,        +3.035121437536e-09,        +2.599412896754e-02,        +1.580980010832e-10,        +1.354678207234e-03,        +1.483671914047e-09,        +1.270682569807e-02,        +1.162566524896e-07,        +9.961565136475e-01,        +1.112598933177e-07,        +9.528791764471e-01,        +5.994651192895e-11,        +5.136575589411e-04,        +9.831190955827e-10,        +8.419868887281e-03
 2.43352000e+00,        +1.158197658632e-07,        +1.158761951872e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.287979822725e-10,        +1.975465764132e-03,        +3.012570487251e-09,        +2.599818264990e-02,        +2.287979822725e-10,        +1.975465764132e-03,        +3.012570487251e-09,        +2.599818264990e-02,        +1.569220104160e-10,        +1.354881088270e-03,        +1.472628302628e-09,        +1.270863528311e-02,        +1.153745464469e-07,        +9.961559288865e-01,        +1.104152322652e-07,        +9.528724349886e-01,        +5.949942363945e-11,        +5.137242611052e-04,        +9.757641320811e-10,        +8.420747078422e-03
 2.43354000e+00,        +1.148924242628e-07,        +1.149486307904e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.270021468932e-10,        +1.975779938058e-03,        +2.988921295647e-09,        +2.600223486869e-02,        +2.270021468932e-10,        +1.975779938058e-03,        +2.988921295647e-09,        +2.600223486869e-02,        +1.556888117011e-10,        +1.355083354713e-03,        +1.461048119767e-09,        +1.271044387149e-02,        +1.144507026457e-07,        +9.961553460130e-01,        +1.095306072248e-07,        +9.528656972393e-01,        +5.903065842227e-11,        +5.137906942173e-04,        +9.680541501950e-10,        +8.421624020558e-03
 2.43356000e+00,        +1.139255076830e-07,        +1.139814392965e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.251274103844e-10,        +1.976093106479e-03,        +2.964233866441e-09,        +2.600628562630e-02,        +2.251274103844e-10,        +1.976093106479e-03,        +2.964233866441e-09,        +2.600628562630e-02,        +1.544015323368e-10,        +1.355285005764e-03,        +1.448960718512e-09,        +1.271225146353e-02,        +1.134874373368e-07,        +9.961547650299e-01,        +1.086082360719e-07,        +9.528589631981e-01,        +5.854140340735e-11,        +5.138568578536e-04,        +9.600086396599e-10,        +8.422499712105e-03
 2.43358000e+00,        +1.129213780701e-07,        +1.129769843464e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.231784064578e-10,        +1.976405267736e-03,        +2.938569201685e-09,        +2.601033492516e-02,        +2.231784064578e-10,        +1.976405267736e-03,        +2.938569201685e-09,        +2.601033492516e-02,        +1.530633516617e-10,        +1.355486040620e-03,        +1.436395938376e-09,        +1.271405805957e-02,        +1.124871034467e-07,        +9.961541859401e-01,        +1.076503717967e-07,        +9.528522328638e-01,        +5.803286533089e-11,        +5.139227515879e-04,        +9.516474096545e-10,        +8.423374151469e-03
 2.43360000e+00,        +1.118824216099e-07,        +1.119376539048e-07,        +0.000000000000e+00,        +0.000000000000e+00,        +2.211598199253e-10,        +1.976716420176e-03,        +2.911988974798e-09,        +2.601438276769e-02,        +2.211598199253e-10,        +1.976716420176e-03,        +2.911988974798e-09,        +2.601438276769e-02,        +1.516774839187e-10,        +1.355686458482e-03,        +1.423383945467e-09,        +1.271586365993e-02,        +1.114520780420e-07,        +9.961536087463e-01,        +1.066592905018e-07,        +9.528455062353e-01,        +5.750626407378e-11,        +5.139883749950e-04,        +9.429904828244e-10,        +8.424247337058e-03
