        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.42362000e+00,        +6.953627978730e-10,        +6.350077037109e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.169077221189e-12,        +7.433640736894e-03,        +6.715254387918e-12,        +1.057507546550e-02
 2.42364000e+00,        +6.936567992942e-10,        +6.333064368707e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.155887278974e-12,        +7.432908153167e-03,        +6.699205069208e-12,        +1.057814144810e-02
 2.42366000e+00,        +6.919594226127e-10,        +6.316137827013e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.142760208739e-12,        +7.432170212121e-03,        +6.683238108622e-12,        +1.058121005536e-02
 2.42368000e+00,        +6.902706092890e-10,        +6.299296827051e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.129695599780e-12,        +7.431426937131e-03,        +6.667352938052e-12,        +1.058428126362e-02
 2.42370000e+00,        +6.885903012812e-10,        +6.282540788820e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.116693044800e-12,        +7.430678351525e-03,        +6.651548994274e-12,        +1.058735504927e-02
 2.42372000e+00,        +6.869184410398e-10,        +6.265869137240e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.103752139866e-12,        +7.429924478576e-03,        +6.635825718889e-12,        +1.059043138876e-02
 2.42374000e+00,        +6.852549715030e-10,        +6.249281302104e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.090872484384e-12,        +7.429165341506e-03,        +6.620182558283e-12,        +1.059351025862e-02
 2.42376000e+00,        +6.835998360914e-10,        +6.232776718030e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.078053681061e-12,        +7.428400963486e-03,        +6.604618963571e-12,        +1.059659163542e-02
 2.42378000e+00,        +6.819529787035e-10,        +6.216354824407e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.065295335872e-12,        +7.427631367637e-03,        +6.589134390554e-12,        +1.059967549581e-02
 2.42380000e+00,        +6.803143437106e-10,        +6.200015065354e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.052597058031e-12,        +7.426856577024e-03,        +6.573728299666e-12,        +1.060276181650e-02
 2.42382000e+00,        +6.786838759519e-10,        +6.183756889668e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.039958459956e-12,        +7.426076614664e-03,        +6.558400155933e-12,        +1.060585057425e-02
 2.42384000e+00,        +6.770615207303e-10,        +6.167579750774e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.027379157238e-12,        +7.425291503519e-03,        +6.543149428919e-12,        +1.060894174591e-02
 2.42386000e+00,        +6.754472238071e-10,        +6.151483106685e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.014858768609e-12,        +7.424501266500e-03,        +6.527975592688e-12,        +1.061203530835e-02
 2.42388000e+00,        +6.738409313979e-10,        +6.135466419952e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.002396915913e-12,        +7.423705926465e-03,        +6.512878125751e-12,        +1.061513123855e-02
 2.42390000e+00,        +6.722425901678e-10,        +6.119529157618e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.989993224074e-12,        +7.422905506223e-03,        +6.497856511028e-12,        +1.061822951352e-02
 2.42392000e+00,        +6.706521472270e-10,        +6.103670791178e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.977647321064e-12,        +7.422100028525e-03,        +6.482910235799e-12,        +1.062133011035e-02
 2.42394000e+00,        +6.690695501263e-10,        +6.087890796525e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.965358837876e-12,        +7.421289516074e-03,        +6.468038791659e-12,        +1.062443300618e-02
 2.42396000e+00,        +6.674947468526e-10,        +6.072188653916e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.953127408495e-12,        +7.420473991518e-03,        +6.453241674480e-12,        +1.062753817821e-02
 2.42398000e+00,        +6.659276858247e-10,        +6.056563847924e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.940952669863e-12,        +7.419653477455e-03,        +6.438518384365e-12,        +1.063064560373e-02
 2.42400000e+00,        +6.643683158893e-10,        +6.041015867394e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.928834261858e-12,        +7.418827996427e-03,        +6.423868425604e-12,        +1.063375526007e-02
 2.42402000e+00,        +6.628165863158e-10,        +6.025544205403e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.916771827260e-12,        +7.417997570926e-03,        +6.409291306634e-12,        +1.063686712461e-02
 2.42404000e+00,        +6.612724467933e-10,        +6.010148359217e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.904765011723e-12,        +7.417162223388e-03,        +6.394786539998e-12,        +1.063998117483e-02
 2.42406000e+00,        +6.597358474257e-10,        +5.994827830250e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.892813463751e-12,        +7.416321976201e-03,        +6.380353642304e-12,        +1.064309738823e-02
 2.42408000e+00,        +6.582067387277e-10,        +5.979582124022e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.880916834664e-12,        +7.415476851694e-03,        +6.365992134183e-12,        +1.064621574242e-02
 2.42410000e+00,        +6.566850716208e-10,        +5.964410750119e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.869074778579e-12,        +7.414626872149e-03,        +6.351701540249e-12,        +1.064933621502e-02
 2.42412000e+00,        +6.551707974297e-10,        +5.949313222155e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.857286952375e-12,        +7.413772059790e-03,        +6.337481389065e-12,        +1.065245878375e-02
 2.42414000e+00,        +6.536638678774e-10,        +5.934289057727e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.845553015669e-12,        +7.412912436791e-03,        +6.323331213093e-12,        +1.065558342639e-02
 2.42416000e+00,        +6.521642350823e-10,        +5.919337778384e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.833872630794e-12,        +7.412048025271e-03,        +6.309250548668e-12,        +1.065871012076e-02
 2.42418000e+00,        +6.506718515539e-10,        +5.904458909581e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.822245462767e-12,        +7.411178847295e-03,        +6.295238935950e-12,        +1.066183884477e-02
 2.42420000e+00,        +6.491866701886e-10,        +5.889651980644e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.810671179265e-12,        +7.410304924879e-03,        +6.281295918890e-12,        +1.066496957636e-02
 2.42422000e+00,        +6.477086442666e-10,        +5.874916524731e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.799149450600e-12,        +7.409426279981e-03,        +6.267421045195e-12,        +1.066810229356e-02
 2.42424000e+00,        +6.462377274476e-10,        +5.860252078796e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.787679949695e-12,        +7.408542934508e-03,        +6.253613866287e-12,        +1.067123697445e-02
 2.42426000e+00,        +6.447738737677e-10,        +5.845658183553e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.776262352056e-12,        +7.407654910311e-03,        +6.239873937268e-12,        +1.067437359718e-02
 2.42428000e+00,        +6.433170376350e-10,        +5.831134383435e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.764896335750e-12,        +7.406762229192e-03,        +6.226200816886e-12,        +1.067751213996e-02
 2.42430000e+00,        +6.418671738266e-10,        +5.816680226562e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.753581581380e-12,        +7.405864912894e-03,        +6.212594067495e-12,        +1.068065258105e-02
 2.42432000e+00,        +6.404242374847e-10,        +5.802295264704e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.742317772061e-12,        +7.404962983111e-03,        +6.199053255026e-12,        +1.068379489878e-02
 2.42434000e+00,        +6.389881841134e-10,        +5.787979053248e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.731104593394e-12,        +7.404056461480e-03,        +6.185577948947e-12,        +1.068693907155e-02
 2.42436000e+00,        +6.375589695746e-10,        +5.773731151156e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.719941733444e-12,        +7.403145369586e-03,        +6.172167722228e-12,        +1.069008507781e-02
 2.42438000e+00,        +6.361365500853e-10,        +5.759551120940e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.708828882720e-12,        +7.402229728961e-03,        +6.158822151312e-12,        +1.069323289608e-02
 2.42440000e+00,        +6.347208822136e-10,        +5.745438528621e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.697765734146e-12,        +7.401309561082e-03,        +6.145540816079e-12,        +1.069638250495e-02
 2.42442000e+00,        +6.333119228756e-10,        +5.731392943697e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.686751983040e-12,        +7.400384887371e-03,        +6.132323299809e-12,        +1.069953388304e-02
 2.42444000e+00,        +6.319096293319e-10,        +5.717413939110e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.675787327096e-12,        +7.399455729199e-03,        +6.119169189155e-12,        +1.070268700906e-02
 2.42446000e+00,        +6.305139591847e-10,        +5.703501091217e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.664871466355e-12,        +7.398522107881e-03,        +6.106078074108e-12,        +1.070584186178e-02
 2.42448000e+00,        +6.291248703737e-10,        +5.689653979746e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.654004103188e-12,        +7.397584044679e-03,        +6.093049547962e-12,        +1.070899842003e-02
 2.42450000e+00,        +6.277423211741e-10,        +5.675872187779e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.643184942270e-12,        +7.396641560801e-03,        +6.080083207287e-12,        +1.071215666269e-02
 2.42452000e+00,        +6.263662701922e-10,        +5.662155301708e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.632413690564e-12,        +7.395694677401e-03,        +6.067178651896e-12,        +1.071531656870e-02
 2.42454000e+00,        +6.249966763628e-10,        +5.648502911208e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.621690057292e-12,        +7.394743415578e-03,        +6.054335484812e-12,        +1.071847811709e-02
 2.42456000e+00,        +6.236334989463e-10,        +5.634914609206e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.611013753922e-12,        +7.393787796378e-03,        +6.041553312237e-12,        +1.072164128693e-02
 2.42458000e+00,        +6.222766975251e-10,        +5.621389991850e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.600384494141e-12,        +7.392827840793e-03,        +6.028831743527e-12,        +1.072480605734e-02
 2.42460000e+00,        +6.209262320011e-10,        +5.607928658479e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.589801993838e-12,        +7.391863569761e-03,        +6.016170391155e-12,        +1.072797240753e-02
 2.42462000e+00,        +6.195820625919e-10,        +5.594530211589e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.579265971081e-12,        +7.390895004166e-03,        +6.003568870685e-12,        +1.073114031675e-02
 2.42464000e+00,        +6.182441498287e-10,        +5.581194256809e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.568776146100e-12,        +7.389922164836e-03,        +5.991026800742e-12,        +1.073430976432e-02
 2.42466000e+00,        +6.169124545529e-10,        +5.567920402868e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.558332241262e-12,        +7.388945072547e-03,        +5.978543802984e-12,        +1.073748072962e-02
 2.42468000e+00,        +6.155869379131e-10,        +5.554708261566e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.547933981057e-12,        +7.387963748021e-03,        +5.966119502070e-12,        +1.074065319209e-02
 2.42470000e+00,        +6.142675613622e-10,        +5.541557447746e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.537581092074e-12,        +7.386978211924e-03,        +5.953753525635e-12,        +1.074382713123e-02
 2.42472000e+00,        +6.129542866551e-10,        +5.528467579264e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.527273302986e-12,        +7.385988484869e-03,        +5.941445504260e-12,        +1.074700252660e-02
 2.42474000e+00,        +6.116470758450e-10,        +5.515438276964e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.517010344524e-12,        +7.384994587415e-03,        +5.929195071445e-12,        +1.075017935784e-02
 2.42476000e+00,        +6.103458912813e-10,        +5.502469164644e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.506791949465e-12,        +7.383996540066e-03,        +5.917001863581e-12,        +1.075335760462e-02
 2.42478000e+00,        +6.090506956066e-10,        +5.489559869035e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.496617852610e-12,        +7.382994363272e-03,        +5.904865519921e-12,        +1.075653724669e-02
 2.42480000e+00,        +6.077614517539e-10,        +5.476710019773e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.486487790769e-12,        +7.381988077430e-03,        +5.892785682560e-12,        +1.075971826386e-02
 2.42482000e+00,        +6.064781229438e-10,        +5.463919249364e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.476401502733e-12,        +7.380977702881e-03,        +5.880761996398e-12,        +1.076290063599e-02
 2.42484000e+00,        +6.052006726822e-10,        +5.451187193169e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.466358729269e-12,        +7.379963259913e-03,        +5.868794109121e-12,        +1.076608434301e-02
 2.42486000e+00,        +6.039290647575e-10,        +5.438513489366e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.456359213093e-12,        +7.378944768758e-03,        +5.856881671175e-12,        +1.076926936492e-02
 2.42488000e+00,        +6.026632632376e-10,        +5.425897778936e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.446402698854e-12,        +7.377922249595e-03,        +5.845024335734e-12,        +1.077245568176e-02
 2.42490000e+00,        +6.014032324678e-10,        +5.413339705624e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.436488933119e-12,        +7.376895722551e-03,        +5.833221758684e-12,        +1.077564327364e-02
 2.42492000e+00,        +6.001489370680e-10,        +5.400838915923e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.426617664354e-12,        +7.375865207694e-03,        +5.821473598587e-12,        +1.077883212073e-02
 2.42494000e+00,        +5.989003419304e-10,        +5.388395059048e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.416788642906e-12,        +7.374830725040e-03,        +5.809779516666e-12,        +1.078202220327e-02
 2.42496000e+00,        +5.976574122167e-10,        +5.376007786904e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.407001620986e-12,        +7.373792294553e-03,        +5.798139176773e-12,        +1.078521350155e-02
 2.42498000e+00,        +5.964201133556e-10,        +5.363676754069e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.397256352655e-12,        +7.372749936140e-03,        +5.786552245370e-12,        +1.078840599591e-02
 2.42500000e+00,        +5.951884110407e-10,        +5.351401617766e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.387552593804e-12,        +7.371703669653e-03,        +5.775018391500e-12,        +1.079159966676e-02
 2.42502000e+00,        +5.939622712279e-10,        +5.339182037837e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.377890102139e-12,        +7.370653514892e-03,        +5.763537286768e-12,        +1.079479449459e-02
 2.42504000e+00,        +5.927416601326e-10,        +5.327017676723e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.368268637165e-12,        +7.369599491602e-03,        +5.752108605312e-12,        +1.079799045993e-02
 2.42506000e+00,        +5.915265442281e-10,        +5.314908199438e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.358687960168e-12,        +7.368541619474e-03,        +5.740732023785e-12,        +1.080118754336e-02
 2.42508000e+00,        +5.903168902427e-10,        +5.302853273545e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.349147834204e-12,        +7.367479918143e-03,        +5.729407221328e-12,        +1.080438572553e-02
 2.42510000e+00,        +5.891126651573e-10,        +5.290852569134e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.339648024075e-12,        +7.366414407194e-03,        +5.718133879550e-12,        +1.080758498717e-02
 2.42512000e+00,        +5.879138362035e-10,        +5.278905758798e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.330188296320e-12,        +7.365345106151e-03,        +5.706911682501e-12,        +1.081078530904e-02
 2.42514000e+00,        +5.867203708613e-10,        +5.267012517614e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.320768419200e-12,        +7.364272034491e-03,        +5.695740316656e-12,        +1.081398667197e-02
 2.42516000e+00,        +5.855322368563e-10,        +5.255172523111e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.311388162676e-12,        +7.363195211632e-03,        +5.684619470887e-12,        +1.081718905685e-02
 2.42518000e+00,        +5.843494021580e-10,        +5.243385455260e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.302047298402e-12,        +7.362114656940e-03,        +5.673548836445e-12,        +1.082039244464e-02
 2.42520000e+00,        +5.831718349777e-10,        +5.231650996444e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.292745599703e-12,        +7.361030389726e-03,        +5.662528106935e-12,        +1.082359681635e-02
 2.42522000e+00,        +5.819995037657e-10,        +5.219968831436e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.283482841566e-12,        +7.359942429247e-03,        +5.651556978298e-12,        +1.082680215304e-02
 2.42524000e+00,        +5.808323772096e-10,        +5.208338647382e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.274258800620e-12,        +7.358850794707e-03,        +5.640635148788e-12,        +1.083000843584e-02
 2.42526000e+00,        +5.796704242322e-10,        +5.196760133778e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.265073255127e-12,        +7.357755505253e-03,        +5.629762318949e-12,        +1.083321564595e-02
 2.42528000e+00,        +5.785136139893e-10,        +5.185232982446e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.255925984963e-12,        +7.356656579981e-03,        +5.618938191600e-12,        +1.083642376461e-02
 2.42530000e+00,        +5.773619158673e-10,        +5.173756887516e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.246816771606e-12,        +7.355554037932e-03,        +5.608162471807e-12,        +1.083963277312e-02
 2.42532000e+00,        +5.762152994815e-10,        +5.162331545404e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.237745398120e-12,        +7.354447898091e-03,        +5.597434866868e-12,        +1.084284265285e-02
 2.42534000e+00,        +5.750737346741e-10,        +5.150956654794e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.228711649145e-12,        +7.353338179392e-03,        +5.586755086293e-12,        +1.084605338524e-02
 2.42536000e+00,        +5.739371915119e-10,        +5.139631916613e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.219715310879e-12,        +7.352224900714e-03,        +5.576122841780e-12,        +1.084926495175e-02
 2.42538000e+00,        +5.728056402843e-10,        +5.128357034016e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.210756171068e-12,        +7.351108080880e-03,        +5.565537847198e-12,        +1.085247733393e-02
 2.42540000e+00,        +5.716790515017e-10,        +5.117131712364e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.201834018988e-12,        +7.349987738663e-03,        +5.554999818568e-12,        +1.085569051339e-02
 2.42542000e+00,        +5.705573958931e-10,        +5.105955659202e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.192948645435e-12,        +7.348863892777e-03,        +5.544508474043e-12,        +1.085890447178e-02
 2.42544000e+00,        +5.694406444043e-10,        +5.094828584244e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.184099842714e-12,        +7.347736561887e-03,        +5.534063533888e-12,        +1.086211919083e-02
 2.42546000e+00,        +5.683287681961e-10,        +5.083750199350e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.175287404618e-12,        +7.346605764601e-03,        +5.523664720462e-12,        +1.086533465230e-02
 2.42548000e+00,        +5.672217386423e-10,        +5.072720218512e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.166511126424e-12,        +7.345471519474e-03,        +5.513311758201e-12,        +1.086855083803e-02
 2.42550000e+00,        +5.661195273276e-10,        +5.061738357827e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.157770804872e-12,        +7.344333845008e-03,        +5.503004373593e-12,        +1.087176772992e-02
 2.42552000e+00,        +5.650221060461e-10,        +5.050804335486e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.149066238161e-12,        +7.343192759651e-03,        +5.492742295170e-12,        +1.087498530992e-02
 2.42554000e+00,        +5.639294467995e-10,        +5.039917871753e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.140397225928e-12,        +7.342048281796e-03,        +5.482525253481e-12,        +1.087820356004e-02
 2.42556000e+00,        +5.628415217948e-10,        +5.029078688945e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.131763569243e-12,        +7.340900429783e-03,        +5.472352981078e-12,        +1.088142246234e-02
 2.42558000e+00,        +5.617583034427e-10,        +5.018286511416e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.123165070589e-12,        +7.339749221898e-03,        +5.462225212496e-12,        +1.088464199896e-02
 2.42560000e+00,        +5.606797643563e-10,        +5.007541065538e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.114601533857e-12,        +7.338594676376e-03,        +5.452141684241e-12,        +1.088786215207e-02
 2.42562000e+00,        +5.596058773484e-10,        +4.996842079687e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.106072764329e-12,        +7.337436811394e-03,        +5.442102134764e-12,        +1.089108290392e-02
 2.42564000e+00,        +5.585366154306e-10,        +4.986189284216e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.097578568668e-12,        +7.336275645078e-03,        +5.432106304451e-12,        +1.089430423680e-02
 2.42566000e+00,        +5.574719518111e-10,        +4.975582411450e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.089118754908e-12,        +7.335111195501e-03,        +5.422153935604e-12,        +1.089752613307e-02
 2.42568000e+00,        +5.564118598932e-10,        +4.965021195659e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.080693132437e-12,        +7.333943480681e-03,        +5.412244772420e-12,        +1.090074857516e-02
 2.42570000e+00,        +5.553563132733e-10,        +4.954505373047e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.072301511992e-12,        +7.332772518583e-03,        +5.402378560981e-12,        +1.090397154552e-02
 2.42572000e+00,        +5.543052857395e-10,        +4.944034681731e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.063943705641e-12,        +7.331598327120e-03,        +5.392555049234e-12,        +1.090719502669e-02
 2.42574000e+00,        +5.532587512700e-10,        +4.933608861728e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.055619526778e-12,        +7.330420924148e-03,        +5.382773986973e-12,        +1.091041900125e-02
 2.42576000e+00,        +5.522166840312e-10,        +4.923227654937e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.047328790106e-12,        +7.329240327475e-03,        +5.373035125826e-12,        +1.091364345185e-02
 2.42578000e+00,        +5.511790583761e-10,        +4.912890805120e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.039071311629e-12,        +7.328056554850e-03,        +5.363338219238e-12,        +1.091686836119e-02
 2.42580000e+00,        +5.501458488429e-10,        +4.902598057891e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.030846908643e-12,        +7.326869623974e-03,        +5.353683022454e-12,        +1.092009371202e-02
 2.42582000e+00,        +5.491170301532e-10,        +4.892349160697e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.022655399718e-12,        +7.325679552491e-03,        +5.344069292505e-12,        +1.092331948717e-02
 2.42584000e+00,        +5.480925772104e-10,        +4.882143862800e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.014496604695e-12,        +7.324486357994e-03,        +5.334496788191e-12,        +1.092654566949e-02
 2.42586000e+00,        +5.470724650984e-10,        +4.871981915269e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.006370344672e-12,        +7.323290058021e-03,        +5.324965270067e-12,        +1.092977224193e-02
 2.42588000e+00,        +5.460566690796e-10,        +4.861863070954e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.998276441991e-12,        +7.322090670059e-03,        +5.315474500425e-12,        +1.093299918745e-02
 2.42590000e+00,        +5.450451645939e-10,        +4.851787084479e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.990214720233e-12,        +7.320888211542e-03,        +5.306024243285e-12,        +1.093622648912e-02
 2.42592000e+00,        +5.440379272566e-10,        +4.841753712224e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.982185004201e-12,        +7.319682699848e-03,        +5.296614264370e-12,        +1.093945413001e-02
 2.42594000e+00,        +5.430349328575e-10,        +4.831762712308e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.974187119917e-12,        +7.318474152305e-03,        +5.287244331103e-12,        +1.094268209330e-02
 2.42596000e+00,        +5.420361573590e-10,        +4.821813844578e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.966220894605e-12,        +7.317262586189e-03,        +5.277914212584e-12,        +1.094591036218e-02
 2.42598000e+00,        +5.410415768945e-10,        +4.811906870589e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.958286156684e-12,        +7.316048018720e-03,        +5.268623679579e-12,        +1.094913891992e-02
 2.42600000e+00,        +5.400511677675e-10,        +4.802041553598e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.950382735761e-12,        +7.314830467068e-03,        +5.259372504504e-12,        +1.095236774984e-02
 2.42602000e+00,        +5.390649064497e-10,        +4.792217658538e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.942510462616e-12,        +7.313609948348e-03,        +5.250160461411e-12,        +1.095559683533e-02
 2.42604000e+00,        +5.380827695796e-10,        +4.782434952014e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.934669169193e-12,        +7.312386479624e-03,        +5.240987325977e-12,        +1.095882615982e-02
 2.42606000e+00,        +5.371047339613e-10,        +4.772693202283e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.926858688593e-12,        +7.311160077907e-03,        +5.231852875487e-12,        +1.096205570679e-02
 2.42608000e+00,        +5.361307765630e-10,        +4.762992179242e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.919078855064e-12,        +7.309930760157e-03,        +5.222756888818e-12,        +1.096528545980e-02
 2.42610000e+00,        +5.351608745154e-10,        +4.753331654413e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.911329503990e-12,        +7.308698543278e-03,        +5.213699146433e-12,        +1.096851540244e-02
 2.42612000e+00,        +5.341950051107e-10,        +4.743711400930e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.903610471880e-12,        +7.307463444124e-03,        +5.204679430359e-12,        +1.097174551837e-02
 2.42614000e+00,        +5.332331458008e-10,        +4.734131193527e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.895921596362e-12,        +7.306225479497e-03,        +5.195697524180e-12,        +1.097497579130e-02
 2.42616000e+00,        +5.322752741966e-10,        +4.724590808522e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.888262716174e-12,        +7.304984666145e-03,        +5.186753213019e-12,        +1.097820620500e-02
 2.42618000e+00,        +5.313213680657e-10,        +4.715090023802e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.880633671151e-12,        +7.303741020766e-03,        +5.177846283530e-12,        +1.098143674329e-02
 2.42620000e+00,        +5.303714053322e-10,        +4.705628618817e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.873034302220e-12,        +7.302494560003e-03,        +5.168976523880e-12,        +1.098466739005e-02
 2.42622000e+00,        +5.294253640745e-10,        +4.696206374557e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.865464451388e-12,        +7.301245300450e-03,        +5.160143723738e-12,        +1.098789812921e-02
