        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.44972000e+00,        +2.486295811384e-10,        +1.918600096816e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.440881218628e-12,        +5.795292788696e-03,        +2.477926794289e-12,        +1.291528546466e-02
 2.44974000e+00,        +2.486290271013e-10,        +1.918616454676e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.440650139294e-12,        +5.794376288602e-03,        +2.477761871659e-12,        +1.291431575926e-02
 2.44976000e+00,        +2.486287547754e-10,        +1.918635631081e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.440420719415e-12,        +5.793459894515e-03,        +2.477599152100e-12,        +1.291333858271e-02
 2.44978000e+00,        +2.486287648359e-10,        +1.918657632804e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.440192961051e-12,        +5.792543602111e-03,        +2.477438639825e-12,        +1.291235391593e-02
 2.44980000e+00,        +2.486290579633e-10,        +1.918682466672e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.439966866289e-12,        +5.791627407049e-03,        +2.477280339085e-12,        +1.291136173972e-02
 2.44982000e+00,        +2.486296348430e-10,        +1.918710139562e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.439742437236e-12,        +5.790711304970e-03,        +2.477124254162e-12,        +1.291036203482e-02
 2.44984000e+00,        +2.486304961659e-10,        +1.918740658405e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.439519676023e-12,        +5.789795291493e-03,        +2.476970389375e-12,        +1.290935478188e-02
 2.44986000e+00,        +2.486316426280e-10,        +1.918774030183e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.439298584803e-12,        +5.788879362217e-03,        +2.476818749080e-12,        +1.290833996145e-02
 2.44988000e+00,        +2.486330749308e-10,        +1.918810261933e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.439079165756e-12,        +5.787963512724e-03,        +2.476669337664e-12,        +1.290731755400e-02
 2.44990000e+00,        +2.486347937808e-10,        +1.918849360744e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.438861421079e-12,        +5.787047738573e-03,        +2.476522159555e-12,        +1.290628753992e-02
 2.44992000e+00,        +2.486367998900e-10,        +1.918891333757e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.438645352999e-12,        +5.786132035303e-03,        +2.476377219212e-12,        +1.290524989950e-02
 2.44994000e+00,        +2.486390939758e-10,        +1.918936188168e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.438430963761e-12,        +5.785216398435e-03,        +2.476234521133e-12,        +1.290420461296e-02
 2.44996000e+00,        +2.486416767611e-10,        +1.918983931230e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.438218255638e-12,        +5.784300823468e-03,        +2.476094069853e-12,        +1.290315166040e-02
 2.44998000e+00,        +2.486445489740e-10,        +1.919034570246e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.438007230924e-12,        +5.783385305881e-03,        +2.475955869941e-12,        +1.290209102186e-02
 2.45000000e+00,        +2.486477113483e-10,        +1.919088112575e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.437797891937e-12,        +5.782469841131e-03,        +2.475819926004e-12,        +1.290102267729e-02
 2.45002000e+00,        +2.486511646230e-10,        +1.919144565633e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.437590241022e-12,        +5.781554424655e-03,        +2.475686242686e-12,        +1.289994660652e-02
 2.45004000e+00,        +2.486549095431e-10,        +1.919203936891e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.437384280544e-12,        +5.780639051871e-03,        +2.475554824666e-12,        +1.289886278931e-02
 2.45006000e+00,        +2.486589468587e-10,        +1.919266233873e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.437180012896e-12,        +5.779723718175e-03,        +2.475425676665e-12,        +1.289777120535e-02
 2.45008000e+00,        +2.486632773258e-10,        +1.919331464162e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.436977440491e-12,        +5.778808418939e-03,        +2.475298803436e-12,        +1.289667183421e-02
 2.45010000e+00,        +2.486679017060e-10,        +1.919399635397e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.436776565773e-12,        +5.777893149519e-03,        +2.475174209774e-12,        +1.289556465536e-02
 2.45012000e+00,        +2.486728207665e-10,        +1.919470755273e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.436577391203e-12,        +5.776977905246e-03,        +2.475051900509e-12,        +1.289444964822e-02
 2.45014000e+00,        +2.486780352802e-10,        +1.919544831543e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.436379919273e-12,        +5.776062681430e-03,        +2.474931880511e-12,        +1.289332679207e-02
 2.45016000e+00,        +2.486835460258e-10,        +1.919621872017e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.436184152498e-12,        +5.775147473361e-03,        +2.474814154689e-12,        +1.289219606614e-02
 2.45018000e+00,        +2.486893537879e-10,        +1.919701884562e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.435990093416e-12,        +5.774232276307e-03,        +2.474698727987e-12,        +1.289105744954e-02
 2.45020000e+00,        +2.486954593565e-10,        +1.919784877105e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.435797744592e-12,        +5.773317085512e-03,        +2.474585605391e-12,        +1.288991092128e-02
 2.45022000e+00,        +2.487018635280e-10,        +1.919870857631e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.435607108617e-12,        +5.772401896200e-03,        +2.474474791926e-12,        +1.288875646032e-02
 2.45024000e+00,        +2.487085671042e-10,        +1.919959834183e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.435418188107e-12,        +5.771486703574e-03,        +2.474366292654e-12,        +1.288759404547e-02
 2.45026000e+00,        +2.487155708931e-10,        +1.920051814863e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.435230985702e-12,        +5.770571502814e-03,        +2.474260112679e-12,        +1.288642365548e-02
 2.45028000e+00,        +2.487228757086e-10,        +1.920146807835e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.435045504069e-12,        +5.769656289075e-03,        +2.474156257144e-12,        +1.288524526900e-02
 2.45030000e+00,        +2.487304823707e-10,        +1.920244821322e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.434861745902e-12,        +5.768741057495e-03,        +2.474054731230e-12,        +1.288405886457e-02
 2.45032000e+00,        +2.487383917050e-10,        +1.920345863605e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.434679713919e-12,        +5.767825803185e-03,        +2.473955540160e-12,        +1.288286442066e-02
 2.45034000e+00,        +2.487466045438e-10,        +1.920449943028e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.434499410865e-12,        +5.766910521234e-03,        +2.473858689197e-12,        +1.288166191563e-02
 2.45036000e+00,        +2.487551217250e-10,        +1.920557067997e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.434320839511e-12,        +5.765995206711e-03,        +2.473764183646e-12,        +1.288045132773e-02
 2.45038000e+00,        +2.487639440928e-10,        +1.920667246978e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.434144002655e-12,        +5.765079854659e-03,        +2.473672028850e-12,        +1.287923263513e-02
 2.45040000e+00,        +2.487730724978e-10,        +1.920780488499e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.433968903122e-12,        +5.764164460099e-03,        +2.473582230195e-12,        +1.287800581590e-02
 2.45042000e+00,        +2.487825077965e-10,        +1.920896801150e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.433795543761e-12,        +5.763249018032e-03,        +2.473494793109e-12,        +1.287677084801e-02
 2.45044000e+00,        +2.487922508518e-10,        +1.921016193584e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.433623927453e-12,        +5.762333523429e-03,        +2.473409723059e-12,        +1.287552770934e-02
 2.45046000e+00,        +2.488023025329e-10,        +1.921138674519e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.433454057100e-12,        +5.761417971244e-03,        +2.473327025556e-12,        +1.287427637765e-02
 2.45048000e+00,        +2.488126637153e-10,        +1.921264252734e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.433285935635e-12,        +5.760502356404e-03,        +2.473246706152e-12,        +1.287301683063e-02
 2.45050000e+00,        +2.488233352811e-10,        +1.921392937072e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.433119566019e-12,        +5.759586673814e-03,        +2.473168770443e-12,        +1.287174904584e-02
 2.45052000e+00,        +2.488343181184e-10,        +1.921524736441e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.432954951237e-12,        +5.758670918353e-03,        +2.473093224066e-12,        +1.287047300076e-02
 2.45054000e+00,        +2.488456131221e-10,        +1.921659659814e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.432792094304e-12,        +5.757755084880e-03,        +2.473020072701e-12,        +1.286918867278e-02
 2.45056000e+00,        +2.488572211935e-10,        +1.921797716228e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.432630998263e-12,        +5.756839168226e-03,        +2.472949322070e-12,        +1.286789603915e-02
 2.45058000e+00,        +2.488691432405e-10,        +1.921938914788e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.432471666183e-12,        +5.755923163200e-03,        +2.472880977942e-12,        +1.286659507706e-02
 2.45060000e+00,        +2.488813801774e-10,        +1.922083264661e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.432314101165e-12,        +5.755007064585e-03,        +2.472815046126e-12,        +1.286528576358e-02
 2.45062000e+00,        +2.488939329253e-10,        +1.922230775084e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.432158306333e-12,        +5.754090867142e-03,        +2.472751532476e-12,        +1.286396807567e-02
 2.45064000e+00,        +2.489068024120e-10,        +1.922381455359e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.432004284843e-12,        +5.753174565606e-03,        +2.472690442891e-12,        +1.286264199021e-02
 2.45066000e+00,        +2.489199895718e-10,        +1.922535314855e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.431852039879e-12,        +5.752258154686e-03,        +2.472631783312e-12,        +1.286130748396e-02
 2.45068000e+00,        +2.489334953460e-10,        +1.922692363009e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.431701574653e-12,        +5.751341629069e-03,        +2.472575559729e-12,        +1.285996453358e-02
 2.45070000e+00,        +2.489473206826e-10,        +1.922852609327e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.431552892407e-12,        +5.750424983415e-03,        +2.472521778172e-12,        +1.285861311563e-02
 2.45072000e+00,        +2.489614665364e-10,        +1.923016063383e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.431405996412e-12,        +5.749508212359e-03,        +2.472470444719e-12,        +1.285725320656e-02
 2.45074000e+00,        +2.489759338691e-10,        +1.923182734818e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.431260889966e-12,        +5.748591310511e-03,        +2.472421565493e-12,        +1.285588478272e-02
 2.45076000e+00,        +2.489907236493e-10,        +1.923352633346e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.431117576400e-12,        +5.747674272456e-03,        +2.472375146664e-12,        +1.285450782035e-02
 2.45078000e+00,        +2.490058368528e-10,        +1.923525768748e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430976059071e-12,        +5.746757092753e-03,        +2.472331194445e-12,        +1.285312229560e-02
 2.45080000e+00,        +2.490212744622e-10,        +1.923702150877e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430836341369e-12,        +5.745839765935e-03,        +2.472289715098e-12,        +1.285172818449e-02
 2.45082000e+00,        +2.490370374671e-10,        +1.923881789654e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430698426711e-12,        +5.744922286511e-03,        +2.472250714931e-12,        +1.285032546295e-02
 2.45084000e+00,        +2.490531268645e-10,        +1.924064695076e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430562318547e-12,        +5.744004648959e-03,        +2.472214200298e-12,        +1.284891410681e-02
 2.45086000e+00,        +2.490695436583e-10,        +1.924250877208e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430428020356e-12,        +5.743086847739e-03,        +2.472180177601e-12,        +1.284749409177e-02
 2.45088000e+00,        +2.490862888597e-10,        +1.924440346188e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430295535647e-12,        +5.742168877276e-03,        +2.472148653290e-12,        +1.284606539344e-02
 2.45090000e+00,        +2.491033634873e-10,        +1.924633112227e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430164867959e-12,        +5.741250731975e-03,        +2.472119633861e-12,        +1.284462798731e-02
 2.45092000e+00,        +2.491207685668e-10,        +1.924829185608e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.430036020864e-12,        +5.740332406211e-03,        +2.472093125861e-12,        +1.284318184878e-02
 2.45094000e+00,        +2.491385051313e-10,        +1.925028576691e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429908997964e-12,        +5.739413894334e-03,        +2.472069135882e-12,        +1.284172695312e-02
 2.45096000e+00,        +2.491565742214e-10,        +1.925231295905e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429783802892e-12,        +5.738495190666e-03,        +2.472047670566e-12,        +1.284026327550e-02
 2.45098000e+00,        +2.491749768850e-10,        +1.925437353759e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429660439312e-12,        +5.737576289501e-03,        +2.472028736606e-12,        +1.283879079099e-02
 2.45100000e+00,        +2.491937141775e-10,        +1.925646760832e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429538910921e-12,        +5.736657185111e-03,        +2.472012340741e-12,        +1.283730947452e-02
 2.45102000e+00,        +2.492127871622e-10,        +1.925859527782e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429419221446e-12,        +5.735737871733e-03,        +2.471998489762e-12,        +1.283581930095e-02
 2.45104000e+00,        +2.492321969095e-10,        +1.926075665342e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429301374648e-12,        +5.734818343582e-03,        +2.471987190509e-12,        +1.283432024500e-02
 2.45106000e+00,        +2.492519444976e-10,        +1.926295184322e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429185374317e-12,        +5.733898594843e-03,        +2.471978449873e-12,        +1.283281228128e-02
 2.45108000e+00,        +2.492720310128e-10,        +1.926518095609e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.429071224279e-12,        +5.732978619674e-03,        +2.471972274794e-12,        +1.283129538429e-02
 2.45110000e+00,        +2.492924575486e-10,        +1.926744410166e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428958928391e-12,        +5.732058412207e-03,        +2.471968672264e-12,        +1.282976952844e-02
 2.45112000e+00,        +2.493132252066e-10,        +1.926974139037e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428848490542e-12,        +5.731137966541e-03,        +2.471967649326e-12,        +1.282823468799e-02
 2.45114000e+00,        +2.493343350962e-10,        +1.927207293343e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428739914656e-12,        +5.730217276750e-03,        +2.471969213074e-12,        +1.282669083711e-02
 2.45116000e+00,        +2.493557883348e-10,        +1.927443884285e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428633204687e-12,        +5.729296336881e-03,        +2.471973370656e-12,        +1.282513794986e-02
 2.45118000e+00,        +2.493775860476e-10,        +1.927683923143e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428528364625e-12,        +5.728375140949e-03,        +2.471980129270e-12,        +1.282357600016e-02
 2.45120000e+00,        +2.493997293678e-10,        +1.927927421276e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428425398492e-12,        +5.727453682942e-03,        +2.471989496167e-12,        +1.282200496184e-02
 2.45122000e+00,        +2.494222194369e-10,        +1.928174390129e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428324310346e-12,        +5.726531956817e-03,        +2.472001478651e-12,        +1.282042480860e-02
 2.45124000e+00,        +2.494450574045e-10,        +1.928424841221e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428225104276e-12,        +5.725609956506e-03,        +2.472016084079e-12,        +1.281883551403e-02
 2.45126000e+00,        +2.494682444280e-10,        +1.928678786159e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428127784408e-12,        +5.724687675909e-03,        +2.472033319862e-12,        +1.281723705162e-02
 2.45128000e+00,        +2.494917816736e-10,        +1.928936236629e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.428032354900e-12,        +5.723765108898e-03,        +2.472053193465e-12,        +1.281562939470e-02
 2.45130000e+00,        +2.495156703155e-10,        +1.929197204403e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427938819947e-12,        +5.722842249311e-03,        +2.472075712407e-12,        +1.281401251653e-02
 2.45132000e+00,        +2.495399115361e-10,        +1.929461701333e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427847183776e-12,        +5.721919090965e-03,        +2.472100884262e-12,        +1.281238639022e-02
 2.45134000e+00,        +2.495645065265e-10,        +1.929729739359e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427757450651e-12,        +5.720995627636e-03,        +2.472128716658e-12,        +1.281075098878e-02
 2.45136000e+00,        +2.495894564863e-10,        +1.930001330503e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427669624872e-12,        +5.720071853078e-03,        +2.472159217278e-12,        +1.280910628509e-02
 2.45138000e+00,        +2.496147626232e-10,        +1.930276486874e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427583710773e-12,        +5.719147761015e-03,        +2.472192393864e-12,        +1.280745225192e-02
 2.45140000e+00,        +2.496404261540e-10,        +1.930555220666e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427499712723e-12,        +5.718223345134e-03,        +2.472228254210e-12,        +1.280578886191e-02
 2.45142000e+00,        +2.496664483039e-10,        +1.930837544159e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427417635129e-12,        +5.717298599097e-03,        +2.472266806168e-12,        +1.280411608758e-02
 2.45144000e+00,        +2.496928303067e-10,        +1.931123469723e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427337482434e-12,        +5.716373516535e-03,        +2.472308057647e-12,        +1.280243390135e-02
 2.45146000e+00,        +2.497195734052e-10,        +1.931413009812e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427259259115e-12,        +5.715448091045e-03,        +2.472352016614e-12,        +1.280074227549e-02
 2.45148000e+00,        +2.497466788508e-10,        +1.931706176972e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427182969689e-12,        +5.714522316195e-03,        +2.472398691093e-12,        +1.279904118218e-02
 2.45150000e+00,        +2.497741479041e-10,        +1.932002983835e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427108618707e-12,        +5.713596185520e-03,        +2.472448089164e-12,        +1.279733059343e-02
 2.45152000e+00,        +2.498019818344e-10,        +1.932303443124e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.427036210759e-12,        +5.712669692528e-03,        +2.472500218967e-12,        +1.279561048119e-02
 2.45154000e+00,        +2.498301819200e-10,        +1.932607567653e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426965750471e-12,        +5.711742830687e-03,        +2.472555088703e-12,        +1.279388081722e-02
 2.45156000e+00,        +2.498587494484e-10,        +1.932915370325e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426897242508e-12,        +5.710815593444e-03,        +2.472612706626e-12,        +1.279214157323e-02
 2.45158000e+00,        +2.498876857162e-10,        +1.933226864136e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426830691573e-12,        +5.709887974204e-03,        +2.472673081057e-12,        +1.279039272073e-02
 2.45160000e+00,        +2.499169920292e-10,        +1.933542062174e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426766102404e-12,        +5.708959966345e-03,        +2.472736220371e-12,        +1.278863423116e-02
 2.45162000e+00,        +2.499466697024e-10,        +1.933860977619e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426703479781e-12,        +5.708031563213e-03,        +2.472802133006e-12,        +1.278686607582e-02
 2.45164000e+00,        +2.499767200604e-10,        +1.934183623745e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426642828522e-12,        +5.707102758118e-03,        +2.472870827461e-12,        +1.278508822587e-02
 2.45166000e+00,        +2.500071444367e-10,        +1.934510013920e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426584153481e-12,        +5.706173544340e-03,        +2.472942312294e-12,        +1.278330065236e-02
 2.45168000e+00,        +2.500379441749e-10,        +1.934840161608e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426527459554e-12,        +5.705243915126e-03,        +2.473016596127e-12,        +1.278150332621e-02
 2.45170000e+00,        +2.500691206276e-10,        +1.935174080366e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426472751676e-12,        +5.704313863689e-03,        +2.473093687642e-12,        +1.277969621821e-02
 2.45172000e+00,        +2.501006751572e-10,        +1.935511783849e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426420034821e-12,        +5.703383383208e-03,        +2.473173595584e-12,        +1.277787929902e-02
 2.45174000e+00,        +2.501326091360e-10,        +1.935853285808e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426369314002e-12,        +5.702452466831e-03,        +2.473256328763e-12,        +1.277605253918e-02
 2.45176000e+00,        +2.501649239456e-10,        +1.936198600093e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426320594274e-12,        +5.701521107670e-03,        +2.473341896048e-12,        +1.277421590910e-02
 2.45178000e+00,        +2.501976209777e-10,        +1.936547740650e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426273880732e-12,        +5.700589298803e-03,        +2.473430306375e-12,        +1.277236937905e-02
 2.45180000e+00,        +2.502307016339e-10,        +1.936900721526e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426229178509e-12,        +5.699657033275e-03,        +2.473521568743e-12,        +1.277051291919e-02
 2.45182000e+00,        +2.502641673256e-10,        +1.937257556866e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426186492783e-12,        +5.698724304097e-03,        +2.473615692215e-12,        +1.276864649952e-02
 2.45184000e+00,        +2.502980194743e-10,        +1.937618260917e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426145828771e-12,        +5.697791104245e-03,        +2.473712685921e-12,        +1.276677008995e-02
 2.45186000e+00,        +2.503322595115e-10,        +1.937982848024e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426107191731e-12,        +5.696857426659e-03,        +2.473812559053e-12,        +1.276488366022e-02
 2.45188000e+00,        +2.503668888792e-10,        +1.938351332639e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426070586964e-12,        +5.695923264247e-03,        +2.473915320872e-12,        +1.276298717996e-02
 2.45190000e+00,        +2.504019090292e-10,        +1.938723729311e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426036019813e-12,        +5.694988609880e-03,        +2.474020980705e-12,        +1.276108061866e-02
 2.45192000e+00,        +2.504373214238e-10,        +1.939100052696e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.426003495663e-12,        +5.694053456393e-03,        +2.474129547944e-12,        +1.275916394569e-02
 2.45194000e+00,        +2.504731275359e-10,        +1.939480317552e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425973019941e-12,        +5.693117796587e-03,        +2.474241032050e-12,        +1.275723713026e-02
 2.45196000e+00,        +2.505093288484e-10,        +1.939864538744e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425944598118e-12,        +5.692181623228e-03,        +2.474355442550e-12,        +1.275530014148e-02
 2.45198000e+00,        +2.505459268553e-10,        +1.940252731239e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425918235708e-12,        +5.691244929046e-03,        +2.474472789041e-12,        +1.275335294831e-02
 2.45200000e+00,        +2.505829230607e-10,        +1.940644910115e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425893938267e-12,        +5.690307706730e-03,        +2.474593081188e-12,        +1.275139551955e-02
 2.45202000e+00,        +2.506203189798e-10,        +1.941041090553e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425871711398e-12,        +5.689369948941e-03,        +2.474716328726e-12,        +1.274942782392e-02
 2.45204000e+00,        +2.506581161383e-10,        +1.941441287843e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425851560743e-12,        +5.688431648296e-03,        +2.474842541457e-12,        +1.274744982995e-02
 2.45206000e+00,        +2.506963160729e-10,        +1.941845517386e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425833491994e-12,        +5.687492797380e-03,        +2.474971729256e-12,        +1.274546150606e-02
 2.45208000e+00,        +2.507349203312e-10,        +1.942253794690e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425817510885e-12,        +5.686553388741e-03,        +2.475103902068e-12,        +1.274346282054e-02
 2.45210000e+00,        +2.507739304718e-10,        +1.942666135372e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425803623194e-12,        +5.685613414886e-03,        +2.475239069908e-12,        +1.274145374153e-02
 2.45212000e+00,        +2.508133480645e-10,        +1.943082555165e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425791834746e-12,        +5.684672868288e-03,        +2.475377242863e-12,        +1.273943423703e-02
 2.45214000e+00,        +2.508531746900e-10,        +1.943503069908e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425782151412e-12,        +5.683731741382e-03,        +2.475518431094e-12,        +1.273740427490e-02
 2.45216000e+00,        +2.508934119405e-10,        +1.943927695558e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425774579106e-12,        +5.682790026564e-03,        +2.475662644832e-12,        +1.273536382289e-02
 2.45218000e+00,        +2.509340614196e-10,        +1.944356448182e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425769123792e-12,        +5.681847716194e-03,        +2.475809894382e-12,        +1.273331284856e-02
 2.45220000e+00,        +2.509751247422e-10,        +1.944789343964e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425765791480e-12,        +5.680904802594e-03,        +2.475960190125e-12,        +1.273125131938e-02
 2.45222000e+00,        +2.510166035346e-10,        +1.945226399200e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425764588222e-12,        +5.679961278042e-03,        +2.476113542512e-12,        +1.272917920264e-02
 2.45224000e+00,        +2.510584994350e-10,        +1.945667630305e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425765520125e-12,        +5.679017134786e-03,        +2.476269962073e-12,        +1.272709646552e-02
 2.45226000e+00,        +2.511008140929e-10,        +1.946113053810e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425768593337e-12,        +5.678072365029e-03,        +2.476429459410e-12,        +1.272500307504e-02
 2.45228000e+00,        +2.511435491699e-10,        +1.946562686363e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425773814058e-12,        +5.677126960936e-03,        +2.476592045203e-12,        +1.272289899808e-02
 2.45230000e+00,        +2.511867063394e-10,        +1.947016544733e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425781188534e-12,        +5.676180914635e-03,        +2.476757730207e-12,        +1.272078420138e-02
 2.45232000e+00,        +2.512302872867e-10,        +1.947474645808e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.425790723061e-12,        +5.675234218212e-03,        +2.476926525255e-12,        +1.271865865154e-02
