        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106489900136e+00,        +2.005911584348e-12,        +2.758072461345e+11,        +6.478581788683e-12,        +8.217663946260e-08
 2.00e+00,        +1.763029858821e+00,        +1.265806107446e-10,        +6.964059694645e+09,        +8.485155911555e-12,        +1.076642654634e-07
 3.00e+00,        +1.763032850517e+00,        +5.691107885419e-12,        +1.548936416259e+11,        +7.495244094355e-12,        +9.510372700159e-08
 4.00e+00,        +1.893337080354e+00,        +1.172443601096e-10,        +8.074320498592e+09,        +8.699585292784e-12,        +1.103942731689e-07
 5.00e+00,        +1.893337819011e+00,        -1.153928043041e-10,        +8.203881647682e+09,        +1.006467982893e-11,        +1.277167793112e-07
 6.00e+00,        +2.022726979762e+00,        -6.819158119399e-11,        +1.483120749178e+10,        +1.324274178353e-11,        +1.680600317904e-07
 7.00e+00,        +2.200509189530e+00,        -1.362833445810e-11,        +8.073287298225e+10,        +1.156660603974e-11,        +1.468079486153e-07
 8.00e+00,        +2.200510460376e+00,        +7.174169016982e-12,        +1.533634386901e+11,        +9.113073185486e-12,        +1.156667372136e-07
 9.00e+00,        +2.363048188804e+00,        -1.086144824237e-10,        +1.087814505061e+10,        +6.982984722372e-12,        +8.864232080797e-08
 1.00e+01,        +2.363061125343e+00,        +1.028674011859e-10,        +1.148595715504e+10,        +1.353790494066e-11,        +1.718507734691e-07
 1.10e+01,        +2.444443296710e+00,        -1.022588995612e-10,        +1.195222766526e+10,        +1.060008350249e-11,        +1.345671525679e-07
 1.20e+01,        +2.444457786914e+00,        -1.442467958314e-11,        +8.473178807283e+10,        +1.145966335525e-11,        +1.454794470123e-07
 1.30e+01,        +2.444520241977e+00,        +8.846314992259e-11,        +1.381660185126e+10,        +9.805955340058e-12,        +1.244857717306e-07
 1.40e+01,        +2.540068737597e+00,        -3.362700537477e-10,        +3.776828637116e+09,        +1.240485772863e-10,        +1.574917467364e-06
 1.50e+01,        +2.569944597805e+00,        +4.912368413515e-10,        +2.615789759105e+09,        +7.792811686194e-11,        +9.893997562299e-07
 1.60e+01,        +2.569964595200e+00,        -1.507772924906e-10,        +8.522386072691e+09,        +2.343399627386e-11,        +2.975253547967e-07
 1.70e+01,        +2.907095186810e+00,        +2.082136306771e-10,        +6.981039563444e+09,        +4.285438821799e-11,        +5.442685830268e-07
 1.80e+01,        +2.907121619436e+00,        -4.990653894898e-10,        +2.912565848744e+09,        +2.732456810527e-11,        +3.470334073785e-07
 1.90e+01,        +2.935790694533e+00,        -5.548409328414e-11,        +2.645614734568e+10,        +2.482884060788e-11,        +3.153458704041e-07
 2.00e+01,        +2.935884687165e+00,        -1.783436212376e-10,        +8.230977555552e+09,        +2.416747548226e-11,        +3.069460410065e-07
 2.10e+01,        +2.975839634519e+00,        -2.799546927390e-10,        +5.314859353497e+09,        +2.475724761684e-11,        +3.144496087085e-07
 2.20e+01,        +2.975862236330e+00,        +1.229589344756e-10,        +1.210104108750e+10,        +2.427532224675e-11,        +3.083285298740e-07
 2.30e+01,        +2.981012802762e+00,        -2.245152843106e-10,        +6.638774754057e+09,        +1.614946406313e-11,        +2.051205414409e-07
 2.40e+01,        +2.981102164182e+00,        +1.278601910928e-10,        +1.165766349441e+10,        +3.158419191766e-11,        +4.011629813672e-07
 2.50e+01,        +3.052758547476e+00,        -5.498940095767e-09,        +2.775769961402e+08,        +6.174708456764e-11,        +7.843328229560e-07
 2.60e+01,        +3.228613377521e+00,        +2.767784149390e-10,        +5.832487656655e+09,        +6.907305614043e-11,        +8.775594065432e-07
 2.70e+01,        +3.228669173769e+00,        +1.354627656939e-10,        +1.191718313601e+10,        +4.717305718678e-11,        +5.993243240088e-07
