        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +1.883244329890e-11,        -1.042445049905e-10,        +1.891545263199e-11,        -1.627733591595e-10,        -3.459524093088e-09,        +3.938061899458e-07,        +1.468238331705e-11,        +2.827618253975e-11,        +1.852669663229e-11,        -1.711381007726e-10,        -3.624934247901e-09,        +3.933149514774e-07,        +8.251969619112e-12,        +2.367130571109e-10,        +1.707000789340e-11,        -1.589578173872e-10,        -4.320799566684e-09,        +3.877640356993e-07,        -2.084019459760e-11,        +1.266014748684e-09,        +3.937482981542e-12,        -8.111596862058e-11,        -2.312867996350e-09,        +1.798535162863e-07
 2.40002500e+00,        +1.885643572188e-11,        -1.045886439667e-10,        +1.893224277901e-11,        -1.630555085303e-10,        -3.458104132271e-09,        +3.940522544500e-07,        +1.470495238216e-11,        +2.801191271086e-11,        +1.854308751440e-11,        -1.714210331033e-10,        -3.623591449649e-09,        +3.935590283202e-07,        +8.272395941969e-12,        +2.365866489588e-10,        +1.708555129673e-11,        -1.592187124166e-10,        -4.319896612841e-09,        +3.880012437009e-07,        -2.082457122106e-11,        +1.265510292300e-09,        +3.941199745035e-12,        -8.131106347464e-11,        -2.312166556362e-09,        +1.799203200947e-07
 2.40005000e+00,        +1.888038652102e-11,        -1.049322406514e-10,        +1.894900608156e-11,        -1.633373523701e-10,        -3.456680510875e-09,        +3.942986286167e-07,        +1.472747901195e-11,        +2.774829329568e-11,        +1.855945220610e-11,        -1.717036756463e-10,        -3.622245255163e-09,        +3.938034131586e-07,        +8.292780883250e-12,        +2.364610207594e-10,        +1.710106983338e-11,        -1.594793371852e-10,        -4.318991116769e-09,        +3.882387526430e-07,        -2.080895509569e-11,        +1.265005024996e-09,        +3.944916940771e-12,        -8.150658329703e-11,        -2.311464153001e-09,        +1.799872051582e-07
 2.40007500e+00,        +1.890429576527e-11,        -1.052752956462e-10,        +1.896574258593e-11,        -1.636188911915e-10,        -3.455253218216e-09,        +3.945453130279e-07,        +1.474996327472e-11,        +2.748532388275e-11,        +1.857579075199e-11,        -1.719860289016e-10,        -3.620895654012e-09,        +3.940481065698e-07,        +8.313124508431e-12,        +2.363361724287e-10,        +1.711656354440e-11,        -1.597396921226e-10,        -4.318083069300e-09,        +3.884765630866e-07,        -2.079334623435e-11,        +1.264498945435e-09,        +3.948634553206e-12,        -8.170252834042e-11,        -2.310760783585e-09,        +1.800541716323e-07
 2.40010000e+00,        +1.892816352350e-11,        -1.056178095507e-10,        +1.898245233831e-11,        -1.639001255045e-10,        -3.453822243576e-09,        +3.947923082671e-07,        +1.477240523864e-11,        +2.722300406340e-11,        +1.859210319658e-11,        -1.722680933675e-10,        -3.619542635733e-09,        +3.942931091327e-07,        +8.333426882816e-12,        +2.362121038831e-10,        +1.713203247073e-11,        -1.599997776566e-10,        -4.317172461237e-09,        +3.887146755943e-07,        -2.077774464989e-11,        +1.263992052273e-09,        +3.952352566762e-12,        -8.189889885934e-11,        -2.310056445424e-09,        +1.801212196727e-07
 2.40012500e+00,        +1.895198986423e-11,        -1.059597829618e-10,        +1.899913538474e-11,        -1.641810558186e-10,        -3.452387576203e-09,        +3.950396149189e-07,        +1.479480497158e-11,        +2.696133343053e-11,        +1.860838958420e-11,        -1.725498695423e-10,        -3.618186189828e-09,        +3.945384214274e-07,        +8.353688071571e-12,        +2.360888150416e-10,        +1.714747665313e-11,        -1.602595942127e-10,        -4.316259283356e-09,        +3.889530907299e-07,        -2.076215035527e-11,        +1.263484344161e-09,        +3.956070965894e-12,        -8.209569511025e-11,        -2.309351135818e-09,        +1.801883494358e-07
 2.40015000e+00,        +1.897577485587e-11,        -1.063012164745e-10,        +1.901579177113e-11,        -1.644616826412e-10,        -3.450949205307e-09,        +3.952872335698e-07,        +1.481716254130e-11,        +2.670031158102e-11,        +1.862464995909e-11,        -1.728313579220e-10,        -3.616826305766e-09,        +3.947840440355e-07,        +8.373908139576e-12,        +2.359663058283e-10,        +1.716289613230e-11,        -1.605191422158e-10,        -4.315343526399e-09,        +3.891918090590e-07,        -2.074656336354e-11,        +1.262975819749e-09,        +3.959789735026e-12,        -8.229291735157e-11,        -2.308644852057e-09,        +1.802555610780e-07
 2.40017500e+00,        +1.899951856658e-11,        -1.066421106815e-10,        +1.903242154324e-11,        -1.647420064792e-10,        -3.449507120061e-09,        +3.955351648076e-07,        +1.483947801530e-11,        +2.643993811522e-11,        +1.864088436532e-11,        -1.731125590021e-10,        -3.615462972976e-09,        +3.950299775402e-07,        +8.394087151557e-12,        +2.358445761703e-10,        +1.717829094881e-11,        -1.607784220900e-10,        -4.314425181076e-09,        +3.894308311483e-07,        -2.073098368778e-11,        +1.262466477681e-09,        +3.963508858608e-12,        -8.249056584354e-11,        -2.307937591422e-09,        +1.803228547564e-07
 2.40020000e+00,        +1.902322106436e-11,        -1.069824661717e-10,        +1.904902474674e-11,        -1.650220278381e-10,        -3.448061309603e-09,        +3.957834092216e-07,        +1.486175146093e-11,        +2.618021263420e-11,        +1.865709284689e-11,        -1.733934732758e-10,        -3.614096180857e-09,        +3.952762225260e-07,        +8.414225172226e-12,        +2.357236260028e-10,        +1.719366114304e-11,        -1.610374342601e-10,        -4.313504238073e-09,        +3.896701575660e-07,        -2.071541134124e-11,        +1.261956316600e-09,        +3.967228321052e-12,        -8.268864084851e-11,        -2.307229351185e-09,        +1.803902306284e-07
 2.40022500e+00,        +1.904688241686e-11,        -1.073222835338e-10,        +1.906560142704e-11,        -1.653017472212e-10,        -3.446611763037e-09,        +3.960319674027e-07,        +1.488398294518e-11,        +2.592113474582e-11,        +1.867327544753e-11,        -1.736741012361e-10,        -3.612725918774e-09,        +3.955227795791e-07,        +8.434322265687e-12,        +2.356034552533e-10,        +1.720900675531e-11,        -1.612961791446e-10,        -4.312580688044e-09,        +3.899097888820e-07,        -2.069984633711e-11,        +1.261445335142e-09,        +3.970948106850e-12,        -8.288714263053e-11,        -2.306520128607e-09,        +1.804576888517e-07
