        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.772319736040e-03,        +4.840589056267e-04
 2.00e+00,        +8.397571439018e-06,        +1.195066262017e-06
 3.00e+00,        +3.944214352278e-03,        +2.349175083130e-03
 4.00e+00,        -4.801401817764e-05,        -8.501979689977e-06
 5.00e+00,        -3.545595622852e-05,        -6.341298286054e-06
 6.00e+00,        -3.959564236719e-07,        -7.320724641841e-08
 7.00e+00,        +5.205125864142e-06,        +8.063266314371e-07
 8.00e+00,        +1.592496029218e-06,        +1.673501891158e-07
