        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +5.979646542280e+04,        +4.079041836193e-05
 2.00e+00,        +2.988164812728e+09,        +8.694488939065e-10
 3.00e+00,        +1.023215825167e+04,        +2.546864758365e-04
 4.00e+00,        +9.401858944391e+07,        -2.873248691854e-08
 5.00e+00,        +1.723202566669e+08,        -1.567767973231e-08
 6.00e+00,        +1.398292190826e+12,        -1.959391882572e-12
 7.00e+00,        +8.348564453390e+09,        +3.352665572305e-10
 8.00e+00,        +9.296589119998e+10,        +3.098528220604e-11
