        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +9.625320263050e+02,        +2.536898655253e-03
 2.00e+00,        +1.127015793968e+05,        -2.306097236612e-05
 3.00e+00,        +2.739734888687e+03,        -9.495064193419e-04
 4.00e+00,        +1.698421690937e+02,        +1.543260244559e-02
 5.00e+00,        +3.089955806902e+06,        -8.743338666550e-07
 6.00e+00,        +3.741504878228e+06,        -7.221405389334e-07
 7.00e+00,        +9.882537119626e+04,        +2.832751269648e-05
 8.00e+00,        +1.409806123175e+04,        +2.043360826303e-04
