        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +2.784708639380e-02,        +7.239123211790e-01
 2.00e+00,        -2.076548994388e-02,        -6.587538089021e-02
 3.00e+00,        -1.394787017725e-01,        -4.206853688114e-01
 4.00e+00,        +6.300747301464e-03,        +1.786785333840e+00
 5.00e+00,        -3.169202671333e-03,        +1.307039455054e-02
 6.00e+00,        -1.971872915962e-03,        +1.206256879187e-02
 7.00e+00,        +1.102564609399e-02,        -7.575440259102e-02
 8.00e+00,        +1.731209534145e-02,        -2.048721757260e-01
