        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.036712562426e+09,        -2.505991322970e-09
 2.00e+00,        +2.664325484985e+07,        +9.779820426850e-08
 3.00e+00,        +6.710246394051e+03,        -3.884034802743e-04
 4.00e+00,        +1.802301463235e+08,        -1.498827132014e-08
 5.00e+00,        +6.859697113057e+07,        -3.938292032763e-08
 6.00e+00,        +1.097709796402e+10,        -2.495603968077e-10
 7.00e+00,        +5.257053238910e+10,        -5.211373911874e-11
 8.00e+00,        +1.867104961519e+11,        -1.499066979145e-11
