        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -1.344490796400e-05,        +5.158163834282e-06
 2.00e+00,        +4.620336237404e-05,        -7.718877001154e-05
 3.00e+00,        -4.179511152110e-03,        +3.830443181711e-03
 4.00e+00,        -3.330327673785e-05,        +1.145337143201e-05
 5.00e+00,        -5.391903255213e-05,        +1.875358467932e-05
 6.00e+00,        -4.274378063514e-06,        +1.543034882633e-06
 7.00e+00,        -1.954112077054e-06,        +7.027712861161e-07
 8.00e+00,        -1.041994824943e-06,        +3.933614346770e-07
