        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],              E_elec[2] (J),                  p_elec[2],               E_mag[2] (J),                   p_mag[2],              E_elec[3] (J),                  p_elec[3],               E_mag[3] (J),                   p_mag[3],              E_elec[4] (J),                  p_elec[4],               E_mag[4] (J),                   p_mag[4],              E_elec[5] (J),                  p_elec[5],               E_mag[5] (J),                   p_mag[5],              E_elec[6] (J),                  p_elec[6],               E_mag[6] (J),                   p_mag[6]
 2.40000000e+00,        +8.738745094974e-10,        +8.995661112309e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.959663046500e-13,        +4.531157509992e-04,        +2.966614723957e-12,        +3.297828460765e-03,        +3.249542128122e-10,        +3.718545503737e-01,        +3.039913172623e-10,        +3.379310463867e-01,        +7.303998199229e-11,        +8.358177426905e-02,        +1.068460483163e-10,        +1.187750927724e-01,        +1.668848578707e-10,        +1.909711932972e-01,        +1.474390860034e-10,        +1.639002227437e-01,        +1.850118880714e-10,        +2.117144808100e-01,        +1.694355230695e-10,        +1.883524967806e-01,        +1.160692605963e-10,        +1.328214284028e-01,        +1.464907347485e-10,        +1.628459908833e-01
 2.40002500e+00,        +8.720221347456e-10,        +8.976967059347e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.948279073485e-13,        +4.527728042863e-04,        +2.958563079599e-12,        +3.295726786162e-03,        +3.243426988916e-10,        +3.719431949812e-01,        +3.035045774837e-10,        +3.380925600787e-01,        +7.289552407189e-11,        +8.359366255439e-02,        +1.065966012651e-10,        +1.187445610087e-01,        +1.664480510380e-10,        +1.908759473021e-01,        +1.470588801422e-10,        +1.638180013027e-01,        +1.846031151401e-10,        +2.116954464624e-01,        +1.690664418519e-10,        +1.883335883201e-01,        +1.158411171107e-10,        +1.328419457431e-01,        +1.461683609275e-10,        +1.628259967550e-01
 2.40005000e+00,        +8.701773996706e-10,        +8.958349733805e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.936942133182e-13,        +4.524298303625e-04,        +2.950544861452e-12,        +3.293625443443e-03,        +3.237336473749e-10,        +3.720317805283e-01,        +3.030197483566e-10,        +3.382539835580e-01,        +7.275169522528e-11,        +8.360559036907e-02,        +1.063482238446e-10,        +1.187140790488e-01,        +1.660130617620e-10,        +1.907807095712e-01,        +1.466802436680e-10,        +1.637357861957e-01,        +1.841960449296e-10,        +2.116764294262e-01,        +1.686989061648e-10,        +1.883147132872e-01,        +1.156139072417e-10,        +1.328624568800e-01,        +1.458473020400e-10,        +1.628059925922e-01
 2.40007500e+00,        +8.683402637083e-10,        +8.939808728753e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.925651970416e-13,        +4.520868298392e-04,        +2.942559889764e-12,        +3.291524437542e-03,        +3.231270451961e-10,        +3.721203066367e-01,        +3.025368198540e-10,        +3.384153162930e-01,        +7.260849215597e-11,        +8.361755776002e-02,        +1.061009103226e-10,        +1.186836469793e-01,        +1.655798802052e-10,        +1.906854802495e-01,        +1.463031681461e-10,        +1.636535775934e-01,        +1.837906684791e-10,        +2.116574298815e-01,        +1.683329078354e-10,        +1.882958718053e-01,        +1.153876260979e-10,        +1.328829618071e-01,        +1.455275511549e-10,        +1.627859785041e-01
 2.40010000e+00,        +8.665106865657e-10,        +8.921343639985e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.914408331725e-13,        +4.517438033268e-04,        +2.934607985990e-12,        +3.289423773385e-03,        +3.225228793760e-10,        +3.722087729285e-01,        +3.020557820157e-10,        +3.385765577529e-01,        +7.246591158941e-11,        +8.362956477388e-02,        +1.058546550055e-10,        +1.186532648861e-01,        +1.651484965967e-10,        +1.905902594823e-01,        +1.459276451987e-10,        +1.635713756666e-01,        +1.833869768872e-10,        +2.116384480081e-01,        +1.679684387450e-10,        +1.882770639976e-01,        +1.151622688208e-10,        +1.329034605184e-01,        +1.452091013873e-10,        +1.627659545996e-01
 2.40012500e+00,        +8.646886282194e-10,        +8.902954065990e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.903210965349e-13,        +4.514007514342e-04,        +2.926688972783e-12,        +3.287323455889e-03,        +3.219211370220e-10,        +3.722971790260e-01,        +3.015766249471e-10,        +3.387377074079e-01,        +7.232395027286e-11,        +8.364161145705e-02,        +1.056094522382e-10,        +1.186229328551e-01,        +1.647189012318e-10,        +1.904950474149e-01,        +1.455536665041e-10,        +1.634891805857e-01,        +1.829849613112e-10,        +2.116194839846e-01,        +1.676054908295e-10,        +1.882582899869e-01,        +1.149378305843e-10,        +1.329239530084e-01,        +1.448919458981e-10,        +1.627459209877e-01
 2.40015000e+00,        +8.628740489130e-10,        +8.884639607936e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.892059621217e-13,        +4.510576747696e-04,        +2.918802673983e-12,        +3.285223489962e-03,        +3.213218053269e-10,        +3.723855245522e-01,        +3.010993388192e-10,        +3.388987647290e-01,        +7.218260497524e-11,        +8.365369785565e-02,        +1.053652964033e-10,        +1.185926509717e-01,        +1.642910844713e-10,        +1.903998441931e-01,        +1.451812237966e-10,        +1.634069925210e-01,        +1.825846129672e-10,        +2.116005379896e-01,        +1.672440560781e-10,        +1.882395498954e-01,        +1.147143065948e-10,        +1.329444392716e-01,        +1.445760778939e-10,        +1.627258777776e-01
 2.40017500e+00,        +8.610669091548e-10,        +8.866399869647e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.880954050934e-13,        +4.507145739398e-04,        +2.910948914609e-12,        +3.283123880498e-03,        +3.207248715688e-10,        +3.724738091301e-01,        +3.006239138678e-10,        +3.390597291883e-01,        +7.204187248692e-11,        +8.366582401550e-02,        +1.051221819214e-10,        +1.185624193211e-01,        +1.638650367410e-10,        +1.903046499625e-01,        +1.448103088661e-10,        +1.633248116429e-01,        +1.821859231294e-10,        +2.115816102006e-01,        +1.668841265336e-10,        +1.882208438454e-01,        +1.144916920905e-10,        +1.329649193033e-01,        +1.442614906264e-10,        +1.627058250781e-01
 2.40020000e+00,        +8.592671697162e-10,        +8.848234457581e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.869894007763e-13,        +4.503714495505e-04,        +2.903127520846e-12,        +3.281024632387e-03,        +3.201303231097e-10,        +3.725620323833e-01,        +3.001503403928e-10,        +3.392206002585e-01,        +7.190174961955e-11,        +8.367798998220e-02,        +1.048801032501e-10,        +1.185322379881e-01,        +1.634407485313e-10,        +1.902094648691e-01,        +1.444409135572e-10,        +1.632426381214e-01,        +1.817888831294e-10,        +2.115627007948e-01,        +1.665256942914e-10,        +1.882021719584e-01,        +1.142699823416e-10,        +1.329853930988e-01,        +1.439481773920e-10,        +1.626857629983e-01
 2.40022500e+00,        +8.574747916294e-10,        +8.830142980809e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.858879246618e-13,        +4.500283022064e-04,        +2.895338320042e-12,        +3.278925750506e-03,        +3.195381473958e-10,        +3.726501939359e-01,        +2.996786087584e-10,        +3.393813774134e-01,        +7.176223320594e-11,        +8.369019580106e-02,        +1.046390548844e-10,        +1.185021070574e-01,        +1.630182103966e-10,        +1.901142890589e-01,        +1.440730297692e-10,        +1.631604721263e-01,        +1.813934843561e-10,        +2.115438099486e-01,        +1.661687514996e-10,        +1.881835343559e-01,        +1.140491726498e-10,        +1.330058606540e-01,        +1.436361315317e-10,        +1.626656916472e-01
