        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +2.935514708646e-10,        +2.935366427002e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.182680574164e-13,        +7.435427142423e-04,        +3.292829252743e-12,        +1.121777922665e-02,        +2.182680574164e-13,        +7.435427142423e-04,        +3.292829252743e-12,        +1.121777922665e-02,        +2.285070388104e-12,        +7.784223943330e-03,        +4.010294449203e-12,        +1.366198922326e-02,        +2.405701694714e-11,        +8.195161440099e-02,        +4.245110302953e-11,        +1.446194336728e-01,        +7.307152794074e-11,        +2.489223703275e-01,        +6.196925446869e-11,        +2.111124999545e-01,        +6.806998300711e-11,        +2.318843193210e-01,        +6.000400917380e-11,        +2.044174404321e-01,        +2.721142677675e-11,        +9.269729324336e-02,        +4.372088254376e-11,        +1.489452292619e-01,        +9.841654511229e-11,        +3.352616317079e-01,        +7.211899399876e-11,        +2.456899191029e-01,        +4.257782812098e-13,        +1.450438248379e-03,        +4.667460332757e-12,        +1.590077575945e-02,        -2.041456461969e-13,        -6.954339066866e-04,        +1.301815450967e-12,        +4.434933366383e-03
 2.00e+00,        +2.935514708646e-10,        +2.935447399040e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.996879698929e-16,        +1.361560099548e-06,        +3.187497628397e-14,        +1.085864331767e-04,        +3.996879698929e-16,        +1.361560099548e-06,        +3.187497628397e-14,        +1.085864331767e-04,        +2.685419487708e-13,        +9.148036219334e-04,        +4.352542277145e-12,        +1.482752604788e-02,        +5.874358401229e-11,        +2.001134037560e-01,        +5.712516126529e-11,        +1.946046155825e-01,        +5.874479989985e-11,        +2.001175457471e-01,        +5.712222502061e-11,        +1.945946128665e-01,        +5.868905921124e-11,        +1.999276618795e-01,        +5.705428509586e-11,        +1.943631662912e-01,        +5.866371997445e-11,        +1.998413423093e-01,        +5.702739585227e-11,        +1.942715644331e-01,        +5.868683144142e-11,        +1.999200728532e-01,        +5.704962580571e-11,        +1.943472937868e-01,        +3.693390510155e-14,        +1.258174758681e-04,        +1.692247176264e-12,        +5.764869698626e-03,        -2.823992165375e-13,        -9.620092030396e-04,        +2.089382434576e-12,        +7.117764860168e-03
 3.00e+00,        +2.935514708646e-10,        +2.935394193708e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.939358937508e-18,        +2.023276844778e-08,        +1.150272113998e-16,        +3.918629111087e-07,        +5.939358937508e-18,        +2.023276844778e-08,        +1.150272113998e-16,        +3.918629111087e-07,        +2.433344815959e-15,        +8.289329325424e-06,        +1.050087501616e-15,        +3.577330444635e-06,        +6.092450119586e-11,        +2.075428238068e-01,        +5.657059918538e-11,        +1.927189176385e-01,        +5.449074329991e-11,        +1.856258568197e-01,        +6.290875344942e-11,        +2.143110917922e-01,        +5.389276729197e-11,        +1.835888170931e-01,        +6.344614234183e-11,        +2.161418131773e-01,        +5.994724927806e-11,        +2.042137588393e-01,        +5.743331418926e-11,        +1.956579266675e-01,        +6.429361049146e-11,        +2.190198887510e-01,        +5.317897861676e-11,        +1.811646923972e-01,        +1.918950091231e-16,        +6.537014056102e-07,        +2.646636697269e-16,        +9.016290564796e-07,        -3.187189514752e-17,        -1.085734472856e-07,        +2.018097881099e-16,        +6.875048964205e-07
 4.00e+00,        +2.935514708646e-10,        +2.935394170480e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.688845128084e-18,        +2.278593634154e-08,        +1.160968296033e-16,        +3.955067798761e-07,        +6.688845128084e-18,        +2.278593634154e-08,        +1.160968296033e-16,        +3.955067798761e-07,        +2.428220124108e-15,        +8.271871767349e-06,        +1.048512980967e-15,        +3.571966557377e-06,        +5.644908234427e-11,        +1.922970516142e-01,        +6.078533763625e-11,        +2.070772581330e-01,        +6.292440663699e-11,        +2.143556169270e-01,        +5.451065521217e-11,        +1.857013131673e-01,        +6.354808883030e-11,        +2.164802262552e-01,        +5.397594082553e-11,        +1.838797029998e-01,        +5.748949043325e-11,        +1.958412617179e-01,        +6.000627123709e-11,        +2.044232145739e-01,        +5.313780663369e-11,        +1.810170001097e-01,        +6.425958172447e-11,        +2.189129568039e-01,        +1.929364594613e-16,        +6.572491661958e-07,        +2.641062698259e-16,        +8.997301707617e-07,        -3.185938168965e-17,        -1.085308194703e-07,        +2.016963930999e-16,        +6.871185993631e-07
