        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +2.935514708646e-10,        +2.935366783848e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.924262095994e-13,        +6.555109706406e-04,        +2.659287523394e-12,        +9.059472696995e-03,        +1.924262095994e-13,        +6.555109706406e-04,        +2.659287523394e-12,        +9.059472696995e-03,        +2.107258571959e-12,        +7.178497746079e-03,        +3.635071340667e-12,        +1.238370400820e-02,        +3.885617546123e-11,        +1.323658006100e-01,        +4.857920569917e-11,        +1.654962029498e-01,        +9.375963510582e-11,        +3.193975994386e-01,        +7.083680719661e-11,        +2.413218259005e-01,        +1.995328265882e-11,        +6.797200708979e-02,        +4.090080336697e-11,        +1.393379648227e-01,        +8.444411034837e-11,        +2.876637275898e-01,        +6.705754937781e-11,        +2.284469175940e-01,        +5.392986221590e-11,        +1.837151830889e-01,        +5.470058463736e-11,        +1.863500838748e-01,        +4.853947339168e-13,        +1.653525129638e-03,        +4.042324235413e-12,        +1.377110437324e-02,        -1.766744410712e-13,        -6.018516635291e-04,        +1.125045007448e-12,        +3.832723779661e-03
 2.00e+00,        +2.935514708646e-10,        +2.935366787928e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.923475706427e-13,        +6.552430825034e-04,        +2.659110311176e-12,        +9.058868970350e-03,        +1.923475706427e-13,        +6.552430825034e-04,        +2.659110311176e-12,        +9.058868970350e-03,        +2.106836171961e-12,        +7.177058816146e-03,        +3.634319475108e-12,        +1.238114258857e-02,        +7.750680257915e-11,        +2.640313889448e-01,        +6.424455207898e-11,        +2.188637969987e-01,        +2.262318687162e-11,        +7.706718963113e-02,        +4.199321011109e-11,        +1.430594986759e-01,        +9.642248634480e-11,        +3.284687556183e-01,        +7.193059635006e-11,        +2.450480691063e-01,        +3.190763855904e-11,        +1.086952092765e-01,        +4.574947465916e-11,        +1.558560751157e-01,        +6.248350041944e-11,        +2.128536444918e-01,        +5.815888449689e-11,        +1.981315750252e-01,        +4.853087751038e-13,        +1.653232305989e-03,        +4.041893624526e-12,        +1.376963737938e-02,        -1.766364272087e-13,        -6.017221671161e-04,        +1.124637685847e-12,        +3.831336139904e-03
 3.00e+00,        +2.935514708646e-10,        +2.935447402492e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.849029693848e-16,        +1.311194143403e-06,        +3.237834371032e-14,        +1.103012225082e-04,        +3.849029693848e-16,        +1.311194143403e-06,        +3.237834371032e-14,        +1.103012225082e-04,        +6.687756417502e-14,        +2.278222758621e-04,        +4.236666019160e-12,        +1.443277782993e-02,        +5.876656171825e-11,        +2.001916786354e-01,        +5.717535897845e-11,        +1.947756206768e-01,        +5.872476334368e-11,        +2.000492900640e-01,        +5.712806463020e-11,        +1.946145060603e-01,        +5.877205190400e-11,        +2.002103812694e-01,        +5.717706440723e-11,        +1.947814304514e-01,        +5.875651912105e-11,        +2.001574679493e-01,        +5.715741996702e-11,        +1.947145089996e-01,        +5.870101722832e-11,        +1.999683975537e-01,        +5.709009304301e-11,        +1.944851506948e-01,        +3.373358134766e-14,        +1.149153885971e-04,        +1.546158611627e-12,        +5.267199168053e-03,        -2.704384992378e-13,        -9.212643303789e-04,        +2.001536248760e-12,        +6.818504896598e-03
 4.00e+00,        +2.935514708646e-10,        +2.935394167362e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.011296087605e-17,        +3.445038393528e-08,        +1.069392723585e-16,        +3.643097528350e-07,        +1.011296087605e-17,        +3.445038393528e-08,        +1.069392723585e-16,        +3.643097528350e-07,        +4.529299263231e-15,        +1.542931891941e-05,        +9.408720243727e-16,        +3.205266382396e-06,        +6.139070370728e-11,        +2.091309695246e-01,        +5.586766928723e-11,        +1.903242498347e-01,        +6.424063366433e-11,        +2.188394201369e-01,        +5.331403292096e-11,        +1.816247831850e-01,        +5.929813942151e-11,        +2.020025287111e-01,        +5.806276298333e-11,        +1.978022700628e-01,        +5.361140562734e-11,        +1.826303423705e-01,        +6.377224942217e-11,        +2.172527632958e-01,        +5.500573106359e-11,        +1.873801923103e-01,        +6.252124548492e-11,        +2.129909712981e-01,        +3.416476653492e-16,        +1.163842457825e-06,        +2.481277893492e-16,        +8.452963220686e-07,        -2.367938337531e-17,        -8.066518387922e-08,        +1.606984690012e-16,        +5.474510741624e-07
