        f (GHz),               Φ_pow[1] (W),               Φ_pow[2] (W),               Φ_pow[3] (W)
 2.43957500e+00,        +1.995630449622e-02,        +8.506014431775e-04,        -1.687075993192e-04
 2.43958000e+00,        +2.012950676668e-02,        +8.568433846463e-04,        -1.710421720432e-04
 2.43958500e+00,        +2.030466588155e-02,        +8.631428478514e-04,        -1.734012160894e-04
 2.43959000e+00,        +2.048180511065e-02,        +8.695003322040e-04,        -1.757849955771e-04
 2.43959500e+00,        +2.066094790090e-02,        +8.759163337821e-04,        -1.781937759001e-04
 2.43960000e+00,        +2.084211787099e-02,        +8.823913490575e-04,        -1.806278236331e-04
 2.43960500e+00,        +2.102533880643e-02,        +8.889258725374e-04,        -1.830874064388e-04
 2.43961000e+00,        +2.121063465327e-02,        +8.955203947611e-04,        -1.855727929670e-04
 2.43961500e+00,        +2.139802951218e-02,        +9.021754055339e-04,        -1.880842527526e-04
 2.43962000e+00,        +2.158754763153e-02,        +9.088913902148e-04,        -1.906220560937e-04
 2.43962500e+00,        +2.177921340017e-02,        +9.156688310250e-04,        -1.931864739375e-04
 2.43963000e+00,        +2.197305133973e-02,        +9.225082059881e-04,        -1.957777777545e-04
 2.43963500e+00,        +2.216908609633e-02,        +9.294099901198e-04,        -1.983962393939e-04
 2.43964000e+00,        +2.236734243169e-02,        +9.363746516494e-04,        -2.010421309566e-04
 2.43964500e+00,        +2.256784521373e-02,        +9.434026530365e-04,        -2.037157246286e-04
 2.43965000e+00,        +2.277061940651e-02,        +9.504944541325e-04,        -2.064172925352e-04
 2.43965500e+00,        +2.297569005953e-02,        +9.576505053050e-04,        -2.091471065670e-04
 2.43966000e+00,        +2.318308229640e-02,        +9.648712499352e-04,        -2.119054382062e-04
 2.43966500e+00,        +2.339282130286e-02,        +9.721571262581e-04,        -2.146925583375e-04
 2.43967000e+00,        +2.360493231377e-02,        +9.795085612342e-04,        -2.175087370565e-04
 2.43967500e+00,        +2.381944059991e-02,        +9.869259748975e-04,        -2.203542434654e-04
 2.43968000e+00,        +2.403637145344e-02,        +9.944097770247e-04,        -2.232293454508e-04
 2.43968500e+00,        +2.425575017277e-02,        +1.001960366370e-03,        -2.261343094635e-04
 2.43969000e+00,        +2.447760204679e-02,        +1.009578133267e-03,        -2.290694002754e-04
 2.43969500e+00,        +2.470195233773e-02,        +1.017263453342e-03,        -2.320348807337e-04
 2.43970000e+00,        +2.492882626352e-02,        +1.025016692129e-03,        -2.350310114938e-04
 2.43970500e+00,        +2.515824897908e-02,        +1.032838198028e-03,        -2.380580507518e-04
 2.43971000e+00,        +2.539024555653e-02,        +1.040728310538e-03,        -2.411162539545e-04
 2.43971500e+00,        +2.562484096437e-02,        +1.048687348844e-03,        -2.442058734922e-04
 2.43972000e+00,        +2.586206004579e-02,        +1.056715619549e-03,        -2.473271583930e-04
 2.43972500e+00,        +2.610192749561e-02,        +1.064813410152e-03,        -2.504803539887e-04
 2.43973000e+00,        +2.634446783626e-02,        +1.072980992549e-03,        -2.536657015723e-04
 2.43973500e+00,        +2.658970539244e-02,        +1.081218616737e-03,        -2.568834380387e-04
 2.43974000e+00,        +2.683766426469e-02,        +1.089526513942e-03,        -2.601337955066e-04
 2.43974500e+00,        +2.708836830157e-02,        +1.097904893285e-03,        -2.634170009318e-04
 2.43975000e+00,        +2.734184107050e-02,        +1.106353943634e-03,        -2.667332756975e-04
 2.43975500e+00,        +2.759810582744e-02,        +1.114873826726e-03,        -2.700828351836e-04
 2.43976000e+00,        +2.785718548495e-02,        +1.123464683351e-03,        -2.734658883327e-04
 2.43976500e+00,        +2.811910257875e-02,        +1.132126624313e-03,        -2.768826371817e-04
 2.43977000e+00,        +2.838387923319e-02,        +1.140859736198e-03,        -2.803332763767e-04
 2.43977500e+00,        +2.865153712454e-02,        +1.149664074064e-03,        -2.838179926875e-04
 2.43978000e+00,        +2.892209744338e-02,        +1.158539663363e-03,        -2.873369644729e-04
 2.43978500e+00,        +2.919558085483e-02,        +1.167486499983e-03,        -2.908903611462e-04
 2.43979000e+00,        +2.947200745730e-02,        +1.176504543379e-03,        -2.944783426207e-04
 2.43979500e+00,        +2.975139673954e-02,        +1.185593718377e-03,        -2.981010587073e-04
 2.43980000e+00,        +3.003376753582e-02,        +1.194753915176e-03,        -3.017586485385e-04
 2.43980500e+00,        +3.031913797945e-02,        +1.203984985477e-03,        -3.054512399145e-04
 2.43981000e+00,        +3.060752545417e-02,        +1.213286739122e-03,        -3.091789486682e-04
 2.43981500e+00,        +3.089894654385e-02,        +1.222658945662e-03,        -3.129418779913e-04
 2.43982000e+00,        +3.119341698031e-02,        +1.232101331946e-03,        -3.167401177330e-04
 2.43982500e+00,        +3.149095158865e-02,        +1.241613576839e-03,        -3.205737436795e-04
 2.43983000e+00,        +3.179156423136e-02,        +1.251195314635e-03,        -3.244428168086e-04
 2.43983500e+00,        +3.209526774934e-02,        +1.260846128861e-03,        -3.283473825298e-04
 2.43984000e+00,        +3.240207390188e-02,        +1.270565551146e-03,        -3.322874698689e-04
 2.43984500e+00,        +3.271199330348e-02,        +1.280353060219e-03,        -3.362630906643e-04
 2.43985000e+00,        +3.302503535924e-02,        +1.290208080777e-03,        -3.402742387081e-04
 2.43985500e+00,        +3.334120819764e-02,        +1.300129974261e-03,        -3.443208888838e-04
 2.43986000e+00,        +3.366051860110e-02,        +1.310118050763e-03,        -3.484029962574e-04
 2.43986500e+00,        +3.398297193454e-02,        +1.320171550321e-03,        -3.525204951608e-04
 2.43987000e+00,        +3.430857207119e-02,        +1.330289650630e-03,        -3.566732982291e-04
 2.43987500e+00,        +3.463732131649e-02,        +1.340471463546e-03,        -3.608612954390e-04
 2.43988000e+00,        +3.496922032947e-02,        +1.350716029653e-03,        -3.650843530838e-04
 2.43988500e+00,        +3.530426804191e-02,        +1.361022318073e-03,        -3.693423127603e-04
 2.43989000e+00,        +3.564246157507e-02,        +1.371389223050e-03,        -3.736349903108e-04
 2.43989500e+00,        +3.598379615404e-02,        +1.381815561423e-03,        -3.779621747260e-04
 2.43990000e+00,        +3.632826502011e-02,        +1.392300070330e-03,        -3.823236270555e-04
 2.43990500e+00,        +3.667585934029e-02,        +1.402841403829e-03,        -3.867190792664e-04
 2.43991000e+00,        +3.702656811521e-02,        +1.413438132973e-03,        -3.911482330885e-04
 2.43991500e+00,        +3.738037808408e-02,        +1.424088736243e-03,        -3.956107588465e-04
 2.43992000e+00,        +3.773727362814e-02,        +1.434791604598e-03,        -4.001062942374e-04
 2.43992500e+00,        +3.809723667156e-02,        +1.445545033961e-03,        -4.046344431276e-04
 2.43993000e+00,        +3.846024658015e-02,        +1.456347225573e-03,        -4.091947742915e-04
 2.43993500e+00,        +3.882628005864e-02,        +1.467196279409e-03,        -4.137868201693e-04
 2.43994000e+00,        +3.919531104529e-02,        +1.478090194313e-03,        -4.184100755721e-04
 2.43994500e+00,        +3.956731060544e-02,        +1.489026862420e-03,        -4.230639963799e-04
 2.43995000e+00,        +3.994224682263e-02,        +1.500004069714e-03,        -4.277479982520e-04
 2.43995500e+00,        +4.032008468868e-02,        +1.511019490851e-03,        -4.324614552912e-04
 2.43996000e+00,        +4.070078599224e-02,        +1.522070687429e-03,        -4.372036987116e-04
 2.43996500e+00,        +4.108430920541e-02,        +1.533155102239e-03,        -4.419740154796e-04
 2.43997000e+00,        +4.147060937052e-02,        +1.544270061381e-03,        -4.467716470107e-04
 2.43997500e+00,        +4.185963798458e-02,        +1.555412768479e-03,        -4.515957877813e-04
 2.43998000e+00,        +4.225134288399e-02,        +1.566580300624e-03,        -4.564455839903e-04
 2.43998500e+00,        +4.264566812826e-02,        +1.577769608164e-03,        -4.613201322144e-04
 2.43999000e+00,        +4.304255388371e-02,        +1.588977513892e-03,        -4.662184780683e-04
 2.43999500e+00,        +4.344193630683e-02,        +1.600200702456e-03,        -4.711396148896e-04
 2.44000000e+00,        +4.384374742849e-02,        +1.611435729558e-03,        -4.760824823990e-04
 2.44000500e+00,        +4.424791503801e-02,        +1.622679008935e-03,        -4.810459654207e-04
 2.44001000e+00,        +4.465436256880e-02,        +1.633926817409e-03,        -4.860288926090e-04
 2.44001500e+00,        +4.506300898482e-02,        +1.645175287557e-03,        -4.910300352043e-04
 2.44002000e+00,        +4.547376866873e-02,        +1.656420409811e-03,        -4.960481058152e-04
 2.44002500e+00,        +4.588655131241e-02,        +1.667658026263e-03,        -5.010817572573e-04
 2.44003000e+00,        +4.630126180916e-02,        +1.678883837369e-03,        -5.061295813991e-04
 2.44003500e+00,        +4.671780014946e-02,        +1.690093389613e-03,        -5.111901081113e-04
 2.44004000e+00,        +4.713606131969e-02,        +1.701282077635e-03,        -5.162618042137e-04
 2.44004500e+00,        +4.755593520473e-02,        +1.712445150268e-03,        -5.213430725250e-04
 2.44005000e+00,        +4.797730649486e-02,        +1.723577700467e-03,        -5.264322509618e-04
 2.44005500e+00,        +4.840005459715e-02,        +1.734674669875e-03,        -5.315276117215e-04
 2.44006000e+00,        +4.882405355300e-02,        +1.745730844392e-03,        -5.366273605341e-04
 2.44006500e+00,        +4.924917196080e-02,        +1.756740858450e-03,        -5.417296360038e-04
 2.44007000e+00,        +4.967527290521e-02,        +1.767699193646e-03,        -5.468325090894e-04
 2.44007500e+00,        +5.010221389430e-02,        +1.778600178563e-03,        -5.519339826001e-04
 2.44008000e+00,        +5.052984680332e-02,        +1.789437990082e-03,        -5.570319909036e-04
 2.44008500e+00,        +5.095801782763e-02,        +1.800206647711e-03,        -5.621243996714e-04
 2.44009000e+00,        +5.138656744452e-02,        +1.810900035599e-03,        -5.672090058178e-04
 2.44009500e+00,        +5.181533038429e-02,        +1.821511876261e-03,        -5.722835375056e-04
 2.44010000e+00,        +5.224413561225e-02,        +1.832035756810e-03,        -5.773456543609e-04
 2.44010500e+00,        +5.267280632120e-02,        +1.842465118509e-03,        -5.823929478028e-04
 2.44011000e+00,        +5.310115993633e-02,        +1.852793261462e-03,        -5.874229415444e-04
 2.44011500e+00,        +5.352900813145e-02,        +1.863013355409e-03,        -5.924330922393e-04
 2.44012000e+00,        +5.395615685927e-02,        +1.873118435470e-03,        -5.974207903536e-04
 2.44012500e+00,        +5.438240639511e-02,        +1.883101409017e-03,        -6.023833611752e-04
 2.44013000e+00,        +5.480755139428e-02,        +1.892955063554e-03,        -6.073180660046e-04
 2.44013500e+00,        +5.523138096601e-02,        +1.902672070778e-03,        -6.122221036180e-04
 2.44014000e+00,        +5.565367876126e-02,        +1.912244991636e-03,        -6.170926118461e-04
 2.44014500e+00,        +5.607422307819e-02,        +1.921666286021e-03,        -6.219266694181e-04
 2.44015000e+00,        +5.649278698348e-02,        +1.930928310203e-03,        -6.267212979912e-04
 2.44015500e+00,        +5.690913845192e-02,        +1.940023342138e-03,        -6.314734644567e-04
 2.44016000e+00,        +5.732304052290e-02,        +1.948943573324e-03,        -6.361800833855e-04
 2.44016500e+00,        +5.773425147569e-02,        +1.957681125548e-03,        -6.408380198017e-04
 2.44017000e+00,        +5.814252502372e-02,        +1.966228057396e-03,        -6.454440921095e-04
 2.44017500e+00,        +5.854761052717e-02,        +1.974576378390e-03,        -6.499950753135e-04
 2.44018000e+00,        +5.894925322535e-02,        +1.982718054325e-03,        -6.544877044533e-04
 2.44018500e+00,        +5.934719448864e-02,        +1.990645022656e-03,        -6.589186782685e-04
 2.44019000e+00,        +5.974117208980e-02,        +1.998349199255e-03,        -6.632846631367e-04
 2.44019500e+00,        +6.013092049549e-02,        +2.005822494798e-03,        -6.675822972366e-04
 2.44020000e+00,        +6.051617117673e-02,        +2.013056825763e-03,        -6.718081948980e-04
 2.44020500e+00,        +6.089665294004e-02,        +2.020044129869e-03,        -6.759589512810e-04
 2.44021000e+00,        +6.127209227664e-02,        +2.026776372769e-03,        -6.800311471999e-04
 2.44021500e+00,        +6.164221373211e-02,        +2.033245570385e-03,        -6.840213541948e-04
 2.44022000e+00,        +6.200674029354e-02,        +2.039443800316e-03,        -6.879261398435e-04
 2.44022500e+00,        +6.236539379558e-02,        +2.045363212670e-03,        -6.917420732242e-04
 2.44023000e+00,        +6.271789534360e-02,        +2.050996052426e-03,        -6.954657306392e-04
 2.44023500e+00,        +6.306396575405e-02,        +2.056334665366e-03,        -6.990937014588e-04
 2.44024000e+00,        +6.340332601035e-02,        +2.061371528293e-03,        -7.026225941743e-04
 2.44024500e+00,        +6.373569773374e-02,        +2.066099247312e-03,        -7.060490426183e-04
 2.44025000e+00,        +6.406080366872e-02,        +2.070510588427e-03,        -7.093697122596e-04
 2.44025500e+00,        +6.437836817999e-02,        +2.074598488789e-03,        -7.125813067058e-04
 2.44026000e+00,        +6.468811776202e-02,        +2.078356068284e-03,        -7.156805742479e-04
 2.44026500e+00,        +6.498978155802e-02,        +2.081776655471e-03,        -7.186643145113e-04
 2.44027000e+00,        +6.528309188698e-02,        +2.084853790861e-03,        -7.215293852043e-04
 2.44027500e+00,        +6.556778477869e-02,        +2.087581262839e-03,        -7.242727088211e-04
 2.44028000e+00,        +6.584360051267e-02,        +2.089953100176e-03,        -7.268912794756e-04
 2.44028500e+00,        +6.611028416142e-02,        +2.091963605076e-03,        -7.293821696239e-04
 2.44029000e+00,        +6.636758613433e-02,        +2.093607363484e-03,        -7.317425368319e-04
 2.44029500e+00,        +6.661526272190e-02,        +2.094879258412e-03,        -7.339696304536e-04
 2.44030000e+00,        +6.685307663689e-02,        +2.095774486776e-03,        -7.360607982441e-04
 2.44030500e+00,        +6.708079755071e-02,        +2.096288572350e-03,        -7.380134928338e-04
 2.44031000e+00,        +6.729820262423e-02,        +2.096417380643e-03,        -7.398252781071e-04
 2.44031500e+00,        +6.750507702823e-02,        +2.096157134961e-03,        -7.414938353734e-04
 2.44032000e+00,        +6.770121445419e-02,        +2.095504418018e-03,        -7.430169694057e-04
 2.44032500e+00,        +6.788641761112e-02,        +2.094456199689e-03,        -7.443926142066e-04
 2.44033000e+00,        +6.806049870779e-02,        +2.093009834699e-03,        -7.456188385753e-04
 2.44033500e+00,        +6.822327991689e-02,        +2.091163076962e-03,        -7.466938513470e-04
 2.44034000e+00,        +6.837459382010e-02,        +2.088914088093e-03,        -7.476160064451e-04
 2.44034500e+00,        +6.851428383189e-02,        +2.086261447958e-03,        -7.483838074761e-04
 2.44035000e+00,        +6.864220459920e-02,        +2.083204162162e-03,        -7.489959121260e-04
 2.44035500e+00,        +6.875822237658e-02,        +2.079741663746e-03,        -7.494511360623e-04
 2.44036000e+00,        +6.886221537360e-02,        +2.075873819619e-03,        -7.497484565789e-04
 2.44036500e+00,        +6.895407407408e-02,        +2.071600937886e-03,        -7.498870157435e-04
 2.44037000e+00,        +6.903370152431e-02,        +2.066923765647e-03,        -7.498661231573e-04
 2.44037500e+00,        +6.910101359024e-02,        +2.061843493974e-03,        -7.496852583457e-04
 2.44038000e+00,        +6.915593918129e-02,        +2.056361757170e-03,        -7.493440725711e-04
 2.44038500e+00,        +6.919842044005e-02,        +2.050480629604e-03,        -7.488423903164e-04
 2.44039000e+00,        +6.922841289741e-02,        +2.044202630213e-03,        -7.481802102575e-04
 2.44039500e+00,        +6.924588559110e-02,        +2.037530710935e-03,        -7.473577057368e-04
 2.44040000e+00,        +6.925082114849e-02,        +2.030468256601e-03,        -7.463752247974e-04
 2.44040500e+00,        +6.924321583232e-02,        +2.023019077279e-03,        -7.452332897847e-04
 2.44041000e+00,        +6.922307954911e-02,        +2.015187408242e-03,        -7.439325963402e-04
 2.44041500e+00,        +6.919043582134e-02,        +2.006977890443e-03,        -7.424740120487e-04
 2.44042000e+00,        +6.914532172151e-02,        +1.998395572754e-03,        -7.408585746027e-04
 2.44042500e+00,        +6.908778777040e-02,        +1.989445892337e-03,        -7.390874894532e-04
 2.44043000e+00,        +6.901789779893e-02,        +1.980134667006e-03,        -7.371621270582e-04
 2.44043500e+00,        +6.893572877504e-02,        +1.970468086765e-03,        -7.350840196876e-04
 2.44044000e+00,        +6.884137059510e-02,        +1.960452699152e-03,        -7.328548578072e-04
 2.44044500e+00,        +6.873492584327e-02,        +1.950095388673e-03,        -7.304764860740e-04
 2.44045000e+00,        +6.861650951693e-02,        +1.939403371214e-03,        -7.279508988975e-04
 2.44045500e+00,        +6.848624872275e-02,        +1.928384172419e-03,        -7.252802357449e-04
 2.44046000e+00,        +6.834428234218e-02,        +1.917045611723e-03,        -7.224667759456e-04
 2.44046500e+00,        +6.819076066958e-02,        +1.905395793333e-03,        -7.195129333528e-04
 2.44047000e+00,        +6.802584502413e-02,        +1.893443077086e-03,        -7.164212505705e-04
 2.44047500e+00,        +6.784970733791e-02,        +1.881196066985e-03,        -7.131943929840e-04
 2.44048000e+00,        +6.766252972098e-02,        +1.868663596510e-03,        -7.098351425461e-04
 2.44048500e+00,        +6.746450400604e-02,        +1.855854702133e-03,        -7.063463913205e-04
 2.44049000e+00,        +6.725583127595e-02,        +1.842778606308e-03,        -7.027311348754e-04
 2.44049500e+00,        +6.703672137345e-02,        +1.829444706848e-03,        -6.989924654538e-04
 2.44050000e+00,        +6.680739239811e-02,        +1.815862543605e-03,        -6.951335651189e-04
 2.44050500e+00,        +6.656807019078e-02,        +1.802041794392e-03,        -6.911576987027e-04
 2.44051000e+00,        +6.631898780791e-02,        +1.787992247493e-03,        -6.870682067032e-04
 2.44051500e+00,        +6.606038498956e-02,        +1.773723776801e-03,        -6.828684981707e-04
 2.44052000e+00,        +6.579250761988e-02,        +1.759246341831e-03,        -6.785620435566e-04
 2.44052500e+00,        +6.551560718622e-02,        +1.744569950739e-03,        -6.741523675243e-04
 2.44053000e+00,        +6.522994023565e-02,        +1.729704646256e-03,        -6.696430418528e-04
 2.44053500e+00,        +6.493576783230e-02,        +1.714660499614e-03,        -6.650376783995e-04
 2.44054000e+00,        +6.463335501706e-02,        +1.699447573873e-03,        -6.603399220849e-04
 2.44054500e+00,        +6.432297027222e-02,        +1.684075925803e-03,        -6.555534439962e-04
 2.44055000e+00,        +6.400488499148e-02,        +1.668555576862e-03,        -6.506819346953e-04
 2.44055500e+00,        +6.367937295802e-02,        +1.652896502186e-03,        -6.457290975408e-04
 2.44056000e+00,        +6.334670983178e-02,        +1.637108612506e-03,        -6.406986422587e-04
 2.44056500e+00,        +6.300717264760e-02,        +1.621201740046e-03,        -6.355942786906e-04
 2.44057000e+00,        +6.266103932525e-02,        +1.605185631909e-03,        -6.304197106617e-04
 2.44057500e+00,        +6.230858819300e-02,        +1.589069922926e-03,        -6.251786301509e-04
 2.44058000e+00,        +6.195009752568e-02,        +1.572864138153e-03,        -6.198747116226e-04
 2.44058500e+00,        +6.158584509771e-02,        +1.556577661269e-03,        -6.145116065854e-04
 2.44059000e+00,        +6.121610775299e-02,        +1.540219746007e-03,        -6.090929384150e-04
 2.44059500e+00,        +6.084116099205e-02,        +1.523799488042e-03,        -6.036222974339e-04
 2.44060000e+00,        +6.046127857642e-02,        +1.507325827838e-03,        -5.981032361945e-04
 2.44060500e+00,        +6.007673215187e-02,        +1.490807527883e-03,        -5.925392650745e-04
 2.44061000e+00,        +5.968779089037e-02,        +1.474253175550e-03,        -5.869338480903e-04
 2.44061500e+00,        +5.929472115116e-02,        +1.457671171934e-03,        -5.812903990234e-04
 2.44062000e+00,        +5.889778616120e-02,        +1.441069723291e-03,        -5.756122777530e-04
 2.44062500e+00,        +5.849724571559e-02,        +1.424456836802e-03,        -5.699027869057e-04
 2.44063000e+00,        +5.809335589704e-02,        +1.407840314606e-03,        -5.641651687415e-04
 2.44063500e+00,        +5.768636881544e-02,        +1.391227748084e-03,        -5.584026023008e-04
 2.44064000e+00,        +5.727653236696e-02,        +1.374626518397e-03,        -5.526182008209e-04
 2.44064500e+00,        +5.686409001217e-02,        +1.358043779323e-03,        -5.468150093957e-04
 2.44065000e+00,        +5.644928057337e-02,        +1.341486474107e-03,        -5.409960029013e-04
 2.44065500e+00,        +5.603233805134e-02,        +1.324961318276e-03,        -5.351640841318e-04
 2.44066000e+00,        +5.561349145908e-02,        +1.308474805068e-03,        -5.293220822010e-04
 2.44066500e+00,        +5.519296467540e-02,        +1.292033199092e-03,        -5.234727511837e-04
 2.44067000e+00,        +5.477097631412e-02,        +1.275642541625e-03,        -5.176187689153e-04
 2.44067500e+00,        +5.434773961192e-02,        +1.259308643605e-03,        -5.117627360852e-04
 2.44068000e+00,        +5.392346233140e-02,        +1.243037097377e-03,        -5.059071754947e-04
 2.44068500e+00,        +5.349834668098e-02,        +1.226833262059e-03,        -5.000545315092e-04
 2.44069000e+00,        +5.307258924917e-02,        +1.210702276682e-03,        -4.942071696940e-04
 2.44069500e+00,        +5.264638095440e-02,        +1.194649057307e-03,        -4.883673766665e-04
 2.44070000e+00,        +5.221990700756e-02,        +1.178678302430e-03,        -4.825373600804e-04
 2.44070500e+00,        +5.179334688934e-02,        +1.162794490838e-03,        -4.767192487730e-04
 2.44071000e+00,        +5.136687433922e-02,        +1.147001883943e-03,        -4.709150930918e-04
 2.44071500e+00,        +5.094065735658e-02,        +1.131304536641e-03,        -4.651268653195e-04
 2.44072000e+00,        +5.051485821346e-02,        +1.115706288206e-03,        -4.593564602898e-04
 2.44072500e+00,        +5.008963347753e-02,        +1.100210779778e-03,        -4.536056960561e-04
 2.44073000e+00,        +4.966513404530e-02,        +1.084821449547e-03,        -4.478763147272e-04
 2.44073500e+00,        +4.924150518432e-02,        +1.069541532319e-03,        -4.421699834112e-04
 2.44074000e+00,        +4.881888658453e-02,        +1.054374077021e-03,        -4.364882952115e-04
 2.44074500e+00,        +4.839741241685e-02,        +1.039321942442e-03,        -4.308327703344e-04
 2.44075000e+00,        +4.797721140025e-02,        +1.024387799868e-03,        -4.252048573174e-04
 2.44075500e+00,        +4.755840687407e-02,        +1.009574142255e-03,        -4.196059342611e-04
 2.44076000e+00,        +4.714111687836e-02,        +9.948832873934e-04,        -4.140373101740e-04
 2.44076500e+00,        +4.672545423790e-02,        +9.803173854580e-04,        -4.085002263426e-04
 2.44077000e+00,        +4.631152665281e-02,        +9.658784147917e-04,        -4.029958578093e-04
 2.44077500e+00,        +4.589943679306e-02,        +9.515681953555e-04,        -3.975253148099e-04
 2.44078000e+00,        +4.548928239676e-02,        +9.373883968860e-04,        -3.920896443245e-04
 2.44078500e+00,        +4.508115637259e-02,        +9.233405297761e-04,        -3.866898316229e-04
 2.44079000e+00,        +4.467514690467e-02,        +9.094259632566e-04,        -3.813268018322e-04
 2.44079500e+00,        +4.427133756054e-02,        +8.956459246776e-04,        -3.760014215613e-04
 2.44080000e+00,        +4.386980740110e-02,        +8.820015002066e-04,        -3.707145004927e-04
 2.44080500e+00,        +4.347063109222e-02,        +8.684936527094e-04,        -3.654667930198e-04
 2.44081000e+00,        +4.307387901832e-02,        +8.551232131296e-04,        -3.602589998667e-04
 2.44081500e+00,        +4.267961739613e-02,        +8.418908914594e-04,        -3.550917697442e-04
 2.44082000e+00,        +4.228790839043e-02,        +8.287972813681e-04,        -3.499657009725e-04
 2.44082500e+00,        +4.189881022863e-02,        +8.158428636445e-04,        -3.448813430844e-04
 2.44083000e+00,        +4.151237731723e-02,        +8.030280107388e-04,        -3.398391984881e-04
 2.44083500e+00,        +4.112866035661e-02,        +7.903529914778e-04,        -3.348397240316e-04
 2.44084000e+00,        +4.074770645660e-02,        +7.778179760519e-04,        -3.298833326134e-04
 2.44084500e+00,        +4.036955925072e-02,        +7.654230403548e-04,        -3.249703947598e-04
 2.44085000e+00,        +3.999425900994e-02,        +7.531681692804e-04,        -3.201012401701e-04
 2.44085500e+00,        +3.962184275524e-02,        +7.410532627335e-04,        -3.152761592490e-04
 2.44086000e+00,        +3.925234436930e-02,        +7.290781362817e-04,        -3.104954046181e-04
 2.44086500e+00,        +3.888579470636e-02,        +7.172425309559e-04,        -3.057591925995e-04
 2.44087000e+00,        +3.852222170099e-02,        +7.055461072532e-04,        -3.010677046695e-04
 2.44087500e+00,        +3.816165047494e-02,        +6.939884610881e-04,        -2.964210888865e-04
 2.44088000e+00,        +3.780410344269e-02,        +6.825691203015e-04,        -2.918194612912e-04
 2.44088500e+00,        +3.744960041434e-02,        +6.712875455000e-04,        -2.872629072788e-04
 2.44089000e+00,        +3.709815869765e-02,        +6.601431432660e-04,        -2.827514829228e-04
 2.44089500e+00,        +3.674979319684e-02,        +6.491352579872e-04,        -2.782852162954e-04
 2.44090000e+00,        +3.640451651058e-02,        +6.382631855867e-04,        -2.738641087252e-04
 2.44090500e+00,        +3.606233902663e-02,        +6.275261694026e-04,        -2.694881360527e-04
 2.44091000e+00,        +3.572326901516e-02,        +6.169234038146e-04,        -2.651572498292e-04
 2.44091500e+00,        +3.538731271942e-02,        +6.064540442318e-04,        -2.608713784733e-04
 2.44092000e+00,        +3.505447444431e-02,        +5.961171979216e-04,        -2.566304284477e-04
 2.44092500e+00,        +3.472475664248e-02,        +5.859119392794e-04,        -2.524342853322e-04
 2.44093000e+00,        +3.439815999838e-02,        +5.758373035400e-04,        -2.482828149158e-04
 2.44093500e+00,        +3.407468350982e-02,        +5.658922953491e-04,        -2.441758642194e-04
 2.44094000e+00,        +3.375432456722e-02,        +5.560758826896e-04,        -2.401132625250e-04
 2.44094500e+00,        +3.343707903063e-02,        +5.463870110207e-04,        -2.360948223303e-04
 2.44095000e+00,        +3.312294130467e-02,        +5.368245983184e-04,        -2.321203402959e-04
 2.44095500e+00,        +3.281190441047e-02,        +5.273875321462e-04,        -2.281895981588e-04
 2.44096000e+00,        +3.250396005633e-02,        +5.180746869741e-04,        -2.243023636001e-04
 2.44096500e+00,        +3.219909870526e-02,        +5.088849085829e-04,        -2.204583911165e-04
 2.44097000e+00,        +3.189730964099e-02,        +4.998170295568e-04,        -2.166574227963e-04
 2.44097500e+00,        +3.159858103111e-02,        +4.908698664766e-04,        -2.128991891440e-04
 2.44098000e+00,        +3.130289998881e-02,        +4.820422158925e-04,        -2.091834098253e-04
 2.44098500e+00,        +3.101025263188e-02,        +4.733328670525e-04,        -2.055097943832e-04
 2.44099000e+00,        +3.072062413997e-02,        +4.647405937441e-04,        -2.018780429444e-04
 2.44099500e+00,        +3.043399880965e-02,        +4.562641610543e-04,        -1.982878469098e-04
 2.44100000e+00,        +3.015036010762e-02,        +4.479023255048e-04,        -1.947388895741e-04
 2.44100500e+00,        +2.986969072162e-02,        +4.396538345482e-04,        -1.912308467526e-04
 2.44101000e+00,        +2.959197260998e-02,        +4.315174339098e-04,        -1.877633873956e-04
 2.44101500e+00,        +2.931718704869e-02,        +4.234918606040e-04,        -1.843361741287e-04
 2.44102000e+00,        +2.904531467717e-02,        +4.155758493952e-04,        -1.809488638112e-04
 2.44102500e+00,        +2.877633554172e-02,        +4.077681306873e-04,        -1.776011080613e-04
 2.44103000e+00,        +2.851022913780e-02,        +4.000674388765e-04,        -1.742925537510e-04
 2.44103500e+00,        +2.824697445020e-02,        +3.924725018608e-04,        -1.710228434837e-04
 2.44104000e+00,        +2.798654999157e-02,        +3.849820487430e-04,        -1.677916160403e-04
 2.44104500e+00,        +2.772893383981e-02,        +3.775948172974e-04,        -1.645985068298e-04
 2.44105000e+00,        +2.747410367319e-02,        +3.703095378829e-04,        -1.614431482966e-04
 2.44105500e+00,        +2.722203680467e-02,        +3.631249478028e-04,        -1.583251703140e-04
 2.44106000e+00,        +2.697271021414e-02,        +3.560397899462e-04,        -1.552442005599e-04
 2.44106500e+00,        +2.672610057974e-02,        +3.490528098852e-04,        -1.521998648714e-04
 2.44107000e+00,        +2.648218430745e-02,        +3.421627595646e-04,        -1.491917876015e-04
 2.44107500e+00,        +2.624093755966e-02,        +3.353683924384e-04,        -1.462195919247e-04
 2.44108000e+00,        +2.600233628204e-02,        +3.286684751239e-04,        -1.432829001548e-04
 2.44108500e+00,        +2.576635622961e-02,        +3.220617766301e-04,        -1.403813340342e-04
