        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.43500000e+00,        +2.523718107527e+00,        +4.760897109457e-02,        +4.574507595584e+01,        +5.200713677226e-01,        -1.852690383700e-03,        -2.968996381835e-05,        +2.994584072784e+00,        +5.589121160670e-02,        +1.018774444783e+02,        +1.184143322445e+00,        +1.231190737796e-02,        +2.217307407981e-04,        +3.555757412444e+00,        +6.648822536510e-02,        +2.038154907956e+02,        +2.390058347726e+00,        +6.017884398485e-02,        +9.591397138400e-04,        -5.314677243799e+00,        -9.787349330584e-02,        +5.564378285286e+02,        +6.525214320481e+00,        +7.746893411584e-01,        +8.337204683367e-03
 2.43500500e+00,        +2.522636478075e+00,        +4.737784430045e-02,        +4.579114613660e+01,        +5.162949274392e-01,        -1.849579726446e-03,        -2.950951974205e-05,        +2.993451460185e+00,        +5.561753365606e-02,        +1.019750382166e+02,        +1.175701842335e+00,        +1.231174306845e-02,        +2.206326327080e-04,        +3.554451001931e+00,        +6.616283617287e-02,        +2.040066591026e+02,        +2.373144997445e+00,        +6.018942728224e-02,        +9.538545182137e-04,        -5.312154810282e+00,        -9.739400709305e-02,        +5.569590001721e+02,        +6.479033150973e+00,        +7.755480148281e-01,        +8.273883255831e-03
 2.43501000e+00,        +2.521552666740e+00,        +4.714651512484e-02,        +4.583730056096e+01,        +5.125032613961e-01,        -1.846462977813e-03,        -2.932934884091e-05,        +2.992316594532e+00,        +5.534358902782e-02,        +1.020728100788e+02,        +1.167227334648e+00,        +1.231157758716e-02,        +2.195326228027e-04,        +3.553142082004e+00,        +6.583712355312e-02,        +2.041981760366e+02,        +2.356166289768e+00,        +6.020002663450e-02,        +9.485580788426e-04,        -5.309625893675e+00,        -9.691413953601e-02,        +5.574811219276e+02,        +6.432673671136e+00,        +7.764082468525e-01,        +8.210290206288e-03
 2.43501500e+00,        +2.520466667490e+00,        +4.691498359862e-02,        +4.588353945729e+01,        +5.086963048896e-01,        -1.843340120645e-03,        -2.914945350914e-05,        +2.991179469576e+00,        +5.506937759406e-02,        +1.021707605475e+02,        +1.158719660275e+00,        +1.231141093094e-02,        +2.184307061618e-04,        +3.551830645689e+00,        +6.551108728917e-02,        +2.043900425420e+02,        +2.339121950459e+00,        +6.021064208381e-02,        +9.432503604085e-04,        -5.307090475913e+00,        -9.643389134980e-02,        +5.580041963691e+02,        +6.386135133074e+00,        +7.772700414599e-01,        +8.146424365725e-03
 2.43502000e+00,        +2.519378474270e+00,        +4.668324975481e-02,        +4.592986305477e+01,        +5.048739928973e-01,        -1.840211137706e-03,        -2.896983615504e-05,        +2.990040079045e+00,        +5.479489922848e-02,        +1.022688901071e+02,        +1.150178679425e+00,        +1.231124309662e-02,        +2.173268778477e-04,        +3.550516685986e+00,        +6.518472716586e-02,        +2.045822595670e+02,        +2.322011703939e+00,        +6.022127367249e-02,        +9.379313274468e-04,        -5.304548538861e+00,        -9.595326325775e-02,        +5.585282260806e+02,        +6.339416785227e+00,        +7.781334028939e-01,        +8.082284559330e-03
 2.43502500e+00,        +2.518288080998e+00,        +4.645131362922e-02,        +4.597627158340e+01,        +5.010362600636e-01,        -1.837076011725e-03,        -2.879049919050e-05,        +2.988898416644e+00,        +5.452015380704e-02,        +1.023671992439e+02,        +1.141604251596e+00,        +1.231107408097e-02,        +2.162211329194e-04,        +3.549200195870e+00,        +6.485804297030e-02,        +2.047748280628e+02,        +2.304835273229e+00,        +6.023192144298e-02,        +9.326009443612e-04,        -5.302000064322e+00,        -9.547225599309e-02,        +5.590532136548e+02,        +6.292517872212e+00,        +7.789983354134e-01,        +8.017869606232e-03
 2.43503000e+00,        +2.517195481576e+00,        +4.621917525918e-02,        +4.602276527404e+01,        +4.971830407195e-01,        -1.833934725355e-03,        -2.861144506413e-05,        +2.987754476055e+00,        +5.424514120673e-02,        +1.024656884457e+02,        +1.132996235612e+00,        +1.231090388081e-02,        +2.151134663944e-04,        +3.547881168289e+00,        +6.453103449045e-02,        +2.049677489843e+02,        +2.287592380024e+00,        +6.024258543785e-02,        +9.272591753801e-04,        -5.299445034026e+00,        -9.499087029853e-02,        +5.595791616941e+02,        +6.245437635042e+00,        +7.798648432926e-01,        +7.953178319865e-03
 2.43503500e+00,        +2.516100669879e+00,        +4.598683468530e-02,        +4.606934435833e+01,        +4.933142688664e-01,        -1.830787261172e-03,        -2.843267621678e-05,        +2.986608250935e+00,        +5.396986130732e-02,        +1.025643582021e+02,        +1.124354489594e+00,        +1.231073249296e-02,        +2.140038732990e-04,        +3.546559596167e+00,        +6.420370151711e-02,        +2.051610232898e+02,        +2.270282744637e+00,        +6.025326569988e-02,        +9.219059846191e-04,        -5.296883429642e+00,        -9.450910692501e-02,        +5.601060728099e+02,        +6.198175310951e+00,        +7.807329308207e-01,        +7.888209507671e-03
 2.43504000e+00,        +2.515003639761e+00,        +4.575429195009e-02,        +4.611600906878e+01,        +4.894298781763e-01,        -1.827633601717e-03,        -2.825419511637e-05,        +2.985459734921e+00,        +5.369431398993e-02,        +1.026632090047e+02,        +1.115678870957e+00,        +1.231055991415e-02,        +2.128923486295e-04,        +3.545235472397e+00,        +6.387604384229e-02,        +2.053546519408e+02,        +2.252906085990e+00,        +6.026396227192e-02,        +9.165413360266e-04,        -5.294315232768e+00,        -9.402696663373e-02,        +5.606339496232e+02,        +6.150730133388e+00,        +7.816026023028e-01,        +7.822961971105e-03
 2.43504500e+00,        +2.513904385054e+00,        +4.552154709843e-02,        +4.616275963871e+01,        +4.855298019923e-01,        -1.824473729438e-03,        -2.807600424291e-05,        +2.984308921622e+00,        +5.341849913757e-02,        +1.027622413466e+02,        +1.106969236412e+00,        +1.231038614116e-02,        +2.117788873675e-04,        +3.543908789852e+00,        +6.354806125986e-02,        +2.055486359026e+02,        +2.235462121621e+00,        +6.027467519702e-02,        +9.111651934060e-04,        -5.291740424934e+00,        -9.354445019515e-02,        +5.611627947644e+02,        +6.103101332021e+00,        +7.824738620593e-01,        +7.757434505629e-03
